f_star_c,k_star,log10_sigma_c,k_sigma,f_gas_c,k_gas,RHI_Rd_c,k_HI,omega_c,k_omega,T_c,k_T,drive_power,A0,lambda_seed,lambda_feedback,lambda_reservoir,n_steps,tau_final,mse,rmse,spearman_A_pred_A_inferred,pearson_A_pred_A_inferred,prediction_min,prediction_max,prediction_std,rank_score,UGC07125_A_pred_m18
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.75,0.05,2.0,1.0,1.5,80,1.0,0.14906079790706414,0.38608392598897995,0.23004254637686852,0.18892274390499753,0.010998883069102872,0.8880482952954704,0.2713896078934868,0.10305228863169044,0.06759733653639977
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.5,0.05,1.0,3.0,3.0,80,1.0,0.1529889483366865,0.39113801699232265,0.24732745068272757,0.19716516678313908,0.002356843498211745,0.8871273676177269,0.2633490723141472,0.10352345820014097,0.04726673267130434
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.5,0.1,4.0,1.0,3.0,80,1.0,0.15448921794433226,0.3930511645375602,0.2535971071020123,0.23111942310605363,0.004727052049297456,0.9717729020994325,0.30200717033881785,0.10376979652392981,0.148790048941493
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.5,0.05,4.0,1.0,3.0,80,1.0,0.15461577415264338,0.39321212360842,0.25389826963743645,0.2282584445603722,0.0023774246997996075,0.9709301572059554,0.3019052233318354,0.10383612022515609,0.1456787014199402
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.5,0.05,1.0,0.0,3.0,80,1.0,0.15431028571399386,0.39282347907679077,0.2520365376002689,0.21439590825743926,0.0023566857000645205,0.5835599391882831,0.16077907821270382,0.10390297819394007,0.042070140065186265
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,1.0,0.1,2.0,1.0,0.5,80,1.0,0.14774268525143996,0.3843731068264792,0.21905467690260544,0.1695212331162796,0.060557974752549384,0.8979037904534881,0.26650935844639484,0.10393174987091888,0.09969582825063578
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.75,0.05,2.0,1.0,3.0,80,1.0,0.1538963196178093,0.3922962141262764,0.2492165611322064,0.19938863773699614,0.0023498679353342105,0.8778915140701746,0.26600585284173217,0.10405300739136802,0.039071730257195104
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,1.0,0.05,2.0,0.0,0.5,80,1.0,0.14667588180056498,0.38298287403037357,0.21308618301874496,0.16815230037698706,0.030278987902283824,0.8207131045525939,0.24544900813000248,0.10405864519681599,0.06603322914918171
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.5,0.1,2.0,3.0,3.0,80,1.0,0.15461459345472892,0.39321062225571796,0.25194527622589796,0.21557337043524066,0.004713575004937072,0.9607310068335986,0.30417981235889263,0.10422553820954933,0.0901717319843379
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.5,0.02,1.0,3.0,1.5,80,1.0,0.1485289153043396,0.3853944930903134,0.22150960787318416,0.17720336457729874,0.004411071366929898,0.8860949352431872,0.26260535799759016,0.10422699372970276,0.07258974035060187
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.4,0.1,4.0,6.0,10.0,80,1.0,0.1570444541284299,0.39628834720242523,0.2634168309843271,0.23691967951582743,7.180707935555392e-05,0.9875193839807325,0.3173501857462494,0.10436108793156448,0.07336619090142785
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.4,0.05,4.0,6.0,10.0,80,1.0,0.1570906656117418,0.39634664829129285,0.26339857870945294,0.23630132065368686,7.065950993712934e-05,0.9867249666513861,0.317149196776497,0.1044109498698512,0.07335283683785791
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.5,0.02,4.0,1.0,3.0,80,1.0,0.1547023074145137,0.39332214203438093,0.2512881943304271,0.2265197127935971,0.000967647475852879,0.970414238669658,0.30184200742209205,0.1044446685484283,0.14380638610931856
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.5,0.1,2.0,1.0,0.5,80,1.0,0.14422901459171605,0.3797749525596917,0.19852086766914037,0.1769427658219563,0.06059104716607423,0.906595556241569,0.24836135515399335,0.10452484105788798,0.22083494829102784
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.5,0.1,4.0,3.0,6.0,80,1.0,0.15670552434297222,0.39586048595808626,0.2604052056300856,0.23353515774574718,0.00021013640868299238,0.9742916700957129,0.3161840343493728,0.10462448321695508,0.08417510412419445
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.4,0.02,4.0,6.0,10.0,80,1.0,0.1571178194536306,0.3963809019789306,0.2623216944918757,0.23590911693879305,6.997096172220216e-05,0.986190556304792,0.31701677762456354,0.10465348055525545,0.07334474639294883
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.5,0.05,4.0,3.0,6.0,80,1.0,0.1567742721255451,0.39594730978445236,0.2591457986637664,0.23202472079306333,0.00011234569671084254,0.9740385839379114,0.31567849715818275,0.1049451123927918,0.08387034144518453
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.5,0.05,2.0,3.0,3.0,80,1.0,0.15495563124536274,0.3936440412928446,0.24950859753019347,0.20983404444317402,0.0023637391322942837,0.9577158571677045,0.30225518496830023,0.10505391173932405,0.0855297030889473
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.5,0.02,4.0,3.0,10.0,80,1.0,0.15779423779067742,0.3972332284573855,0.2636449844202545,0.22611634522819524,9.208689295068081e-06,0.9589556165358136,0.30337532248211874,0.1050652409066265,0.05104223518669355
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.5,0.05,4.0,3.0,10.0,80,1.0,0.15780098580206725,0.3972417221315848,0.2636449844202545,0.22651543844978186,9.896952344004063e-06,0.9591098608045115,0.30366886140240884,0.10507198891801633,0.051048024156489735
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.5,0.1,4.0,3.0,10.0,80,1.0,0.15780923420082268,0.39725210408608624,0.2636449844202545,0.22716213471994356,1.1044056737313254e-05,0.9609881314775334,0.30413610988150647,0.10508023731677177,0.051057639690126916
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.4,0.02,2.0,1.0,10.0,80,1.0,0.15744715946702945,0.3967961182610403,0.2612174318619871,0.2236081084595941,3.52129146518296e-05,0.8357484637216874,0.23128449435598736,0.10520367309463202,0.03501045682912868
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.4,0.05,2.0,1.0,10.0,80,1.0,0.15747249395141572,0.3968280407826742,0.26123568413686127,0.2241482099825785,3.5901057623357055e-05,0.8393684153468581,0.23300756347062887,0.10522535712404346,0.035016128167266194
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.4,0.1,2.0,1.0,10.0,80,1.0,0.1575320454373227,0.39690306806237047,0.26123568413686127,0.225014421430558,3.704796075374339e-05,0.8452031963638239,0.23581461870326206,0.10528490860995043,0.03502556569123813
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.4,0.1,2.0,0.0,10.0,80,1.0,0.15750173366009296,0.3968648808600894,0.2610714136629935,0.22822999256955748,3.704690607303394e-05,0.7755506968382813,0.21158551644224435,0.10528745092749425,0.034442315731283146
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.75,0.02,2.0,1.0,3.0,80,1.0,0.1549093495798905,0.3935852507143662,0.24796628030332432,0.19572944531882594,0.0009399940565203022,0.8735013876518655,0.26406329161582764,0.10531609351922563,0.03656287525585147
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.4,0.05,2.0,0.0,10.0,80,1.0,0.15759691810068122,0.39698478321049185,0.26123568413686127,0.22743880971904304,3.590022726934394e-05,0.7688238584447116,0.2088876670446432,0.10534978127330896,0.03443415880428376
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.5,0.02,4.0,3.0,6.0,80,1.0,0.15681505472024765,0.3959988064631605,0.2572475620768505,0.23109096583256108,5.367121413303995e-05,0.9738774148046356,0.3153601260546459,0.10536554230487755,0.08368650779255782
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.4,0.02,2.0,0.0,10.0,80,1.0,0.1576670122958646,0.3970730566229149,0.2612174318619871,0.22694673107189758,3.521221998712995e-05,0.7647877554085699,0.20727579129583515,0.10542352592346718,0.03442926464808411
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.5,0.1,8.0,1.0,6.0,80,1.0,0.15796388506042905,0.39744670719535347,0.2625772263401144,0.24844255858147826,0.00022466305360234763,0.9891591454192187,0.31307464925922096,0.10544843979240617,0.14945147151635169
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.5,0.02,1.0,3.0,3.0,80,1.0,0.15409254272369022,0.39254623004646244,0.24321156269859748,0.19181771502748504,0.0009469074867968409,0.8767445831344638,0.2576904104616622,0.10545023018397072,0.04408569309861256
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.5,0.05,8.0,1.0,6.0,80,1.0,0.15799703957227942,0.39748841438748805,0.2625772263401144,0.2479800272967123,0.00012688610103117024,0.9887633783522765,0.31302675282612036,0.10548159430425655,0.14929061423323783
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.5,0.02,8.0,1.0,6.0,80,1.0,0.15801711273566574,0.39751366358361284,0.2625772263401144,0.2477007379665531,6.821991102658813e-05,0.9885234325196047,0.3129978103431022,0.10550166746764286,0.149193945282006
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.75,0.1,4.0,0.0,3.0,80,1.0,0.15578338809440723,0.39469404365205113,0.250804509046261,0.21685391068770674,0.004699734078733557,0.9542984233199707,0.30680701897591933,0.10562248628515503,0.07411352079830696
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.75,0.02,2.0,1.0,1.5,80,1.0,0.15099666071775067,0.388582887834437,0.22670238007489155,0.18465610098850954,0.004399629979943546,0.8835337046675624,0.27128254017354536,0.10565618470277235,0.05906919897439998
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,1.0,0.1,1.0,1.0,1.5,80,1.0,0.15448011607140796,0.39303958588341703,0.24349447295914747,0.1893858590084621,0.021997513513305582,0.7237762545247746,0.20073510690143634,0.10578122147957847,0.042139727422953605
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.5,0.02,2.0,3.0,3.0,80,1.0,0.15519381495301843,0.39394646203896594,0.24655172900057445,0.20619862337020659,0.0009538351656908202,0.9556971918784869,0.30095474291460456,0.10588346915290353,0.0827167198790167
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.75,0.05,1.0,1.0,1.5,80,1.0,0.1518203718680633,0.38964133747340424,0.22909342808341066,0.1861905383944965,0.01099882049452697,0.7077958675649316,0.19896923440549055,0.10600168625138116,0.04212956695972252
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.75,0.1,1.0,3.0,0.5,80,1.0,0.14787335760768847,0.3845430503957762,0.20892466434742937,0.16453476949121412,0.060558083936276104,0.9126413161755219,0.26650389923072065,0.1060884247382026,0.11233817203107897
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.5,0.05,2.0,1.0,0.5,80,1.0,0.14442889902019895,0.38003802312426443,0.1908640383594172,0.17217538156140258,0.03031280571802119,0.8995194309420643,0.25471197368292686,0.10625609134831551,0.19152497029722274
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.75,0.05,4.0,0.0,3.0,80,1.0,0.1564868478915144,0.3955841855933,0.25016567942566437,0.21329345284320944,0.0023499451747621258,0.9528624004081673,0.30652726588442136,0.10645371200638153,0.07047989798088743
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.5,0.1,1.0,3.0,0.5,80,1.0,0.1452335934626633,0.3810952551038432,0.193711393239791,0.16642707013042418,0.06057758066110397,0.9175687263236593,0.25888588636659704,0.10649131481470508,0.1711183962667011
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.75,0.1,4.0,0.0,6.0,80,1.0,0.1575736437415816,0.3969554682096993,0.2543454503718541,0.21782839318920022,0.00019566811997423687,0.9370076371129051,0.29412087334042797,0.10670455366721077,0.0377590403056388
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.75,0.1,1.0,3.0,1.5,80,1.0,0.15399158489960726,0.392417615429796,0.23624831983409356,0.18389472692529618,0.02199758219156943,0.9061135707159987,0.2734219766908048,0.10674192093278856,0.06069659187408425
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.5,0.02,1.0,0.0,3.0,80,1.0,0.15685669039363978,0.3960513734272863,0.24976412937843215,0.20912322315192222,0.0009468436795767901,0.5718693454036559,0.15695290117444896,0.10690386451795335,0.039695837227307476
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.5,0.1,8.0,6.0,10.0,80,1.0,0.1596873089051105,0.3996089449763487,0.2636267321453803,0.24546541982414732,1.9793806470316555e-05,0.9946260240792736,0.32482547584410154,0.10696196247603443,0.10024356177698063
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.5,0.05,8.0,6.0,10.0,80,1.0,0.1597104569879088,0.39963790734602345,0.2636267321453803,0.2452885180978222,1.864673204898787e-05,0.9945760382550995,0.32480698221920035,0.10698511055883275,0.10023578438879524
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.5,0.02,8.0,6.0,10.0,80,1.0,0.15972462833923415,0.39965563719186314,0.2636267321453803,0.24517911490824354,1.795848657031291e-05,0.9945441375631072,0.32479526337768067,0.10699928191015809,0.10023108668501773
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.5,0.1,2.0,3.0,6.0,80,1.0,0.15825528854958484,0.3978131327012531,0.2562163085464587,0.21675752358933867,0.00020286827734240597,0.9451887061099831,0.2947644073116695,0.1070120268402931,0.04443454675200476
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.75,0.05,4.0,0.0,6.0,80,1.0,0.15772401163405175,0.3971448245087071,0.2535332241399526,0.21607103465465508,9.787497406589375e-05,0.9356743558123672,0.29307631114278654,0.10701736680606122,0.037464372795666265
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,1.0,0.05,2.0,0.0,1.5,80,1.0,0.15286466001690507,0.39097910432260324,0.22914818490803318,0.18295603871306368,0.010998757280874792,0.8135099029514579,0.24466206480783778,0.10703502303529844,0.038424272357612574
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.75,0.02,4.0,0.0,3.0,80,1.0,0.1569319836982479,0.39614641699534264,0.24948121911788212,0.21114598943229296,0.0009400718323792646,0.9520007866610848,0.3063711194744096,0.10703573987467146,0.06829972429043575
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,1.0,0.1,2.0,1.0,1.5,80,1.0,0.15388455025059614,0.3922812132266802,0.23399416388713093,0.186216543226401,0.02199751385735158,0.8908692034104907,0.2719417555642072,0.10708571747316994,0.05353542428895567
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.75,0.02,4.0,0.0,6.0,80,1.0,0.15782010822199521,0.3972657903998219,0.25305866499322366,0.21500750103264282,3.919908652088784e-05,0.9348743870320445,0.2924537804603852,0.10720837522335047,0.03728757228968276
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.75,0.05,2.0,1.0,0.5,80,1.0,0.14786313230185788,0.3845297547678955,0.2029652966010059,0.17071285282407564,0.030279176986173783,0.8949065521174318,0.2702469124981358,0.1072700729816567,0.10691236660985699
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.4,0.1,1.0,3.0,6.0,80,1.0,0.15938450713626792,0.39922989258855346,0.2597663760094889,0.21355039362283962,0.0002245660252677662,0.8845990965644733,0.2578365048518819,0.10743123193437015,0.032142394309304746
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.4,0.1,1.0,1.0,6.0,80,1.0,0.16006621580022182,0.4000827611885094,0.26313392072377717,0.22333764367853606,0.0002244920963939369,0.7080152051195814,0.19196540445144616,0.10743943165546638,0.030189473785354387
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.5,0.05,2.0,3.0,6.0,80,1.0,0.15827147848213072,0.39783348084610815,0.25377962985075414,0.2137837740827991,0.00010507293990592746,0.942243039037604,0.29197866011109286,0.10751555251197989,0.04404677649131984
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.5,0.02,2.0,1.0,0.5,80,1.0,0.1450226424218329,0.38081838508905125,0.18719533110970477,0.16937055671192175,0.01214583561257997,0.8951195487478836,0.2584767970500099,0.10758357619989195,0.17382445407003133
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.5,0.02,2.0,3.0,6.0,80,1.0,0.15827884378321636,0.39784273750216476,0.25305866499322366,0.2119076173020277,4.639568204654134e-05,0.9402740804792099,0.29016426862963624,0.10766711078457161,0.04381282067330359
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,1.0,0.1,2.0,0.0,3.0,80,1.0,0.1580660768148643,0.39757524673307354,0.2514980954914803,0.1983714784319235,0.00469958064241239,0.8114841671801294,0.24103050131383877,0.10776645771656823,0.02415687765321145
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,1.0,0.1,1.0,3.0,0.5,80,1.0,0.15220191520824305,0.3901306386433179,0.22017719180736822,0.15899354919444986,0.060557974326889384,0.9075341442883855,0.2635889860711111,0.10816647684676942,0.08707528934064157
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.4,0.02,2.0,1.0,0.5,80,1.0,0.14524217249121651,0.38110651069119317,0.18524233769816628,0.1664881821989972,0.012383587143685112,0.8970099607238196,0.2451136044488255,0.10819370495158326,0.22925513869961528
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.4,0.05,1.0,3.0,0.5,80,1.0,0.14463128138164538,0.3803041958506971,0.18213945096955378,0.15640114247114342,0.03042605395845221,0.9051959011765557,0.2534416864813824,0.10820339118773462,0.17331254815180386
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.4,0.1,1.0,3.0,0.5,80,1.0,0.14623580357058075,0.3824079020765402,0.18999705530289313,0.16374889566160686,0.06071374969020718,0.9194891708281685,0.24972429474400745,0.10823639251000211,0.213020411306981
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,1.0,0.1,1.0,0.0,1.5,80,1.0,0.15708957829486958,0.39634527661480917,0.24421543781667804,0.19672436991201128,0.021997513498611617,0.6012002260113428,0.1658859816132309,0.10824649073153397,0.04145587039906165
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.4,0.05,2.0,1.0,0.5,80,1.0,0.1456743171495418,0.3816730500697446,0.18680290719990963,0.16935772457144938,0.030547626271314302,0.9013313520270307,0.24149401810675797,0.10831373570955986,0.24597707932327056
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.4,0.02,2.0,3.0,10.0,80,1.0,0.16051298538036915,0.40064071857509587,0.2608797647768146,0.2180255597195582,3.521430409745351e-05,0.9212648542171951,0.27198879305883983,0.10833703242500622,0.036231147193996706
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.75,0.1,1.0,1.0,3.0,80,1.0,0.158986017171117,0.39873050694813533,0.2532411877419656,0.20525618525944186,0.004699619258512464,0.7197596566366092,0.20216395694625366,0.10833777962272387,0.026485534006419124
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.4,0.1,4.0,6.0,6.0,80,1.0,0.1607873100301573,0.400982929848837,0.2616007296343451,0.24614106243951372,0.0003112880518201207,0.9901232346696761,0.3218424954727502,0.10846716410328829,0.12330171995215507
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.4,0.05,2.0,3.0,10.0,80,1.0,0.16063080516721873,0.40078773080923863,0.2605786022413904,0.2187562113993884,3.5902718526792965e-05,0.9231097899986206,0.2735124300295361,0.10851508471894064,0.03623874888249476
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.4,0.1,2.0,1.0,0.5,80,1.0,0.1470583718173793,0.38348190546279926,0.19247023854834602,0.17422991031291118,0.06082069076219433,0.9082806636459563,0.235403674212862,0.10856432410771008,0.2736047094289104
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.5,0.05,1.0,3.0,0.5,80,1.0,0.14605377950486353,0.38216983070993915,0.18725921407176443,0.1592800186412849,0.03029749738311247,0.9029547291845765,0.2618023273451381,0.10860193669051064,0.13271005986055762
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.4,0.05,1.0,3.0,6.0,80,1.0,0.15974022143468197,0.39967514487979106,0.25565048802535884,0.20953179084887696,0.00012673745459424002,0.8708085236320998,0.2495827714628384,0.1086101238296102,0.031674239513286746
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.4,0.1,2.0,3.0,10.0,80,1.0,0.1608100962964725,0.40101134185515563,0.2607976295398807,0.21991769431926997,3.705007044024702e-05,0.9258753243795348,0.2758531740570998,0.10865057038849635,0.03625135762254374
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.4,0.05,4.0,6.0,6.0,80,1.0,0.16088397093532525,0.40110344168970335,0.2610257829758081,0.2447652122967816,0.00021346087555054106,0.9893264321865681,0.3216732183443731,0.10867881434016363,0.12290595170768272
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.4,0.02,1.0,3.0,6.0,80,1.0,0.16004456162936836,0.40005569815885433,0.25657222790650547,0.20690629061520455,6.803987193803027e-05,0.8608791840302629,0.24392072233986017,0.10873011604806726,0.03139112050867377
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.4,0.02,4.0,6.0,6.0,80,1.0,0.16094269333564448,0.4011766360789777,0.2610257829758081,0.24388698228319383,0.00015476368929827103,0.988790269966411,0.32155794317785613,0.10873753674048287,0.12266479507985091
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.75,0.02,1.0,1.0,0.5,80,1.0,0.14871769668706,0.38563933498420516,0.19986240987239343,0.16342466422071575,0.012111691731591793,0.7000015383791915,0.19834438542643024,0.1087452147125813,0.05175806378413634
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.4,0.1,8.0,3.0,6.0,80,1.0,0.16164385727195224,0.4020495706650515,0.2638001287566851,0.2554134029103748,0.0004266183306118828,0.9945373962655009,0.3039749967307808,0.1088838315206152,0.20346287155828652
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.4,0.05,8.0,3.0,6.0,80,1.0,0.16166221582510934,0.4020724012228511,0.26382750716899644,0.25507970890433185,0.00032891834609907695,0.9943929213447067,0.30396193019940204,0.10889671439131005,0.20332060249517167
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.4,0.1,8.0,10.0,10.0,80,1.0,0.1618663784402074,0.4023262089899282,0.264740120912706,0.2557574511407892,0.0001413189848181741,0.9963123743348432,0.3205175723229507,0.1089183542576662,0.14406568562032596
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.4,0.05,8.0,10.0,10.0,80,1.0,0.16187942141822867,0.40234241811947774,0.264740120912706,0.2556503540371489,0.00014017142947350214,0.9963075370950935,0.32051253881825953,0.10893139723568747,0.144055678944903
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.75,0.05,1.0,0.0,1.5,80,1.0,0.15507082140492626,0.3937903267030899,0.23069050213490236,0.19235057453771714,0.010998819151861796,0.5865723842500891,0.16421967829914294,0.10893272097794579,0.04099230810441801
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.4,0.02,8.0,10.0,10.0,80,1.0,0.16188761192166123,0.4023525965141287,0.264740120912706,0.2555824513191209,0.00013948288532705344,0.99630432305335,0.32050918185124994,0.10893958773912003,0.14404957907838364
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.75,0.1,8.0,0.0,10.0,80,1.0,0.16128556357976961,0.4016037394992353,0.26158247735947093,0.226562860184022,2.3926501071751367e-06,0.9760466870356955,0.31682961506537005,0.10896906810787543,0.04454324403491197
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.4,0.02,8.0,3.0,6.0,80,1.0,0.161673296847402,0.4020861808709695,0.26339857870945294,0.25487576593359335,0.00027029791579874263,0.9943034835674279,0.3039535196770905,0.10899358110551141,0.20323468204624648
0.25,10.0,7.8,2.0,0.75,8.0,7.0,1.2,1.6,4.0,6.0,1.0,0.75,0.05,8.0,0.0,10.0,80,1.0,0.16131410544267327,0.40163927278426503,0.2605147192793308,0.22625430274647304,1.2455170336691372e-06,0.9752225747145611,0.31672289477099275,0.1092111615868071,0.04453584480401023
