galaxy_id,survey,coherence_score,coherence_quartile,btfr_offset_dex,f_gas,f_star,D_total
107026,xGASS,0.469977908699842,Q1_low,-0.0224561197325083,0.7184855519214888,,
51351,xGASS,0.746267838938494,Q4_high,0.1054931047424427,0.0626895690550628,,
108143,xGASS,0.5211691775876519,Q1_low,-0.1519470233048676,0.1552117724023836,,
108136,xGASS,0.6515578854238128,Q3,0.0627992061019222,0.0784151262436812,,
108078,xGASS,0.5470993195909822,Q2,0.063650958727881,0.229284119304077,,
51580,xGASS,0.7385545324610895,Q4_high,0.0200694256693685,0.0835126840190889,,
14247,xGASS,0.7434141042120002,Q4_high,0.0138583876438929,0.0406055542848337,,
56304,xGASS,0.5602013609070324,Q2,0.0485910338145227,0.111266741160914,,
108011,xGASS,0.4093546106537866,Q1_low,-0.1460233200842646,0.2802292431607348,,
108049,xGASS,0.405108340605069,Q1_low,0.0699602599571198,0.2072181678218733,,
108129,xGASS,0.4892923574316338,Q1_low,0.0097960198758939,0.5654321314940858,,
108147,xGASS,0.3928112091871697,Q1_low,-0.0927203591808654,0.3687904513775785,,
108044,xGASS,0.5532563827427738,Q2,0.1545908881791127,0.5345778748233886,,
108113,xGASS,0.4371513490102831,Q1_low,0.2636117747091191,0.3448216719012942,,
108142,xGASS,0.4273779608459508,Q1_low,0.0513588630929837,0.5158404367479213,,
108097,xGASS,0.4424943513928818,Q1_low,0.0515030026269514,0.0755402939934303,,
108093,xGASS,0.6311875152019679,Q3,-0.0500423996806658,0.1419562748019633,,
108140,xGASS,0.5143490779015298,Q1_low,0.029381159948562,0.6378313223470264,,
56509,xGASS,0.7010949717616151,Q3,0.0914502597483881,0.1359571895227739,,
8096,xGASS,0.6156028135115307,Q2,0.0602028577026412,,,
19989,xGASS,0.5403622655467439,Q1_low,-0.3232254142383417,0.0187999595890613,,
108021,xGASS,0.4453320041747936,Q1_low,0.224841457885951,0.1852375731874626,,
108051,xGASS,0.4187711602520046,Q1_low,-0.2447938650644707,0.0983389244272122,,
108017,xGASS,0.6155754744732957,Q2,0.1067810040227899,0.1585393700603443,,
52297,xGASS,0.6635799908226785,Q3,0.0774826232062131,0.1158866545003803,,
56662,xGASS,0.757360804264501,Q4_high,0.0186077875371459,0.0719044434032214,,
109038,xGASS,0.5991311546451877,Q2,-0.0113607077614144,,,
109101,xGASS,0.41368352274883,Q1_low,0.0500505571600158,0.5846115775477766,,
109083,xGASS,0.5887488526864448,Q2,-0.1886348111146325,,,
109066,xGASS,0.6124112053870822,Q2,-0.0162821254341447,0.260193711285502,,
109009,xGASS,0.5392853408126363,Q1_low,-0.0228091077575403,,,
109134,xGASS,0.603450951834594,Q2,0.1573372164447573,0.212008412125801,,
20042,xGASS,0.5422339469512989,Q2,-0.1476852051858352,0.1013643959310673,,
109021,xGASS,0.5710114997608728,Q2,0.1002317865452675,0.0925276812153719,,
16753,xGASS,0.5376550357018717,Q1_low,-0.3732428687501903,0.0258988265071167,,
16815,xGASS,0.6615179798325836,Q3,0.0464698623345434,0.0770883309329569,,
19672,xGASS,0.6310418531662444,Q3,0.1346835455952457,0.2470535327230241,,
109102,xGASS,0.495781959078231,Q1_low,0.0023617668865676,0.7342646779208294,,
57017,xGASS,0.7153955859078541,Q4_high,-0.0136768301285385,0.2607868867495387,,
109020,xGASS,0.6232966534932403,Q3,0.0898989421723994,0.1213700271551419,,
32937,xGASS,0.6569748799153174,Q3,-0.065451541096658,0.1081657235618046,,
32907,xGASS,0.7517669100577615,Q4_high,-0.0092900985180652,0.0888621343251997,,
109126,xGASS,0.4415241594043001,Q1_low,-0.3293046692970993,0.1261992976232644,,
20144,xGASS,0.3933246204217608,Q1_low,-0.274931863009028,0.1936888338746391,,
109103,xGASS,0.6442561004652751,Q3,0.0558474025756234,0.2793783188396237,,
8349,xGASS,0.7405687592823895,Q4_high,0.0198578861325784,0.0317558373489054,,
109072,xGASS,0.5159118037596762,Q1_low,0.0036120858753512,0.5981864587220914,,
109108,xGASS,0.5958643372347335,Q2,0.1362874588565397,0.0860753674771629,,
18702,xGASS,0.7316784470757564,Q4_high,0.050023549368436,0.1513847222625611,,
109077,xGASS,0.6133106477926596,Q2,0.1251368278999574,0.2465764562801413,,
109120,xGASS,0.5326333943353309,Q1_low,0.0165379968810217,0.3690697105676397,,
22822,xGASS,0.6444183069230784,Q3,-0.0420974437202992,0.3027756326114365,,
18707,xGASS,0.6077507372679118,Q2,-0.0229659959113059,0.1707427611378552,,
109058,xGASS,0.6169887061510462,Q3,0.0178300532811399,0.3827492657390047,,
18673,xGASS,0.6382753267857991,Q3,0.1387737637946897,0.1037595422502848,,
18686,xGASS,0.555558191986245,Q2,0.0039291561981498,0.4180708906403185,,
18681,xGASS,0.7928403316476353,Q4_high,0.0252050399733945,0.1030167716673029,,
