galaxy_name,Q,T,Vflat,e_Vflat,L36,MHI,Rdisk,RHI,Reff,SBeff,SBdisk,D,Inc,Ref,_Vflat,_L36,_MHI,_Rdisk,_T,M_star_Msun,M_gas_Msun,M_baryon_Msun,star_frac,gas_frac,r_over_Rdisk_eval,H_halo,S_star_gas,S_internal,S_struct,Q_eff,v_m5_bdvr_km_s,v_flat_obs_km_s,velocity_ratio_pred_over_obs,log10_velocity_error,abs_log10_velocity_error,log10_SBeff,log10_SBdisk,stellar_to_gas_ratio,log10_M_baryon_Msun,RHI_over_Rdisk,Reff_over_Rdisk,log10_M_star_Msun,log10_M_gas_Msun,ugc07125_hard_analog,ugc07125_regime_score,ugc07125_analog_distance,sample_btfr_log10_v_residual,M_part_required_Msun,participation_fraction_required,missing_or_excess_mass_fraction,gas_participation_required,gas_participation_required_clipped_0_1,gas_participation_required_status,log10_participation_fraction_required,bdvr_overpredicts_with_total_mass,bdvr_underpredicts_with_total_mass
NGC3109,1.0,9.0,66.2,2.6,0.194,0.477,1.56,6.0,1.64,11.4,140.87,1.33,70.0,"Be91,JC90",66.2,0.194,0.477,1.56,9.0,97000000.0,634410000.0,731410000.0,0.1326205548187747,0.8673794451812253,2.4487179487179485,1.195268116035884,1.0,1.0,1.0,1.0760395368321398,60.60114657567701,66.2,0.9154251748591692,-0.0383771483298666,0.0383771483298666,1.0569048513364727,2.1488185146020182,0.1528979681909175,8.864160893813251,3.846153846153846,1.051282051282051,7.986771734266245,8.8023700200072,False,3.0,5.9753567011542446,0.0295505729414748,1041524492.1538136,1.4239954227503229,0.4239954227503228,1.4888234614110962,1.0,more_than_total_gas_required,0.1535085933194668,False,True
NGC2403,1.0,6.0,131.2,4.9,10.041,3.199,1.39,15.11,2.16,341.06,1408.74,3.16,63.0,"Da06,Fr02",131.2,10.041,3.199,1.39,6.0,5020500000.0,4254670000.0,9275170000.0,0.5412838794329377,0.4587161205670624,6.212230215827338,1.3058677967138757,1.0,1.0,1.0,1.1756068452660209,119.5330568306604,131.2,0.9110751282824728,-0.0404458091376348,0.0404458091376348,2.5328307877218803,3.148830846207502,1.17999750861994,9.967321878328628,10.870503597122303,1.5539568345323742,9.700746971413459,9.628865881051192,False,1.5,6.43343006236045,0.0400620765249861,13461861400.748285,1.451387025871039,0.45138702587103907,1.9840225918222296,1.0,more_than_total_gas_required,0.16178323655053964,False,True
UGC08286,1.0,6.0,82.4,2.3,1.255,0.642,1.05,8.07,2.25,39.52,1488.78,6.5,90.0,"Sw09,Sw02",82.4,1.255,0.642,1.05,6.0,627500000.0,853860000.0000001,1481360000.0,0.4235972349732678,0.5764027650267323,4.914285714285715,1.281977541929827,1.0,1.0,1.0,1.154099655081875,74.87094457286696,82.4,0.9086279681173174,-0.0416138994693549,0.0416138994693549,1.5968169359155906,3.172830525928742,0.7348979926451642,9.170660613561282,7.685714285714286,2.142857142857143,8.797613730153076,8.93138666903594,False,1.0,6.280345609143627,0.0450014151522109,2173282642.652142,1.4670860848491536,0.46708608484915354,1.810346710997285,1.0,more_than_total_gas_required,0.1664555978774197,False,True
NGC3972,1.0,4.0,132.7,2.9,14.353,1.214,2.18,10.05,3.73,164.75,1587.93,18.0,77.0,"VS01,SV98",132.7,14.353,1.214,2.18,4.0,7176500000.0,1614620000.0,8791120000.0,0.8163351199847119,0.1836648800152881,3.1605504587155964,1.227951765065473,1.0,1.1,1.1,1.2160092734732926,119.9515871542582,132.7,0.9039305738828802,-0.0438649241014279,0.0438649241014279,2.216825423266048,3.2008313537058184,4.444699062318069,9.944044208274432,4.610091743119266,1.7110091743119265,9.855912689188244,9.208070327706325,False,0.5,7.23151010819674,0.0510459247921706,13167517513.96801,1.4978202451983376,0.4978202451983376,3.71048142223434,1.0,more_than_total_gas_required,0.17545969640571202,False,True
NGC5005,1.0,4.0,262.2,20.7,178.72,1.28,9.45,10.41,3.97,1789.91,96.57,16.9,68.0,Ri15,262.2,178.72,1.28,9.45,4.0,89360000000.0,1702400000.0000002,91062400000.0,0.9813051270337704,0.0186948729662297,1.5,1.1377142691005784,1.3063334635469737,1.1,1.4369668099016712,1.471779794234069,236.746024207361,262.2,0.9029215263438636,-0.0443499929387442,0.0443499929387442,3.252831194395521,1.984842231405276,52.49060150375939,10.959339092194675,1.1015873015873017,0.42010582010582015,10.951143160107552,9.231061610614955,False,0.5,31.44158420879049,0.08306802259021,137005835014.59102,1.5045269509104857,0.5045269509104857,27.98745007905957,1.0,more_than_total_gas_required,0.17739997175497726,False,True
NGC3521,1.0,4.0,213.7,15.9,84.836,4.154,2.4,18.85,2.45,2232.7,2112.66,7.7,75.0,"Da06,Sa96",213.7,84.836,4.154,2.4,4.0,42418000000.0,5524820000.0,47942820000.0,0.8847623064308691,0.1152376935691309,4.437500000000001,1.2702603870678983,1.055878615079601,1.1,1.161466476587561,1.3281964900888883,191.57487958756008,213.7,0.8964664463620032,-0.0474659609066342,0.0474659609066342,3.348830372378482,3.324829609686001,7.677716197088774,10.680723575680519,7.854166666666668,1.0208333333333335,10.627550187767522,9.742318133166165,False,1.5,8.368822104422517,0.0666148536937258,74231360329.85657,1.5483311229889392,0.548331122988939,5.758261867328993,1.0,more_than_total_gas_required,0.1898638436265372,False,True
F568-V1,1.0,7.0,112.3,15.8,3.825,2.491,2.85,14.38,4.4,31.39,90.54,80.6,40.0,"dB01,dB96",112.3,3.825,2.491,2.85,7.0,1912500000.0,3313030000.0000005,5225530000.0,0.3659915836288376,0.6340084163711625,3.294736842105263,1.2332905467822552,1.0,1.0,1.0,1.1102692115140411,100.64060478195164,112.3,0.8961763560280644,-0.0476065183363852,0.0476065183363852,1.4967913157000423,1.9568404901592336,0.57726612798556,9.718130345386383,5.045614035087719,1.5438596491228072,9.281601443825656,9.520225368503592,False,1.5,6.0533954610364455,0.0372396268344923,8101331783.798554,1.5503368622510165,0.5503368622510165,1.868027691810383,1.0,more_than_total_gas_required,0.19042607334554096,False,True
UGC11914,1.0,2.0,288.1,10.5,150.028,0.888,2.44,9.26,3.12,2425.66,3168.33,16.9,31.0,"No07,No05",288.1,150.028,0.888,2.44,2.0,75014000000.0,1181040000.0,76195040000.0,0.98449977846327,0.0155002215367299,2.5368852459016398,1.199749374092115,1.331172313914355,1.3,1.7305240080886617,1.869093619266172,255.1665290039442,288.1,0.8856873620407643,-0.0527195522682522,0.0527195522682522,3.3848299265915687,3.5008304095699527,63.51520693625957,10.881926701382376,3.7950819672131146,1.278688524590164,10.875142324129556,9.072264606745687,False,0.5,37.92655468973537,0.1440877445366064,123824023134.18933,1.625092960567897,0.625092960567897,41.32800170543701,1.0,more_than_total_gas_required,0.21087820907300908,False,True
UGC06667,1.0,6.0,83.8,3.1,1.397,0.809,5.15,8.59,3.5,18.06,614.94,18.0,89.0,"VS01,SV98",83.8,1.397,0.809,5.15,6.0,698500000.0,1075970000.0,1774470000.0,0.3936386639390917,0.6063613360609084,1.5,1.1377142691005784,1.0,1.0,1.0,1.0242267142793506,73.78901586001074,83.8,0.8805371821003668,-0.0552523005256959,0.0552523005256959,1.256717745977487,2.788832743515087,0.6491816686338838,9.249068661364879,1.6679611650485435,0.6796116504854368,8.844166410450201,9.031800162579358,False,0.0,6.354174605416115,0.0319504326665849,2951738388.31666,1.6634478961699324,0.6634478961699324,2.094146108457169,1.0,more_than_total_gas_required,0.22100920210278355,False,True
UGC05721,1.0,7.0,79.7,6.6,0.531,0.562,0.38,6.74,0.6,233.79,913.76,6.18,61.0,"dB02,Sw02",79.7,0.531,0.562,0.38,7.0,265500000.0,747460000.0000001,1012960000.0,0.2621031432633075,0.7378968567366925,9.657894736842104,1.3360059126415424,1.0,1.0,1.0,1.2027386693887572,69.50406644054378,79.7,0.872071097121001,-0.0594481070070641,0.0594481070070641,2.3688259309588453,2.9608321428206965,0.3552029540042276,9.005592296177396,17.736842105263158,1.5789473684210527,8.424064525417489,8.873587956536147,False,2.0,8.188097583759184,0.0734117550114841,1751397494.9961152,1.7289897873520328,0.7289897873520329,1.9879291132583883,1.0,more_than_total_gas_required,0.2377924280282564,False,True
NGC2841,1.0,3.0,284.8,8.6,188.121,9.775,3.64,45.12,5.51,983.63,4751.49,14.1,76.0,"Di08,Be91",284.8,188.121,9.775,3.64,3.0,94060500000.0,13000750000.000002,107061250000.0,0.8785671753318778,0.1214328246681222,6.9546703296703285,1.3155430847156049,1.048140661490911,1.2,1.2577687937890931,1.4895969878945892,248.00987495300308,284.8,0.8708211901439714,-0.0600710115893392,0.0600710115893392,2.992831765934685,3.6768298195842175,7.235005672749648,11.0296323097081,12.395604395604394,1.5137362637362637,10.97340728300738,10.11396840703499,False,1.5,9.217713107219373,0.1007154923900643,186172853828.483,1.7389377933517776,0.7389377933517777,7.085156920060996,1.0,more_than_total_gas_required,0.24028404635735662,False,True
UGC04278,1.0,7.0,91.4,4.8,1.307,1.116,2.21,8.9,2.46,34.11,377.42,9.51,90.0,"dB02,Sw02",91.4,1.307,1.116,2.21,7.0,653500000.0,1484280000.0000002,2137780000.0,0.3056909504252074,0.6943090495747926,2.5701357466063346,1.201405482248547,1.0,1.0,1.0,1.0815646977631832,79.44078140808993,91.4,0.8691551576377454,-0.0609026883488162,0.0609026883488162,1.5328817194073971,2.576824910294984,0.4402808095507585,9.3299630097118,4.027149321266968,1.1131221719457014,8.815245591916563,9.171515835568647,False,0.0,6.35880514643127,0.0486389625941863,3746051667.589238,1.7523092495903405,0.7523092495903405,2.083536575032499,1.0,more_than_total_gas_required,0.24361075339526517,False,True
UGC04325,1.0,9.0,90.9,2.7,2.026,0.678,1.86,6.61,2.79,41.0,213.22,9.6,41.0,"Sw09,Sw02",90.9,2.026,0.678,1.86,9.0,1013000000.0,901740000.0,1914740000.0,0.5290535529628043,0.4709464470371957,2.5268817204301075,1.1992475258607282,1.0,1.0,1.0,1.0796219985805482,77.21289184749469,90.9,0.8494267529977413,-0.0708740648707405,0.0708740648707405,1.6127838567197357,2.3288279390142805,1.123383680440038,9.282109810037621,3.553763440860215,1.5,9.00560944536028,8.95508133483415,False,1.0,6.667641923645898,0.0586873114912158,3677952105.4065843,1.9208624175640474,0.9208624175640475,2.9553442293860583,1.0,more_than_total_gas_required,0.28349625948296203,False,True
ESO116-G012,1.0,7.0,109.1,3.1,4.292,1.083,1.51,9.58,2.75,90.54,1320.78,13.0,74.0,Ge04,109.1,4.292,1.083,1.51,7.0,2146000000.0,1440390000.0,3586390000.0,0.5983732945942856,0.4016267054057144,4.082781456953643,1.260251976740183,1.0,1.0,1.0,1.1345412256462997,92.59787549913533,109.1,0.8487431301478947,-0.0712237279408208,0.0712237279408208,1.9568404901592336,3.1208304839711203,1.489874270162942,9.554657514907793,6.344370860927152,1.8211920529801324,9.331629717629932,9.158480097592406,False,1.5,6.782400357898742,0.0671493971652519,6911183540.148518,1.9270585575323704,0.9270585575323703,3.3082592493342204,1.0,more_than_total_gas_required,0.2848949117632834,False,True
ESO563-G021,1.0,4.0,314.6,11.7,311.177,24.298,5.45,55.71,10.59,429.37,6558.89,60.8,83.0,SG06,314.6,311.177,24.298,5.45,4.0,155588500000.0,32316340000.0,187904840000.0,0.8280175220606345,0.1719824779393654,6.08256880733945,1.3039185621748468,1.0,1.1,1.1,1.291237252608236,265.774933672242,314.6,0.8448027135163444,-0.0732446998489913,0.0732446998489913,2.6328316970876364,3.816830347353688,4.814545830375594,11.273937966679668,10.222018348623854,1.9431192660550458,11.191977493867602,10.509422168692552,False,1.5,8.031738445280755,0.0804717838534916,368906889611.0782,1.9632644353976096,0.9632644353976096,6.600945206390271,1.0,more_than_total_gas_required,0.29297879939596494,False,True
NGC5985,1.0,3.0,293.6,8.6,208.728,11.586,7.01,39.5,10.71,288.95,1461.61,39.7,60.0,"Bl04,Br92",293.6,208.728,11.586,7.01,3.0,104364000000.0,15409380000.0,119773380000.0,0.8713455360448207,0.1286544639551793,3.5813124108416545,1.2439233070527012,1.0395386639968425,1.2,1.2474463967962108,1.396942055477627,247.0050176965448,293.6,0.8412977441980407,-0.0750502755722731,0.0750502755722731,2.460822698802402,3.164831505697767,6.772757891621857,11.078360305501223,5.634807417974322,1.5278174037089873,11.018550716122284,10.187785165130125,False,1.5,8.821379102964652,0.1012736544755679,239089997672.23657,1.9961864453707208,0.9961864453707208,8.743116054781995,1.0,more_than_total_gas_required,0.3002011022890926,False,True
F563-V2,1.0,10.0,116.6,9.4,2.986,2.169,2.43,11.37,4.49,23.6,146.16,59.7,29.0,"dB01,dB96",116.6,2.986,2.169,2.43,10.0,1493000000.0,2884770000.0,4377770000.0,0.341041215047844,0.658958784952156,3.2633744855967075,1.2320640525006583,1.0,1.0,1.0,1.109165060636936,96.2360587736013,116.6,0.8253521335643337,-0.08336072170972,0.08336072170972,1.3729120029701067,2.164828534344481,0.5175455928895545,9.641252940796383,4.679012345679012,1.8477366255144032,9.174059807725026,9.460111192981278,False,1.5,6.806341619267087,0.0735286004816124,9433999038.245075,2.154978228240651,1.154978228240651,2.752732120149986,1.0,more_than_total_gas_required,0.3334428868388803,False,True
NGC0024,1.0,5.0,106.3,7.9,3.889,0.676,1.34,7.29,2.01,151.65,1182.58,7.3,64.0,"Di08,Ch06",106.3,3.889,0.676,1.34,5.0,1944500000.0,899080000.0000001,2843580000.0,0.6838210987557938,0.3161789012442063,3.470149253731343,1.2399189693835069,1.0,1.0,1.0,1.1162364457187262,86.67043277566295,106.3,0.8153380317560014,-0.0886622993703862,0.0886622993703862,2.1808424146466825,3.072830529860883,2.1627663834141564,9.453865451005566,5.440298507462686,1.4999999999999998,9.288807947483479,8.953798336908722,False,1.0,7.312184750801522,0.0820403195410821,6434497677.931949,2.2628157737541934,1.2628157737541932,4.9939912776748985,1.0,more_than_total_gas_required,0.3546491974815448,False,True
F571-8,1.0,5.0,139.7,4.3,10.164,1.782,3.56,24.55,1.4,825.71,87.26,53.3,85.0,"dB01,dB96",139.7,10.164,1.782,3.56,5.0,5082000000.0,2370060000.0,7452060000.0,0.6819590824550527,0.3180409175449473,3.6446629213483135,1.2461398259701846,1.0,1.0,1.0,1.1218367688181392,110.55042691224978,139.7,0.7913416385987816,-0.1016359820825215,0.1016359820825215,2.916827544276814,1.9408152086508013,2.1442495126705654,9.872276342945087,6.896067415730337,0.3932584269662921,9.70603466071435,9.374759340667941,False,1.5,7.480060650565002,0.092014300053786,19002916991.611057,2.5500220062118473,1.550022006211847,5.873655937660252,1.0,more_than_total_gas_required,0.40654392833008635,False,True
UGC07399,1.0,8.0,103.0,3.3,1.156,0.745,1.64,7.85,1.27,113.98,135.78,8.43,55.0,"Sw09,Sw02",103.0,1.156,0.745,1.64,8.0,578000000.0,990850000.0,1568850000.0,0.3684227300251776,0.6315772699748223,2.780487804878049,1.2114676480840527,1.0,1.0,1.0,1.0906231576349938,73.83447925988595,103.0,0.7168396044649121,-0.144578008472295,0.144578008472295,2.056828652637812,2.1328358043383724,0.5833375384770652,9.19558142205319,4.786585365853659,0.774390243902439,8.76192783842053,8.99600791371538,False,1.0,8.139567273856144,0.1354378352864778,5941463807.288303,3.7871458758251606,2.7871458758251606,5.412992690405514,1.0,more_than_total_gas_required,0.5783120338891803,False,True
