galaxy_name,r_kpc,r_over_Rd,q_eff,a_b_m_s2,a_bdvr_m_s2,a_total_m_s2,v_newton_km_s,v_bdvr_km_s,M_bdvr_eff_Msun,rho_bdvr_eff_Msun_kpc3
NGC2841,36.323849372384934,9.979079497907948,1.2040177573715074,1.1310251284935072e-11,4.435674224343292e-11,5.566699352836799e-11,112.59194787478204,249.7871477242267,419874691629.09875,718964.2099091758
NGC2841,36.498995815899576,10.027196652719663,1.2041978565460432,1.1201963520545459e-11,4.4150492232896906e-11,5.535245575344236e-11,112.32147750645443,249.68024243387853,421962353108.8833,711942.8137685435
NGC2841,36.674142259414225,10.07531380753138,1.2043750901426316,1.1095223513545968e-11,4.394610765703206e-11,5.5041331170578023e-11,112.05294700611908,249.57421835934065,424049611317.18176,705022.9882123135
NGC2841,36.84928870292887,10.123430962343095,1.2045495037558018,1.0990001907719078e-11,4.374356357211446e-11,5.473356547983354e-11,111.78633329556149,249.4690637920335,426136467928.6959,698202.8119152631
NGC2841,37.024435146443516,10.171548117154812,1.2047211422546225,1.088627003955825e-11,4.354283548019098e-11,5.442910551974923e-11,111.52161367912663,249.3647672487314,428222924666.9288,691480.4081524162
NGC2841,37.19958158995816,10.219665271966527,1.204890049794246,1.0783999918745232e-11,4.334389931900051e-11,5.412789923774574e-11,111.25876583560381,249.2613174659889,430308983302.20685,684853.9435724432
NGC2841,37.3747280334728,10.267782426778242,1.2050562698272673,1.0683164209266279e-11,4.314673145217184e-11,5.382989566143812e-11,110.99776781032124,249.15870339472937,432394645649.7544,678321.6270107531
NGC2841,37.54987447698745,10.315899581589958,1.205219845114902,1.0583736211143477e-11,4.295130865968956e-11,5.353504487083303e-11,110.73859800744331,249.05691419499067,434479913567.8165,671881.7083395928
NGC2841,37.72502092050209,10.364016736401673,1.2053808177379874,1.0485689842758433e-11,4.275760812861913e-11,5.3243297971377566e-11,110.48123518246518,248.9559392308227,436564788955.82996,665532.4773546881
NGC2841,37.90016736401673,10.412133891213387,1.2055392291078078,1.0388999623746397e-11,4.256560744408304e-11,5.2954607067829436e-11,110.22565843489788,248.855768065332,438649273752.6426,659272.2626970398
NGC2841,38.07531380753138,10.460251046025103,1.2056951199767483,1.0293640658439968e-11,4.2375284580479854e-11,5.266892523891982e-11,109.97184720113918,248.7563904558684,440733369934.77844,653099.4308079263
NGC2841,38.25046025104602,10.508368200836818,1.2058485304487774,1.0199588619842224e-11,4.218661789293865e-11,5.2386206512780875e-11,109.71978124752383,248.65779634934927,442817079514.7464,647012.3849170826
NGC2841,38.42560669456067,10.556485355648535,1.2059994999897663,1.0106819734110048e-11,4.199958610900141e-11,5.210640584311146e-11,109.46944066354845,248.55997587771708,444900404539.3976,641009.5640618472
NGC2841,38.60075313807531,10.60460251046025,1.2061480674376392,1.0015310765529174e-11,4.181416832052599e-11,5.1829479086055166e-11,109.22080585526554,248.46291935352525,446983347088.3198,635089.4421362765
NGC2841,38.775899581589954,10.652719665271965,1.206294271012366,9.92503900196322e-12,4.163034397580312e-11,5.155538297776634e-11,108.97385753884195,248.36661726564927,449065909272.2796,629250.5269704746
NGC2841,38.9510460251046,10.700836820083682,1.206438148325795,9.835982240759661e-12,4.1448092871880555e-11,5.128407511264022e-11,108.72857673427666,248.27106027511817,451148093231.7037,623491.3594370676
NGC2841,39.126192468619244,10.748953974895397,1.2065797363913278,9.74811877509652e-12,4.126739514708803e-11,5.101551392218455e-11,108.48494475927356,248.17623921106303,453229901135.19946,617810.5125850401
NGC2841,39.301338912133886,10.797071129707112,1.2067190716334413,9.661427380753954e-12,4.1088231273756855e-11,5.074965865451081e-11,108.24294322326449,248.08214506677842,455311335178.11694,612206.5908006422
NGC2841,39.476485355648535,10.845188284518828,1.206856189897059,9.575887303295785e-12,4.09105820511282e-11,5.0486469354423986e-11,108.00255402157829,247.98876899589365,457392397581.1496,606678.2289927109
NGC2841,39.65163179916318,10.893305439330543,1.2069911264567716,9.491478245646527e-12,4.073442859844428e-11,5.022590684409081e-11,107.7637593297517,247.89610230865003,459473090588.9708,601224.0918026513
NGC2841,39.826778242677825,10.94142259414226,1.2071239160259126,9.408180356049968e-12,4.0559752348216936e-11,4.99679327042669e-11,107.52654159797805,247.8041364682809,461553416468.90906,595842.8728385738
