GASS,AGCnr,SDSS,PLATEID,MJD,FIBERID,RA,DEC,zSDSS,Dlum,lgMstar,expAB_r,model_r,merr_r,ext_r,petrR50_r,petrR90_r,petrR50_z,lgmust,CINDX,INCL,NUVr,lgSFR_tot_median,SFR_best,SFRerr_best,SFRcase_best,HIsrc,HI_FLAG,xGASSDR,zHI,W50cor,lgMHI,lgGF,HIconf_flag,weight,group_id_B,NYU_id,env_code_B,Ngal_B,yang_shred_code,logMh_Mst_B,lvir_ratB,galaxy_id,Vflat,M_star,M_HI,M_bar,logM_bar,logVflat,f_atm_total,B_T,j_bar_total,SFR,lg_M_bar_total,V_rot_HI_am,lg_M_star_total,lg_M_HI,incl,b_a,btfr_offset_dex,Mbar_msun,logMbar,f_atm,logVw50,btfr_residual_dex,btfr_abs_residual
114077,0,J142615.47+252759.5,2135,53827,356,216.56448,25.46655,0.016475616,71.5,9.187661,0.660029,16.189,0.0037,0.0556,2.0,5.67,1.95,8.76,2.84,50.1,2.69,-0.7329999,0.15224937,0.0,9,3,1,4,0.016518,135.0,8.269,-0.919,0.0,2.294,-99,-99,-1,0,0,0.0,-99.0,114077,87.98626976248669,1540497507.598984,185780445.5091699,1787585500.12618,9.25226682325352,1.9444149058817273,,,,,,,,,,,0.0535723997986028,1787585500.12618,9.252266823253521,,2.130333768495006,0.0535723997986028,0.0535723997986028
114076,714080,J142621.41+100948.0,1707,53885,36,216.58923,10.16334,0.01615214,70.0,9.182854,0.482421,16.227,0.0042,0.077,2.07,5.41,1.84,8.82,2.61,63.4,3.04,-0.67134905,0.14425662,0.083583936,1,3,1,4,0.016141,179.0,8.719,-0.464,0.0,2.294,267441,1256688,1,1,0,0.0,-99.0,114076,100.09458806163258,1523540487.780086,523600436.5857495,2219929068.4391327,9.346339098019278,2.0004105965751373,0.3882403659578342,0.1101535531555737,213.3995219812924,0.1442566215991974,9.260232934966162,99.43295268624152,8.983094340981994,8.718999862670898,64.17174299832799,0.471402429548904,0.0833341635495799,2219929068.4391327,9.346339098019278,0.3882403659578342,2.2528530309798933,0.0833341635495799,0.0833341635495799
7499,241530,J142632.10+024506.0,535,51999,337,216.63377,2.75167,0.03939,173.8,10.759,0.430409,14.7225,0.0025,0.0918,4.52,13.08,4.12,8.95,2.89,67.1,3.13,0.1871271,1.632401,0.23003583,1,3,1,1,0.039401,388.0,10.12,-0.639,0.0,0.49,92983,289852,1,1,0,12.1796,-3.9309528,7499,210.59821272446248,57411646220.7328,13182567385.564049,74944460843.53299,10.87473953959943,2.323454681155274,0.2620306808431804,0.1655892821890188,1974.8418816228807,1.6324009895324707,10.831981540755576,211.11699695322824,10.683553691060949,10.119999885559082,66.76895452741545,0.435154578451443,-0.0198466478137118,74944460843.53299,10.87473953959943,0.2620306808431804,2.5888317255942073,-0.0198466478137118,0.0198466478137118
7493,241535,J142720.13+025018.1,535,51999,321,216.83388,2.83838,0.02644,115.5,10.562,0.396968,14.5763,0.0023,0.0878,5.08,12.36,4.58,8.99,2.43,69.5,3.69,0.44439682,2.5852008,0.19997026,1,3,1,1,0.026101,249.0,9.403,-1.159,0.0,0.634,88165,273998,1,1,0,11.9353,-3.9918737,7493,132.91736578610391,36475394692.56073,2529297996.4461474,39839361027.83411,10.600312364282004,2.1235817256559097,,,,,,,,,,,-0.1431901212077249,39839361027.83411,10.600312364282004,,2.3961993470957363,-0.1431901212077249,0.1431901212077249
28703,242273,J142802.34+120134.9,1708,53503,89,217.00978,12.02637,0.02668,116.6,10.159,0.249965,15.4822,0.0033,0.0694,5.87,14.22,5.84,8.37,2.42,81.2,3.92,-0.6669091,0.2700231,0.12728325,1,3,1,3,0.026712,277.0,9.05,-1.109,0.0,0.564,217,1418850,0,39,0,13.6143,-0.0059786616,28703,140.14978986665605,14421153515.24871,1122018454.3019652,15913438059.470324,10.201764018047037,2.1465924509381162,0.0972899503620373,0.0,796.5615183405355,0.2700231075286865,10.19226599274206,138.62456581475166,10.1371894569502,9.050000190734863,87.57087707068209,0.2042657731875639,-0.009036253865966,15913438059.470325,10.201764018047035,0.0972899503620373,2.4424797690644486,-0.009036253865966,0.009036253865966
9619,9277,J142833.30+031543.1,585,52027,249,217.13878,3.262,0.02772,121.2,11.038,0.224717,13.6176,0.002,0.0747,8.85,24.0,8.35,8.91,2.71,84.0,4.6,-1.320068,0.6228131,0.1387436,2,3,1,1,0.027753,545.0,9.718,-1.32,0.0,0.178,11717,485759,2,3,0,12.6778,-1.4911823,9619,274.00100618105824,109144033644.87572,5223961889.991198,116091902958.564,11.064801930134395,2.4377521576308956,0.0569162270466677,0.1783327273580646,2374.0093409941646,0.6228131055831909,11.093098066874534,272.5,11.065354099312918,9.718000411987305,90.0,0.19835761199283,0.0414481466260601,116091902958.56401,11.064801930134397,0.0569162270466677,2.7363965022766426,0.0414481466260601,0.0414481466260601
114144,241086,J142835.76+254231.9,2135,53827,384,217.14903,25.70888,0.0135562485,58.7,9.860129,0.341725,14.56,0.0036,0.0564,10.82,23.85,10.37,8.15,2.2,73.6,4.57,-2.009659,0.11617355,0.0,9,3,1,4,0.013513,255.0,8.638,-1.222,0.0,1.79,220,1980425,0,39,0,12.9812,-1.106549,114144,132.90747699274348,7246511737.683267,434510224.1715714,7824410335.831457,9.893451618097847,2.123549413789598,0.0339970938568552,0.0,543.0373271440079,0.1161735504865646,10.236891498485251,129.6428167946573,10.162690796076069,8.637999534606934,79.56827971512386,0.267343752610806,0.0538997606864892,7824410335.831457,9.893451618097847,0.0339970938568552,2.406540180433955,0.0538997606864892,0.0538997606864892
114010,0,J142846.66+271502.4,2134,53876,170,217.19443,27.25067,0.014736458,63.8,9.714161,0.525588,14.7243,0.0023,0.0579,2.18,7.3,2.21,9.27,3.35,60.3,3.19,0.20404956,2.0696533,0.16687977,1,3,1,4,0.014663,248.0,8.422,-1.292,0.0,2.148,3553,1932694,0,7,0,12.5969,-0.4898333,114010,142.7532825356907,5177987527.6026745,264240875.73219505,5529427892.326494,9.74268019892514,2.154586103402976,0.0616370587792568,0.0867061166130586,258.606949643368,2.069653272628784,9.762491786012244,131.25920879293818,9.687634936842048,8.42199993133545,70.85569854836935,0.3784814038186579,0.1269820626275448,5529427892.326494,9.74268019892514,0.0616370587792568,2.3944516808262164,0.1269820626275448,0.1269820626275448
9615,242775,J143001.87+032352.1,585,52027,218,217.50781,3.39781,0.0333,146.3,10.151,0.807551,16.7575,0.0057,0.083,1.69,4.97,1.62,9.29,2.94,37.0,-99.0,-1.2402778,0.035939686,0.0,9,3,1,3,0.033333,259.0,9.391,-0.76,0.0,0.564,94021,303843,1,1,0,0.0,-99.0,9615,215.1823982753616,14157937799.570808,2460367604.147628,17430226713.087154,10.24130303596842,2.332806743553257,0.166581069537763,0.5490595686316432,378.024004055589,0.0359396860003471,10.299707895143303,195.7408315886616,10.219452530009162,9.390999794006348,41.421179248989255,0.7614511620388629,0.1661517963189998,17430226713.087154,10.241303035968421,0.166581069537763,2.413299764081252,0.1661517963189998,0.1661517963189998
7509,242776,J143019.95+030529.0,535,51999,459,217.58313,3.09141,0.03122,136.9,10.513,0.659076,14.8019,0.0025,0.0907,3.62,9.64,3.56,9.02,2.66,50.1,3.97,-0.71281236,0.6148027,0.0,9,3,1,1,0.031208,301.0,9.07,-1.443,0.0,0.634,21837,303449,2,2,0,11.9474,-1.2195889,7509,196.17679406302588,32583670100.20087,1174897554.9395304,34146283848.270447,10.53334344617252,2.2926476329805645,0.0504498109977578,0.2305684966950433,596.4626413319614,0.6148027181625366,10.49747395682772,191.1832187696657,10.464976754494376,9.06999969482422,51.92488875796836,0.6364738847140501,0.0445514023861504,34146283848.270447,10.533343446172521,0.0504498109977578,2.478566495593843,0.0445514023861504,0.0445514023861504
9604,241752,J143052.86+031608.2,585,52027,129,217.72028,3.26896,0.03165,138.8,10.799,0.613333,14.512,0.0023,0.0822,4.54,12.85,4.19,9.15,2.83,53.7,3.87,0.7958508,3.5278766,0.2378087,1,3,1,1,0.031702,397.0,9.866,-0.933,0.0,0.49,127494,485779,1,1,0,12.1846,-4.05021,9604,246.29983135247585,62950618285.71968,7345138681.571143,72719652732.2093,10.861651796274892,2.3914641144671416,,,,,,,,,,,0.0518125633213468,72719652732.2093,10.861651796274893,,2.598790506763115,0.0518125633213468,0.0518125633213468
38198,245866,J143134.60+244053.6,2136,53494,401,217.89417,24.68156,0.03782,166.7,10.65,0.470998,14.9037,0.0025,0.0921,4.49,13.32,4.01,8.9,2.97,64.2,5.06,-0.8003934,-99.0,-99.0,6,3,1,3,0.037903,421.0,9.681,-0.969,0.0,0.712,393290,2010549,1,1,0,12.1928,-4.3233113,38198,233.80607700998905,44668359215.09635,4797334486.366882,51048814081.96431,10.707985657419185,2.368855795010619,0.1295210000033567,0.0,1538.717277057773,-99.0,10.698993346510328,231.19895502330763,10.629071237211846,9.680999755859377,65.57055527983569,0.4518854177151599,0.0720571064144386,51048814081.96431,10.707985657419183,0.1295210000033567,2.6242820958356683,0.0720571064144386,0.0720571064144386
7520,241232,J143314.34+023909.6,535,51999,541,218.30978,2.65267,0.02913,127.5,10.8,0.411146,14.3548,0.0024,0.1007,5.5,15.45,4.92,9.09,2.81,68.5,5.9,-1.2180645,0.041867856,0.104727075,2,3,1,2,0.0291,438.0,9.362,-1.438,0.0,0.426,21761,289903,2,2,0,12.2894,-1.2973287,7520,235.37818667266504,63095734448.019424,2301441817.408509,66156652065.172745,10.820573519119897,2.371766212769748,0.053719881373557,0.2117189723218751,1203.0544700999185,0.0418678559362888,10.762199203604162,228.7166926342269,10.73775779258482,9.362000465393066,73.23909056897094,0.346172966286103,0.0435701571404441,66156652065.172745,10.820573519119897,0.053719881373557,2.6414741105040993,0.0435701571404441,0.0435701571404441
7561,241581,J143335.68+023819.3,536,52024,339,218.39867,2.63871,0.02827,123.7,10.585,0.369771,14.6899,0.0025,0.0974,4.36,14.3,3.9,9.1,3.28,71.5,3.73,-0.99813086,0.28992656,0.0,9,3,1,1,0.028303,377.0,9.806,-0.779,0.0,0.634,21760,289907,2,2,0,12.0028,-0.6424211,7561,198.77180007601245,38459178204.53543,6397348354.826468,46967651516.45464,10.671798845068418,2.298354770704715,0.1810034263462347,0.2680061424948534,1304.1406868816628,0.2899265587329864,10.678646757293787,190.46276387072828,10.581920758209712,9.805999755859377,81.76733805860104,0.244303304401693,0.0116474952677609,46967651516.454636,10.671798845068418,0.1810034263462347,2.576341350205793,0.0116474952677609,0.0116474952677609
9814,241088,J143348.34+035724.7,586,52023,399,218.45142,3.95687,0.02926,128.1,10.873,0.761504,14.0011,0.0021,0.1001,7.2,17.0,6.01,8.98,2.36,41.4,4.25,-0.75742185,0.5347816,0.16292496,1,3,1,1,0.02949,262.0,9.27,-1.603,0.0,0.426,102,304620,2,62,0,13.7363,-0.42955002,9814,198.09110779509064,74644875841.00653,1862087136.6628656,77121451732.76814,10.887175196122945,2.2968649807268324,0.0395073109357222,0.1674785122138735,1276.5747252007775,0.5347815752029419,10.803656778592952,251.0454661909453,10.771342029201277,9.270000457763672,31.4542670091206,0.859417190772371,-0.0499042786768253,77121451732.76814,10.887175196122943,0.0395073109357222,2.4183012913197452,-0.0499042786768253,0.0499042786768253
9776,241968,J143446.68+032029.7,586,52023,243,218.6945,3.34158,0.0276,120.7,11.042,0.309702,14.2854,0.0024,0.1069,5.68,18.45,5.01,9.36,3.25,76.0,-99.0,0.021714369,0.1479363,0.0,9,3,1,1,0.027349,326.0,9.334,-1.708,0.0,0.178,102,303902,0,62,0,13.7363,-0.1695012,9776,167.9900215840334,110153930954.14143,2157744409.1526647,113023731018.3145,11.053169639662649,2.225283485894348,0.0470755697938864,0.3940309296652683,915.9642102723028,0.1479362994432449,10.791537828862632,163.0,10.769144543712288,9.333999633789062,90.0,0.149090059419449,-0.1677766292956057,113023731018.3145,11.053169639662647,0.0470755697938864,2.513217600067939,-0.1677766292956057,0.1677766292956057
9572,241753,J143535.74+034121.2,585,52027,27,218.89896,3.68924,0.02796,122.3,10.66,0.301181,14.717,0.0025,0.1101,6.18,14.75,5.44,8.89,2.39,76.7,4.1,0.4748782,1.2533422,0.0,9,3,1,1,0.027879,317.0,9.414,-1.246,0.0,0.712,102,487294,0,62,0,13.7363,-0.23116463,9572,162.86831170892594,45708818961.48752,2594179362.118813,49159077513.10554,10.691603724606466,2.211836594506996,0.0741012623906326,0.0,752.6544986499617,1.2533421516418457,10.674507725931043,162.5946741069607,10.6265819462886,9.413999557495115,77.11424719922181,0.29621469809363,-0.0803936659348236,49159077513.10554,10.691603724606466,0.0741012623906326,2.5010592622177517,-0.0803936659348236,0.0803936659348236
46068,726742,J143709.53+251503.0,2139,53878,381,219.28975,25.25086,0.03397,149.3,11.396,0.537585,13.9601,0.0021,0.0797,5.99,17.6,5.03,9.53,2.94,59.4,6.29,-0.7885133,0.14851503,0.18021588,1,3,1,2,0.03403,672.0,9.662,-1.734,0.0,0.143,16695,1980526,2,3,0,13.0387,-1.3105599,46068,390.3608624404494,248885731828.23956,4591980128.368694,254993065398.9699,11.406528369846065,2.5914662688353562,0.0303587483981938,0.2972306755126826,2242.296479197691,0.1485150307416916,11.310049614898436,363.03465195828215,11.296227448432813,9.661999702453612,67.74863509133272,0.421492365380115,0.0998650358167405,254993065398.9699,11.406528369846063,0.0303587483981938,2.8273692730538253,0.0998650358167405,0.0998650358167405
31095,241605,J143749.60+064454.3,1828,53504,509,219.4567,6.74844,0.02895,126.7,10.079,0.600009,14.9934,0.0028,0.0863,6.39,13.46,6.14,8.18,2.11,54.7,2.57,0.07829134,0.8802092,0.16310312,1,3,1,3,0.028963,245.0,9.593,-0.486,0.0,0.655,155589,602179,1,1,0,0.0,-4.3328505,31095,150.09724032925402,11994993031.493805,3917418771.077831,17205159997.02732,10.23565871563774,2.17637270742785,0.3240791615545581,0.1608892816918841,959.2145020221408,0.88020920753479,10.212683102323052,147.40427806277512,10.000479351989483,9.593000411987305,56.20652262052849,0.5805042486644301,0.0112917913049219,17205159997.02732,10.23565871563774,0.3240791615545581,2.3891660843645326,0.0112917913049219,0.0112917913049219
41718,714245,J144338.96+083350.7,1813,53903,591,220.91235,8.5641,0.03462,152.2,10.456,0.821558,15.2736,0.0027,0.076,2.74,8.77,2.62,9.14,3.2,35.6,5.78,-1.2947761,0.027941007,0.0650547,2,3,1,3,0.035164,101.0,8.795,-1.661,0.0,0.712,507,1356171,0,24,0,13.6589,-0.25386807,41718,86.75142983338198,28575905433.749435,623734835.4824191,29405472764.94105,10.468428166140866,1.9382766415451063,0.0254081029870776,0.4899204670732547,224.3624119480632,0.0279410071671009,10.520361636804296,70.74182823825376,10.508703251501789,8.795000076293945,45.55012559960653,0.714690928719859,-0.2917166706491889,29405472764.94105,10.468428166140866,0.0254081029870776,2.0043213737826426,-0.2917166706491889,0.2917166706491889
29205,244939,J144551.55+100910.4,1711,53535,639,221.46483,10.15289,0.03751,165.3,10.109,0.285852,16.5104,0.0051,0.0708,4.08,9.34,3.29,8.53,2.29,78.0,3.25,-0.08420412,1.7173715,0.24229485,1,3,1,2,0.037553,307.0,9.429,-0.68,0.0,0.564,282567,1306496,1,1,0,0.0,-99.0,29205,156.929281311782,12852866599.436152,2685344445.658509,16424374712.16197,10.215488844641143,2.1957039858154603,0.2506377930907889,0.0,857.0003215048388,1.7173714637756348,10.160287115566124,154.36379066063,9.949459620460829,9.428999900817873,83.93582267588975,0.2251974629533819,0.0362478398331562,16424374712.16197,10.215488844641145,0.2506377930907889,2.4871383754771865,0.0362478398331562,0.0362478398331562
9863,242977,J144725.16+032627.9,587,52026,110,221.85484,3.44109,0.02736,119.6,10.516,0.719862,14.8015,0.0023,0.0987,3.05,10.23,2.9,9.31,3.35,45.1,4.75,-1.2888112,0.15116365,0.0,9,3,1,1,0.027389,322.0,9.941,-0.575,0.0,0.634,127967,487453,1,1,0,11.9543,-4.383083,9863,227.2920304993666,32809529311.311905,8729713683.88113,44420048510.87381,10.647579028503165,2.356584208400615,0.2600101857774159,0.3474617615652236,1270.8361686199469,0.1511636525392532,10.656343411579,219.12946880678552,10.523298277766424,9.940999984741213,47.28402301275353,0.6940975126026221,0.0766311110667641,44420048510.87381,10.647579028503165,0.2600101857774159,2.507855871695831,0.0766311110667641,0.0766311110667641
38751,240702,J144734.58+091351.7,1713,53827,203,221.8941,9.23103,0.02903,127.1,10.204,0.254675,15.3383,0.0063,0.0862,7.85,17.0,7.16,8.17,2.17,80.7,3.0,-0.019453265,1.0195011,0.0,9,3,1,1,0.029043,317.0,9.532,-0.672,0.0,0.681,281896,1303396,1,1,0,0.0,-99.0,38751,160.61111808432008,15995580286.146711,3404081897.0100093,20523009209.170025,10.312241040022682,2.205775605422997,0.2401751204397808,0.0,1195.6977383464389,1.0195010900497437,10.281805336939986,158.5,10.124022081734775,9.531999588012695,90.0,0.199511577228355,0.0193381832731986,20523009209.170025,10.312241040022682,0.2401751204397808,2.5010592622177517,0.0193381832731986,0.0193381832731986
38758,240706,J144743.50+093217.4,1713,53827,229,221.93129,9.53817,0.02912,127.5,10.78,0.436256,14.1777,0.0021,0.0807,2.89,9.62,2.66,9.6,3.33,66.7,5.25,-0.8405659,0.17266333,0.0,9,3,1,1,0.02934,360.0,9.308,-1.472,0.0,0.49,2262,1256879,2,9,0,12.7191,-1.0103972,38758,195.9831337533037,60255958607.43568,2032357010.936221,62958993431.98086,10.799057776046832,2.2922186977184573,0.0377708754690708,0.0,800.1187078892465,0.1726633310317993,10.861176325248092,190.75933335279856,10.841648893311884,9.30799961090088,70.66473466255779,0.38110247060492,-0.0299772645433118,62958993431.98086,10.799057776046833,0.0377708754690708,2.5563025007672873,-0.0299772645433118,0.0299772645433118
38752,240710,J144759.39+092534.4,1713,53827,208,221.99747,9.42624,0.02875,125.8,10.303,0.77517,14.669,0.0029,0.0911,10.21,18.65,9.12,8.06,1.83,40.1,2.91,-0.92749995,0.8287151,0.17109673,1,3,1,1,0.028793,208.0,9.548,-0.755,0.0,0.887,2262,1256881,0,9,0,12.7191,-0.31981203,38752,161.4596875424776,20090928126.08732,3531831697.91957,24788264284.320347,10.39424611780724,2.2080641076995526,0.1950180859090345,0.0450232707168075,1252.4629266606153,0.8287150859832764,10.388259211938529,172.37237838316298,10.271332665119065,9.54800033569336,37.1098378780577,0.8065580595673331,-0.0012420632379783,24788264284.320347,10.39424611780724,0.1950180859090345,2.3180633349627615,-0.0012420632379783,0.0012420632379783
38717,240734,J144929.32+090445.1,1713,53827,125,222.3722,9.07921,0.04054,179.0,10.415,0.612988,15.4377,0.0029,0.0844,5.04,12.85,4.48,8.51,2.55,53.7,2.83,0.3088131,4.608874,0.28263456,1,3,1,1,0.040711,299.0,9.728,-0.687,0.0,0.712,38018,1345061,0,2,0,12.6197,-0.3786025,38717,185.5003767616884,26001595631.652668,5345643593.969713,33111301611.632385,10.519976253287217,2.268344796028456,0.1984671485238438,0.1396060946347428,1338.494416578448,4.6088738441467285,10.560644839757748,200.0932444994304,10.437470126667629,9.727999687194824,48.344244712986935,0.6812443170565179,0.0239762733315251,33111301611.632385,10.519976253287215,0.1984671485238438,2.4756711883244296,0.0239762733315251,0.0239762733315251
38716,714350,J145008.03+090445.8,1713,53827,123,222.53346,9.07941,0.04997,222.1,10.058,0.264501,16.6494,0.005,0.08,3.64,9.79,3.37,8.22,2.69,79.8,2.38,-0.15168548,0.8798849,0.26355332,1,3,1,1,0.049965,296.0,10.089,0.031,0.0,0.655,292373,1345063,1,1,0,0.0,-99.0,38716,150.37661091109572,11428783347.897713,12274392311.584084,27753725122.304543,10.443321282647355,2.1771802927572272,0.5680888191824833,0.0,2083.883030103738,0.8798848986625671,10.4649172804066,149.77234610277205,10.062551815544127,10.08899974822998,81.1768170273926,0.250172101032714,-0.0458114650581507,27753725122.304543,10.443321282647357,0.5680888191824833,2.4712917110589387,-0.0458114650581507,0.0458114650581507
38718,714351,J145009.95+091241.5,1713,53827,130,222.54149,9.21153,0.02907,127.3,10.054,0.760717,15.3324,0.003,0.0797,3.07,8.29,3.13,8.73,2.7,41.5,3.3,-0.087293975,0.41508248,0.17228892,1,3,1,1,0.029103,170.0,9.116,-0.938,0.0,0.655,281901,1303414,1,1,0,0.0,-99.0,38718,128.2786420798507,11324003632.355576,1306170888.1318405,13061210913.570925,10.115983442536544,2.1081543539664973,0.1529063243163782,0.1921563339757105,440.8207280884809,0.4150824844837188,10.061908506425242,125.52056570718572,9.96918192132754,9.116000175476074,42.623659031934615,0.7481780072490358,-0.0235527293329966,13061210913.570925,10.115983442536544,0.1529063243163782,2.230448921378274,-0.0235527293329966,0.0235527293329966
10032,716079,J145024.11+043655.2,588,52045,376,222.60046,4.61536,0.04682,207.7,10.819,0.407151,15.4891,0.0028,0.138,1.8,5.21,1.66,9.65,2.89,68.8,5.38,-0.7837746,0.8215964,0.30789843,1,3,1,3,0.046652,345.0,9.382,-1.437,0.0,0.426,129861,493604,1,1,0,12.2888,-3.438214,10032,185.0215555744732,65917389524.43226,2409905428.686593,69122563744.58543,10.839619837680877,2.267222327979809,0.0413804400611939,0.4736773931402314,442.7298649156926,0.8215963840484619,10.89553860692954,175.19178669969057,10.872056170530996,9.381999969482422,79.9432252152136,0.263199128621465,-0.0662851728217863,69122563744.58543,10.839619837680877,0.0413804400611939,2.537819095073274,-0.0662851728217863,0.0662851728217863
38703,714363,J145029.39+085937.7,1713,53827,85,222.6225,8.99381,0.04014,177.2,10.276,0.782857,15.5814,0.0032,0.077,3.36,9.54,3.19,8.67,2.84,39.4,2.97,0.3436651,1.5793825,0.24251314,1,3,1,1,0.040121,206.0,9.434,-0.842,0.0,0.681,295848,1358684,1,1,0,11.7435,-3.6530817,38703,162.2735914811414,18879913490.962925,2716439268.839078,22492777718.518894,10.352043091422017,2.2102478481860133,0.1709934403918372,0.4377421325955814,686.8525987810751,1.5793825387954712,10.331354326971026,160.10537708030165,10.207116424580462,9.434000015258787,40.040302949013785,0.7763285513750992,0.0127108314833135,22492777718.518898,10.352043091422015,0.1709934403918372,2.3138672203691533,0.0127108314833135,0.0127108314833135
10019,240791,J145153.39+032147.7,588,52045,225,222.97246,3.36327,0.03077,134.9,10.678,0.470721,14.3201,0.0024,0.1211,7.19,17.82,6.32,8.7,2.48,64.2,2.9,0.16457643,1.0170139,0.0,9,3,1,1,0.030815,339.0,10.221,-0.457,0.0,0.712,127978,487493,1,1,0,12.0271,-3.6747887,10019,188.26665108405297,47643098680.541664,16634126503.701698,69766486930.46492,10.843646854767504,2.274773397378033,0.3844271706115401,0.1497505872135123,2509.2278413756417,1.0170139074325562,10.766519443324755,185.10665902532705,10.52730379835928,10.220999717712402,66.3036631514716,0.441649587347641,-0.0598571173222857,69766486930.46492,10.843646854767503,0.3844271706115401,2.530199698203082,-0.0598571173222857,0.0598571173222857
10010,240818,J145233.83+030840.5,588,52045,205,223.14099,3.1446,0.02774,121.3,10.825,0.477336,14.3695,0.0024,0.1307,6.19,17.35,5.63,9.03,2.8,63.7,3.83,-1.0299212,0.62616915,0.0,9,3,1,1,0.027769,424.0,10.029,-0.796,0.0,0.426,366,304069,0,29,0,13.7547,-0.35982078,10010,236.47876065377196,66834391756.86135,10690548792.226578,81052821650.5227,10.908768138319902,2.37379214065486,,,,,,,,,,,0.0210012593708159,81052821650.5227,10.908768138319902,,2.6273658565927325,0.0210012593708159,0.0210012593708159
42233,726917,J145304.36+310406.0,1843,53816,482,223.26817,31.06834,0.03231,141.8,10.491,0.424327,15.5324,0.003,0.0531,3.04,7.68,2.5,9.28,2.53,67.5,3.86,0.22575772,0.5233383,0.16793789,1,3,1,3,0.032279,343.0,9.405,-1.086,0.0,0.712,321912,1452703,1,1,0,0.0,-99.0,42233,185.6302623501456,30974192992.16578,2540972705.549301,34353686690.54635,10.535973350520624,2.2686487784578437,0.1185074126825212,0.4128819000484761,435.7445593588932,0.5233383178710938,10.461588000772236,182.5985108221587,10.39678107267235,9.404999732971191,69.92081706703301,0.391347507654145,0.0198191466705122,34353686690.54635,10.535973350520623,0.1185074126825212,2.5352941200427703,0.0198191466705122,0.0198191466705122
42191,726928,J145403.73+305046.4,1843,53816,115,223.51558,30.84625,0.03197,140.3,10.122,0.641418,15.3699,0.0027,0.0555,1.74,4.86,1.71,9.25,2.79,51.5,2.67,0.15790766,1.2041117,0.19247253,1,3,1,3,0.031869,192.0,8.802,-1.32,0.0,0.564,323317,1460963,1,1,0,0.0,-3.5355275,42191,122.6667511185983,13243415351.946644,633869711.2569264,14086462067.918356,10.148801930134397,2.0887268629510993,0.0617741230578491,0.2940926085537021,289.0039046276463,1.2041116952896118,10.141527204874334,125.21109341506782,10.09346948820826,8.802000045776367,50.05893617965448,0.660058004072807,-0.0521323090817333,14086462067.918356,10.148801930134397,0.0617741230578491,2.2833012287035497,-0.0521323090817333,0.0521323090817333
38923,240985,J145758.08+110027.4,1716,53827,234,224.492,11.00763,0.04795,212.9,11.041,0.738405,14.3661,0.0022,0.1,5.28,14.07,4.92,8.91,2.66,43.5,3.72,0.43380022,4.065545,0.0,9,3,1,2,0.047967,402.0,9.66,-1.381,0.0,0.178,35950,1419105,2,2,0,12.6682,-1.128796,38923,292.000673922191,109900583943.2522,4570881896.148752,115979856865.13004,11.064382568434247,2.4653838537783876,0.053307711496077,0.3188563879782713,1920.1058240415248,4.065545082092285,11.063543621773483,270.96226946023535,11.02188149618238,9.65999984741211,47.88503395690164,0.6868351030002611,0.0691967901337764,115979856865.13004,11.064382568434247,0.053307711496077,2.60422605308447,0.0691967901337764,0.0691967901337764
10145,242663,J145806.39+040603.6,589,52055,356,224.52663,4.10101,0.04442,196.7,11.06,0.834089,14.3723,0.0021,0.1546,4.57,15.21,4.12,9.15,3.33,34.3,4.4,-0.77852094,1.053011,0.0,9,3,1,1,0.044464,277.0,9.614,-1.446,0.0,0.178,129220,491477,1,1,0,12.6998,-4.160838,10145,245.77390922942644,114815362149.6884,4111497211.045229,120283653440.37856,11.080206610689702,2.390535777333562,0.0376235786269723,0.7792178567946342,1513.1556995789606,1.0530109405517578,11.168873995722832,203.22827796936417,11.148468675086097,9.61400032043457,42.96094230310141,0.7444030493889041,-0.0100641355750563,120283653440.37856,11.080206610689702,0.0376235786269723,2.4424797690644486,-0.0100641355750563,0.0100641355750563
41743,716128,J150204.10+064922.9,1815,53884,83,225.51709,6.82303,0.04623,205.0,10.45,0.414648,15.8759,0.0035,0.0866,3.57,8.99,3.39,8.68,2.52,68.2,3.55,0.042463396,0.83527863,0.2830835,1,3,1,3,0.046269,324.0,9.582,-0.868,0.0,0.712,298335,1368312,1,1,0,11.8991,-4.0368457,41743,174.4776229317477,28183829312.644493,3819442708.400472,33263688114.817123,10.521970399998189,2.241739735819971,0.132622679916888,0.421415645906556,954.0829235204122,0.8352786302566528,10.589715744598644,169.8670493203159,10.49283049261126,9.58199977874756,72.49429789506254,0.3561766778464529,-0.0031848943938497,33263688114.817123,10.521970399998189,0.132622679916888,2.510545010206612,-0.0031848943938497,0.0031848943938497
41869,716212,J150921.50+070439.8,1816,53919,165,227.33958,7.07773,0.04141,183.0,10.149,0.365987,16.1508,0.0039,0.1053,3.16,6.85,3.22,8.51,2.17,71.8,2.85,0.2415541,1.4836853,0.0,9,3,1,3,0.041479,296.0,9.268,-0.881,0.0,0.564,294132,1351427,1,1,0,0.0,-99.0,41869,155.79405705932948,14092887984.21872,1853531623.4148145,16558085043.360422,10.21901010882624,2.1925508869978665,0.1609375248202151,0.0,739.4998178892691,1.4836852550506592,10.191676087774924,157.2522181851534,10.06933898883849,9.267999649047852,70.24782626964215,0.386837650408096,0.0321127663837508,16558085043.360422,10.21901010882624,0.1609375248202151,2.4712917110589387,0.0321127663837508,0.0321127663837508
