mse_bounded,rmse_bounded,spearman_A_rank_A_inferred,pearson_A_rank_A_inferred,spearman_A_bounded_A_inferred,pearson_A_bounded_A_inferred,prediction_min,prediction_max,prediction_std,bounded_prediction_std,n,repeat,uses_angular_momentum
0.11856782301423152,0.3443367871927592,0.32430641996462894,0.2917544435696385,0.3328752454324961,0.3203311720115138,-0.263159241618425,0.9034602817605673,0.27989582546976766,0.2566720612075133,87,45,False
0.10469772904133334,0.3235702845462379,0.4086501821582663,0.34933861166154034,0.4153477740874607,0.40695525083861256,-0.31353215768865206,1.0823192134264112,0.29379675782041753,0.26002359209222176,87,46,False
0.1107072008430887,0.33272691631890666,0.40006248682995943,0.36873396993880475,0.40783896076303794,0.39722248596129234,-0.25709272705326874,0.9541455887361,0.29643880673373435,0.27259368753408536,87,47,False
0.11184251874638472,0.33442864522403687,0.3926155586812894,0.3447449214016609,0.39693513481635256,0.40582306130474716,-0.4016931669745078,1.0728755400037218,0.32242120591008216,0.2839814789993604,87,48,False
0.10279783779526461,0.32062101895425477,0.4365122797537192,0.38196227136161853,0.4425138984857201,0.4313662911150338,-0.334935930259254,0.959458864083703,0.31630327883961357,0.27029643786256363,87,49,False
0.10043969006554508,0.3169222145346474,0.4363753876921628,0.38001779274817854,0.4379645194302724,0.42924950536068135,-0.33775717776300374,1.0038983865292486,0.2998797147333187,0.25864066577868655,87,50,False
0.10896815167606225,0.33010324396476665,0.3932361360270119,0.345831972755709,0.3919520963846903,0.38255180757510093,-0.47171007601790454,1.0127195449999324,0.30330336053408646,0.26130104443651586,87,51,False
0.11484786166627844,0.3388921091826696,0.3450136258093988,0.2900735182079418,0.3578388091986818,0.3441522006637996,-0.32696276667336177,0.8894530215790355,0.28674458398944336,0.2568062272536531,87,52,False
0.09869212976034468,0.31415303557397734,0.4500280892980578,0.4201159217417506,0.45367751915046367,0.44446800180275914,-0.2332655031234037,0.9413026772214115,0.2851527615651867,0.2617093858989865,87,53,False
0.12085304603018755,0.34763924696470555,0.2858671290795823,0.2326609681062008,0.2903608474554744,0.28565463407189645,-0.4533731783955544,0.959502751491444,0.2753660823748876,0.24749831405190778,87,54,False
0.09682580269127354,0.3111684474545476,0.45704608898718435,0.4119112995769745,0.4685673877106861,0.45764610571224673,-0.259820473543858,0.9105131125073765,0.2906700500358952,0.26406794187002114,87,55,False
0.11658527020250582,0.34144585251911586,0.37611550219502066,0.3349607058684556,0.3773703821492348,0.36142695518167484,-0.5251395425041832,1.3909257411030278,0.33463878277098624,0.27632249206278353,87,56,False
0.11693825909615557,0.3419623650288955,0.3475780704292226,0.30310828811747126,0.356642084989317,0.33516812395434087,-0.34196514936218686,1.1133076119809162,0.29426008058978637,0.26067455200516915,87,57,False
