model_label,placement,activation_name,disorder_name,alpha,beta,gamma,floor,median_abs_log10_error,mean_abs_log10_error,max_abs_log10_error,frac_within_010_dex,frac_within_015_dex,frac_within_020_dex,n_above_020_dex,n_above_030_dex,delta_median_abs_vs_frozen_m4c,delta_frac010_vs_frozen_m4c,target_gate,target_new_pred_km_s,target_new_log10_error,target_new_abs_log10_error,hard_analog_median_abs_log10_error,hard_analog_mean_abs_log10_error,objective
mixed_star_org__gas__hi_extent,q_eff,mixed_star_org,hi_extent,1.0,0.25,0.25,0.2,0.055621521729089574,0.07549580707635287,0.25215264827053285,0.7011494252873564,0.8735632183908046,0.9310344827586207,6,0,0.014007622259734676,-0.2528735632183907,0.4420656185131901,73.9828564238752,0.054883499362874205,0.054883499362874205,0.14518406432587375,0.14519764037884528,0.40827853623758
star_frac__gas__low_v_for_mass_symptom,source,star_frac,low_v_for_mass_symptom,1.0,0.25,4.0,0.1,0.12756601210890509,0.12404825913507578,0.23377164430080627,0.2988505747126437,0.6781609195402298,0.9425287356321839,5,0,0.08595211263955019,-0.6551724137931034,0.13704308238875132,67.70207897864356,0.016354409365187197,0.016354409365187197,0.16568365208180075,0.15446241948909,0.4091203812215793
mixed_star_org__gas__hi_extent,source,mixed_star_org,hi_extent,1.0,2.0,4.0,0.2,0.095603380860818,0.10649402420073,0.2730753632051746,0.5402298850574713,0.7471264367816092,0.9425287356321839,5,0,0.053989481391463104,-0.4137931034482758,0.23124598405852057,77.16249740176525,0.07315867961957445,0.07315867961957445,0.10595286908420418,0.11587403930877441,0.4094902569911227
stellar_to_gas__gas__hi_plus_low_sigma,source,stellar_to_gas,hi_plus_low_sigma,1.0,0.25,0.25,0.1,0.05247270056781071,0.06976231054221683,0.28837714832986666,0.7586206896551724,0.8735632183908046,0.9310344827586207,6,0,0.010858801098455814,-0.1954022988505747,0.20026752734427622,74.43725672284994,0.05754276372839685,0.05754276372839685,0.1755070115778491,0.15178201296449606,0.41008179726499583
mixed_star_org__gas__hi_extent,source,mixed_star_org,hi_extent,1.0,1.0,0.0,0.05,0.05927008348587824,0.08236699006591082,0.27089667525493366,0.7126436781609196,0.8505747126436781,0.9310344827586207,6,0,0.017656184016523344,-0.2413793103448275,0.18310044282527344,72.78804823198273,0.047812478457192484,0.047812478457192484,0.14892357838405965,0.14721982867462458,0.4102659902399679
mixed_star_org__gas__low_sigma_baryon,source,mixed_star_org,low_sigma_baryon,1.0,1.0,0.0,0.05,0.05927008348587824,0.08236699006591082,0.27089667525493366,0.7126436781609196,0.8505747126436781,0.9310344827586207,6,0,0.017656184016523344,-0.2413793103448275,0.18310044282527344,72.78804823198273,0.047812478457192484,0.047812478457192484,0.14892357838405965,0.14721982867462458,0.4102659902399679
mixed_star_org__gas__hi_plus_low_sigma,source,mixed_star_org,hi_plus_low_sigma,1.0,1.0,0.0,0.05,0.05927008348587824,0.08236699006591082,0.27089667525493366,0.7126436781609196,0.8505747126436781,0.9310344827586207,6,0,0.017656184016523344,-0.2413793103448275,0.18310044282527344,72.78804823198273,0.047812478457192484,0.047812478457192484,0.14892357838405965,0.14721982867462458,0.4102659902399679
mixed_star_org__gas__low_v_for_mass_symptom,source,mixed_star_org,low_v_for_mass_symptom,1.0,1.0,0.0,0.05,0.05927008348587824,0.08236699006591082,0.27089667525493366,0.7126436781609196,0.8505747126436781,0.9310344827586207,6,0,0.017656184016523344,-0.2413793103448275,0.18310044282527344,72.78804823198273,0.047812478457192484,0.047812478457192484,0.14892357838405965,0.14721982867462458,0.4102659902399679
mixed_star_org__gas__hi_plus_low_sigma,q_eff,mixed_star_org,hi_plus_low_sigma,1.0,0.25,0.25,0.2,0.06081950280771234,0.08202657025853076,0.2814317033584252,0.6896551724137931,0.8390804597701149,0.9310344827586207,6,0,0.01920560333835744,-0.2643678160919539,0.4187086265858443,72.00185408302565,0.0430960841390644,0.0430960841390644,0.1508405790393202,0.15111805690464697,0.41051071521308713
mixed_star_org__gas__hi_plus_low_sigma,source,mixed_star_org,hi_plus_low_sigma,1.0,0.25,4.0,0.2,0.09503717435025064,0.10065878674884712,0.27554139351792606,0.5517241379310345,0.7816091954022989,0.9425287356321839,5,0,0.05342327488089574,-0.4022988505747126,0.23900564049930273,77.80182119316059,0.07674216738736918,0.07674216738736918,0.1040563150694218,0.11300294091213839,0.4109623973957278
stellar_to_gas__gas__low_v_for_mass_symptom,source,stellar_to_gas,low_v_for_mass_symptom,1.0,0.25,1.0,0.1,0.07645733354200089,0.08759492411124274,0.28837714832986666,0.6436781609195402,0.8505747126436781,0.9310344827586207,6,0,0.03484343407264599,-0.31034482758620685,0.13205207272013791,67.0770618507115,0.012326435394001302,0.012326435394001302,0.1755070115778491,0.16416056921354133,0.41145826607198827
mixed_star_org__gas__hi_plus_low_sigma,source,mixed_star_org,hi_plus_low_sigma,1.0,0.5,4.0,0.2,0.09645029109642902,0.10203924141790423,0.277701999582898,0.5517241379310345,0.7701149425287356,0.9425287356321839,5,0,0.05483639162707413,-0.4022988505747126,0.23629069054925314,77.57992910757709,0.07550178267465227,0.07550178267465227,0.1053174113772968,0.11394135441352951,0.41197138239204495
star_frac__gas__low_v_for_mass_symptom,source,star_frac,low_v_for_mass_symptom,1.0,4.0,2.0,0.2,0.09910948273318512,0.10500067551582533,0.2746414284021522,0.5287356321839081,0.7701149425287356,0.9425287356321839,5,0,0.057495583263830224,-0.425287356321839,0.22645374910198696,76.75958257010974,0.0708850085807209,0.0708850085807209,0.1105107876317582,0.11768868536415437,0.4120161298637608
mixed_star_org__gas__hi_extent,source,mixed_star_org,hi_extent,1.0,0.25,1.0,0.0,0.0635539483437797,0.08199912826138454,0.2608679910639963,0.6896551724137931,0.8620689655172413,0.9310344827586207,6,0,0.0219400488744248,-0.2643678160919539,0.1780482257525324,72.28066476361734,0.044774542371738564,0.044774542371738564,0.16250970225956402,0.1554914029502705,0.4120280186360487
mixed_star_org__gas__hi_extent,source,mixed_star_org,hi_extent,1.0,0.5,0.25,0.0,0.055817944879210026,0.07440740468698744,0.26247408039112424,0.7241379310344828,0.8735632183908046,0.9310344827586207,6,0,0.014204045409855127,-0.2298850574712643,0.2066433473865616,75.02276782667417,0.060945486872405696,0.060945486872405696,0.13961665515961952,0.14640685206995638,0.4125380963545253
mixed_star_org__gas__low_v_for_mass_symptom,source,mixed_star_org,low_v_for_mass_symptom,1.0,4.0,2.0,0.2,0.10115302764430732,0.10658052188928574,0.27988892291966155,0.4827586206896552,0.7471264367816092,0.9425287356321839,5,0,0.059539128174952424,-0.4712643678160919,0.21973925132736033,76.18415162152284,0.06761703992288211,0.06761703992288211,0.11292421086483428,0.1190174201169163,0.4129504398977145
star_frac__gas__hi_extent,q_eff,star_frac,hi_extent,1.0,0.5,0.0,0.2,0.05752425324030366,0.07980216303001007,0.2803328289904973,0.7011494252873564,0.8620689655172413,0.9310344827586207,6,0,0.015910353770948765,-0.2528735632183907,0.44463921466440753,74.19789879773158,0.05614401098280117,0.05614401098280117,0.1430086691249962,0.15206649553061105,0.41362954163075405
star_frac__gas__low_sigma_baryon,q_eff,star_frac,low_sigma_baryon,1.0,0.5,0.0,0.2,0.05752425324030366,0.07980216303001007,0.2803328289904973,0.7011494252873564,0.8620689655172413,0.9310344827586207,6,0,0.015910353770948765,-0.2528735632183907,0.44463921466440753,74.19789879773158,0.05614401098280117,0.05614401098280117,0.1430086691249962,0.15206649553061105,0.41362954163075405
star_frac__gas__hi_plus_low_sigma,q_eff,star_frac,hi_plus_low_sigma,1.0,0.5,0.0,0.2,0.05752425324030366,0.07980216303001007,0.2803328289904973,0.7011494252873564,0.8620689655172413,0.9310344827586207,6,0,0.015910353770948765,-0.2528735632183907,0.44463921466440753,74.19789879773158,0.05614401098280117,0.05614401098280117,0.1430086691249962,0.15206649553061105,0.41362954163075405
star_frac__gas__low_v_for_mass_symptom,q_eff,star_frac,low_v_for_mass_symptom,1.0,0.5,0.0,0.2,0.05752425324030366,0.07980216303001007,0.2803328289904973,0.7011494252873564,0.8620689655172413,0.9310344827586207,6,0,0.015910353770948765,-0.2528735632183907,0.44463921466440753,74.19789879773158,0.05614401098280117,0.05614401098280117,0.1430086691249962,0.15206649553061105,0.41362954163075405
mixed_star_org__gas__hi_plus_low_sigma,source,mixed_star_org,hi_plus_low_sigma,1.0,1.0,4.0,0.2,0.09977573217659885,0.10453810141850119,0.28143501868602205,0.5287356321839081,0.735632183908046,0.9425287356321839,5,0,0.058161832707243954,-0.425287356321839,0.23185606873039546,77.21334061385721,0.07344474675982102,0.07344474675982102,0.10736463210065296,0.1154703477174385,0.4146416074251116
mixed_star_org__gas__low_sigma_baryon,source,mixed_star_org,low_sigma_baryon,1.0,0.5,0.25,0.0,0.06200859271258614,0.08190417800942795,0.30174725298068317,0.7241379310344828,0.8505747126436781,0.9310344827586207,6,1,0.02039469324323124,-0.2298850574712643,0.18033786751458925,72.51192889761388,0.04616186226324209,0.04616186226324209,0.140593633569288,0.15413170650962868,0.41526424914227555
star_frac__gas__hi_plus_low_sigma,source,star_frac,hi_plus_low_sigma,1.0,2.0,4.0,0.2,0.09999611219157838,0.10700175309373572,0.2826210618040844,0.5057471264367817,0.735632183908046,0.9425287356321839,5,0,0.05838221272222348,-0.4482758620689654,0.2342201973206795,77.40941958951656,0.07454621542692835,0.07454621542692835,0.10711601687758486,0.11611823473866906,0.41553132608545096
sigma_star__gas__low_v_for_mass_symptom,source,sigma_star,low_v_for_mass_symptom,1.0,0.25,0.5,0.05,0.05374991798490399,0.08037857586569158,0.3805097994416912,0.7471264367816092,0.896551724137931,0.9310344827586207,6,4,0.012136018515549095,-0.2068965517241379,0.18284308833643698,72.76245816222291,0.04765976684555968,0.04765976684555968,0.09794345713390985,0.1414777535482839,0.415630781351853
mixed_star_org__gas__low_v_for_mass_symptom,source,mixed_star_org,low_v_for_mass_symptom,1.0,0.5,1.0,0.05,0.08280556462619289,0.09205658639243679,0.2663657083289225,0.5977011494252874,0.8390804597701149,0.9310344827586207,6,0,0.04119166515683799,-0.35632183908045967,0.13219420258828996,67.09510361297363,0.0124432321649918,0.0124432321649918,0.16621788447502805,0.1576706352972881,0.4156637515415811
stellar_to_gas__gas__hi_extent,source,stellar_to_gas,hi_extent,1.0,0.25,0.0,0.05,0.045655332275099374,0.06772773282501483,0.36363464724586203,0.8160919540229885,0.896551724137931,0.9310344827586207,6,3,0.004041432805744476,-0.13793103448275856,0.21950563552069302,76.16389474662327,0.06750154846432965,0.06750154846432965,0.21340691377179766,0.18419369853866457,0.41576957123185043
stellar_to_gas__gas__low_sigma_baryon,source,stellar_to_gas,low_sigma_baryon,1.0,0.25,0.0,0.05,0.045655332275099374,0.06772773282501483,0.36363464724586203,0.8160919540229885,0.896551724137931,0.9310344827586207,6,3,0.004041432805744476,-0.13793103448275856,0.21950563552069302,76.16389474662327,0.06750154846432965,0.06750154846432965,0.21340691377179766,0.18419369853866457,0.41576957123185043
stellar_to_gas__gas__hi_plus_low_sigma,source,stellar_to_gas,hi_plus_low_sigma,1.0,0.25,0.0,0.05,0.045655332275099374,0.06772773282501483,0.36363464724586203,0.8160919540229885,0.896551724137931,0.9310344827586207,6,3,0.004041432805744476,-0.13793103448275856,0.21950563552069302,76.16389474662327,0.06750154846432965,0.06750154846432965,0.21340691377179766,0.18419369853866457,0.41576957123185043
stellar_to_gas__gas__low_v_for_mass_symptom,source,stellar_to_gas,low_v_for_mass_symptom,1.0,0.25,0.0,0.05,0.045655332275099374,0.06772773282501483,0.36363464724586203,0.8160919540229885,0.896551724137931,0.9310344827586207,6,3,0.004041432805744476,-0.13793103448275856,0.21950563552069302,76.16389474662327,0.06750154846432965,0.06750154846432965,0.21340691377179766,0.18419369853866457,0.41576957123185043
star_frac__gas__hi_extent,source,star_frac,hi_extent,1.0,4.0,4.0,0.2,0.10220360292866745,0.1127477090434592,0.28258653643552706,0.4942528735632184,0.735632183908046,0.9425287356321839,5,0,0.060589703459312555,-0.4597701149425287,0.2282875627049357,76.91451190559856,0.07176069265113652,0.07176069265113652,0.10874550850022682,0.11763823556527628,0.4163426028977884
mixed_star_org__gas__hi_extent,q_eff,mixed_star_org,hi_extent,1.0,0.5,0.5,0.3,0.06774168729318737,0.08800076039651099,0.2551136981423965,0.632183908045977,0.8045977011494253,0.9310344827586207,6,0,0.026127787823832474,-0.32183908045977005,0.42478212148508376,72.52217831485027,0.04622324458828888,0.04622324458828888,0.1431899554366599,0.14278523409157762,0.4163646794015715
star_frac__gas__hi_extent,q_eff,star_frac,hi_extent,1.0,0.25,0.25,0.1,0.056816676418455905,0.08056186475364449,0.36571793198025526,0.7011494252873564,0.8390804597701149,0.9310344827586207,6,1,0.015202776949101007,-0.2528735632183907,0.43270965542884565,73.1957758604117,0.05023842284767104,0.05023842284767104,0.16296003942338952,0.1675101416778877,0.41850768104031694
star_frac__gas__low_sigma_baryon,q_eff,star_frac,low_sigma_baryon,1.0,0.25,0.25,0.2,0.06468957419016799,0.08199056308454879,0.2546594096404241,0.7126436781609196,0.8275862068965517,0.9310344827586207,6,0,0.023075674720813094,-0.2413793103448275,0.44788903820812404,74.46855765371195,0.05772534654840225,0.05772534654840225,0.13707167078052396,0.14589508249073552,0.41901818842841154
star_frac__gas__hi_plus_low_sigma,source,star_frac,hi_plus_low_sigma,1.0,0.5,0.5,0.0,0.06000758167733061,0.08223833328183677,0.2976994916605787,0.6781609195402298,0.8505747126436781,0.9310344827586207,6,0,0.018393682207975715,-0.27586206896551724,0.20274468989354374,74.66638023978788,0.0588775018934973,0.0588775018934973,0.1404026087688105,0.15386918820988071,0.41921628179013715
sigma_star__gas__low_v_for_mass_symptom,source,sigma_star,low_v_for_mass_symptom,1.0,0.5,0.5,0.1,0.06043957701233092,0.07933529928722312,0.30525230052569596,0.7241379310344828,0.8735632183908046,0.9310344827586207,6,1,0.018825677542976024,-0.2298850574712643,0.20068016645884712,74.47557049697834,0.057766242945905176,0.057766242945905176,0.0982196383527737,0.12785936142662446,0.41984792853785313
star_frac__gas__hi_extent,source,star_frac,hi_extent,1.0,1.0,0.5,0.05,0.06631534712366234,0.08676433437863312,0.2743058584134096,0.6551724137931034,0.8160919540229885,0.9310344827586207,6,0,0.024701447654307443,-0.29885057471264365,0.19221037002918984,73.67699921914854,0.05308433349400288,0.05308433349400288,0.14345755231445578,0.1490592554522907,0.4202880997120048
mixed_star_org__gas__low_sigma_baryon,source,mixed_star_org,low_sigma_baryon,1.0,0.25,0.5,0.0,0.06694687384994802,0.08313410049829267,0.30644388761197044,0.7011494252873564,0.8390804597701149,0.9310344827586207,6,1,0.02533297438059312,-0.2528735632183907,0.18224250800502956,72.7026341455382,0.04730255067246886,0.04730255067246886,0.1175665243194171,0.14733775622134504,0.42124253794737954
mixed_star_org__gas__low_sigma_baryon,q_eff,mixed_star_org,low_sigma_baryon,1.0,0.5,0.25,0.3,0.07140072912268888,0.08719948497735192,0.2700579945724097,0.6551724137931034,0.8045977011494253,0.9310344827586207,6,0,0.029786829653333985,-0.29885057471264365,0.42623650726021245,72.64622437383046,0.0469654519974928,0.0469654519974928,0.14808020117271933,0.14029679029369704,0.42188925457867626
star_frac__gas__low_v_for_mass_symptom,source,star_frac,low_v_for_mass_symptom,1.0,4.0,4.0,0.2,0.11194573378545591,0.11530990949458991,0.2746414284021522,0.40229885057471265,0.7471264367816092,0.9425287356321839,5,0,0.07033183431610102,-0.5517241379310345,0.2193601720142691,76.15127340610113,0.06742957429889344,0.06742957429889344,0.11310083870363391,0.11945934535271462,0.42312466377511787
sigma_star__gas__hi_extent,source,sigma_star,hi_extent,1.0,0.5,0.5,0.1,0.05416660265415683,0.0775443587584396,0.30525230052569596,0.735632183908046,0.8735632183908046,0.9310344827586207,6,1,0.012552703184801929,-0.2183908045977011,0.24125414223672803,77.98416389088722,0.0777588244834348,0.0777588244834348,0.1012043016145903,0.12377308246558136,0.4235712449484439
sigma_star__gas__low_v_for_mass_symptom,source,sigma_star,low_v_for_mass_symptom,1.0,0.5,0.25,0.1,0.056774108806501876,0.07437874097300586,0.30525230052569596,0.7931034482758621,0.8850574712643678,0.9310344827586207,6,1,0.015160209337146978,-0.16091954022988497,0.23318527652688456,77.3237675982526,0.07406541112572605,0.07406541112572605,0.08598265750842785,0.12083086970113918,0.42433204442193456
mixed_star_org__gas__low_v_for_mass_symptom,source,mixed_star_org,low_v_for_mass_symptom,1.0,4.0,4.0,0.2,0.11390909361088146,0.1167308962651773,0.27988892291966155,0.39080459770114945,0.735632183908046,0.9425287356321839,5,0,0.07229519414152656,-0.5632183908045976,0.2144126213179537,75.71820538854591,0.06495271638646558,0.06495271638646558,0.1149814272594378,0.12050625876910605,0.42437434409608044
mixed_star_org__gas__low_v_for_mass_symptom,source,mixed_star_org,low_v_for_mass_symptom,1.0,1.0,1.0,0.1,0.08277568210162559,0.09388747542013368,0.24743378998020804,0.6091954022988506,0.8160919540229885,0.9310344827586207,6,0,0.04116178263227069,-0.34482758620689646,0.1615311989209397,70.54265963967818,0.03420423392704298,0.03420423392704298,0.15310656039860138,0.14365979214032426,0.4246211780631679
sigma_star__gas__hi_extent,source,sigma_star,hi_extent,1.0,0.5,1.0,0.1,0.0627968361532825,0.08609478396807065,0.30525230052569596,0.6551724137931034,0.8620689655172413,0.9310344827586207,6,1,0.02118293668392761,-0.29885057471264365,0.21019715104413228,75.34326421255908,0.0627968361532825,0.0627968361532825,0.11323912511971332,0.13212616406843913,0.42472048428249337
mixed_star_org__gas__hi_extent,source,mixed_star_org,hi_extent,1.0,0.25,2.0,0.05,0.08380940581260961,0.09714211330223378,0.2534468108026314,0.5977011494252874,0.7471264367816092,0.9310344827586207,6,0,0.04219550634325471,-0.35632183908045967,0.159213667412769,70.28826318612624,0.03263521635692612,0.03263521635692612,0.16520559967986012,0.15387302306574552,0.42547169507133586
star_frac__gas__low_sigma_baryon,q_eff,star_frac,low_sigma_baryon,1.0,0.5,0.25,0.3,0.06804114854074136,0.08337607981781786,0.2592922196194311,0.6781609195402298,0.8275862068965517,0.9310344827586207,6,0,0.026427249071386466,-0.27586206896551724,0.46046539549658955,75.50682771559977,0.06373862881301445,0.06373862881301445,0.13076026044806166,0.13503690255393253,0.4258396849091918
sigma_star__gas__hi_extent,source,sigma_star,hi_extent,1.0,0.25,1.0,0.1,0.05695619397465693,0.07891586319107137,0.30525230052569596,0.7126436781609196,0.8620689655172413,0.9310344827586207,6,1,0.015342294505302029,-0.2413793103448275,0.24108184358793458,77.97023649674632,0.07768125577843223,0.07768125577843223,0.10792421262859145,0.1236883763586373,0.4263220519164427
star_frac__gas__low_sigma_baryon,source,star_frac,low_sigma_baryon,1.0,0.25,0.5,0.0,0.06526629570718255,0.07723746853981779,0.24613764490888787,0.7241379310344828,0.8620689655172413,0.9310344827586207,6,0,0.023652396237827653,-0.2298850574712643,0.23151149342355382,77.18463675974208,0.07328326892433085,0.07328326892433085,0.12199635305844027,0.1339735148828755,0.4265216946602368
sigma_star__gas__hi_extent,source,sigma_star,hi_extent,1.0,0.25,0.5,0.1,0.046884429950835714,0.06922675633942257,0.30525230052569596,0.7586206896551724,0.9080459770114943,0.9310344827586207,6,1,0.005270530481480816,-0.1954022988505747,0.29635263440827475,82.09938872796245,0.10009232785449819,0.10009232785449819,0.10462246238224024,0.11164323907642718,0.42745582393065445
mixed_star_org__gas__low_sigma_baryon,source,mixed_star_org,low_sigma_baryon,1.0,1.0,0.5,0.1,0.075572276459061,0.08887479184814728,0.2730304954536458,0.6436781609195402,0.8160919540229885,0.9310344827586207,6,0,0.03395837698970611,-0.31034482758620685,0.1891946245765776,73.38628848340844,0.05136732804980039,0.05136732804980039,0.1433051268941616,0.1363988048119878,0.42855899002932585
star_frac__gas__low_sigma_baryon,source,star_frac,low_sigma_baryon,1.0,1.0,0.5,0.1,0.06935973716127854,0.08546096849372582,0.26339922722389386,0.6551724137931034,0.8275862068965517,0.9310344827586207,6,0,0.02774583769192364,-0.29885057471264365,0.21651054792850424,75.9027463973787,0.06600989457262217,0.06600989457262217,0.12857454766943316,0.13173545654369767,0.42870460716997905
sigma_star__gas__hi_plus_low_sigma,source,sigma_star,hi_plus_low_sigma,1.0,0.5,0.25,0.1,0.057676219136439444,0.07626303968835338,0.30525230052569596,0.7701149425287356,0.8735632183908046,0.9310344827586207,6,1,0.016062319667084546,-0.1839080459770115,0.25293331463995705,78.91130659347097,0.08289163864797786,0.08289163864797786,0.09092889433260451,0.1192935384905674,0.42964726851299806
sigma_star__gas__hi_extent,source,sigma_star,hi_extent,1.0,0.5,0.25,0.1,0.055482849136229286,0.0734087507720703,0.30525230052569596,0.7816091954022989,0.8735632183908046,0.9310344827586207,6,1,0.013868949666874388,-0.17241379310344818,0.26442405328390184,79.79266402965813,0.08771536932945875,0.08771536932945875,0.09792101723720385,0.11814066657630927,0.4298657638535283
sigma_star__gas__low_v_for_mass_symptom,source,sigma_star,low_v_for_mass_symptom,1.0,0.25,0.25,0.05,0.053118433585108274,0.07344137998608441,0.3805097994416912,0.8160919540229885,0.896551724137931,0.9310344827586207,6,4,0.011504534115753376,-0.13793103448275856,0.2411622940910046,77.97674047050054,0.07771748142343637,0.07771748142343637,0.07650642213989231,0.12811598459026724,0.43002815424099566
mixed_star_org__gas__hi_plus_low_sigma,source,mixed_star_org,hi_plus_low_sigma,1.0,1.0,1.0,0.1,0.08019078083948308,0.09490695827059686,0.27796672032842645,0.6091954022988506,0.7586206896551724,0.9310344827586207,6,0,0.038576881370128185,-0.34482758620689646,0.17737716357949293,72.21246199690465,0.04436455626239641,0.04436455626239641,0.14630015812065392,0.14185734935923355,0.43016973100352396
star_frac__gas__low_v_for_mass_symptom,source,star_frac,low_v_for_mass_symptom,1.0,0.25,2.0,0.05,0.10368605686500132,0.10670484438542213,0.25714954504754595,0.4482758620689655,0.8045977011494253,0.9310344827586207,6,0,0.06207215739564642,-0.5057471264367815,0.121885027482098,65.74690529694628,0.0036277196946637126,0.0036277196946637126,0.17510308923858037,0.16515365050461453,0.4312148712170878
stellar_to_gas__gas__low_v_for_mass_symptom,source,stellar_to_gas,low_v_for_mass_symptom,1.0,0.25,2.0,0.1,0.10284094975691951,0.10854380024969415,0.28837714832986666,0.4482758620689655,0.7701149425287356,0.9310344827586207,6,0,0.061227050287564616,-0.5057471264367815,0.1178027169822514,65.18933522435422,-7.104343642916454e-05,7.104343642916454e-05,0.17568320265784598,0.17042902597624765,0.4317141863081208
star_frac__gas__low_sigma_baryon,source,star_frac,low_sigma_baryon,1.0,0.25,1.0,0.05,0.07703376673866044,0.08858580460688009,0.27208682728087735,0.6666666666666666,0.8275862068965517,0.9310344827586207,6,0,0.035419867269305544,-0.28735632183908044,0.19606802299330156,74.04392256670886,0.05524182223592589,0.05524182223592589,0.13941337659150493,0.13837508700935372,0.4318633605847112
sigma_star__gas__hi_extent,source,sigma_star,hi_extent,1.0,0.5,0.0,0.1,0.051734657983489175,0.0695891921021972,0.30525230052569596,0.7931034482758621,0.8850574712643678,0.9310344827586207,6,1,0.010120758514134277,-0.16091954022988497,0.2966865378699112,82.12250451298354,0.10021458996885702,0.10021458996885702,0.09304502116855726,0.11089387099326038,0.4323671830204873
sigma_star__gas__low_sigma_baryon,source,sigma_star,low_sigma_baryon,1.0,0.5,0.0,0.1,0.051734657983489175,0.0695891921021972,0.30525230052569596,0.7931034482758621,0.8850574712643678,0.9310344827586207,6,1,0.010120758514134277,-0.16091954022988497,0.2966865378699112,82.12250451298354,0.10021458996885702,0.10021458996885702,0.09304502116855726,0.11089387099326038,0.4323671830204873
sigma_star__gas__hi_plus_low_sigma,source,sigma_star,hi_plus_low_sigma,1.0,0.5,0.0,0.1,0.051734657983489175,0.0695891921021972,0.30525230052569596,0.7931034482758621,0.8850574712643678,0.9310344827586207,6,1,0.010120758514134277,-0.16091954022988497,0.2966865378699112,82.12250451298354,0.10021458996885702,0.10021458996885702,0.09304502116855726,0.11089387099326038,0.4323671830204873
sigma_star__gas__low_v_for_mass_symptom,source,sigma_star,low_v_for_mass_symptom,1.0,0.5,0.0,0.1,0.051734657983489175,0.0695891921021972,0.30525230052569596,0.7931034482758621,0.8850574712643678,0.9310344827586207,6,1,0.010120758514134277,-0.16091954022988497,0.2966865378699112,82.12250451298354,0.10021458996885702,0.10021458996885702,0.09304502116855726,0.11089387099326038,0.4323671830204873
star_frac__gas__hi_extent,source,star_frac,hi_extent,1.0,0.5,1.0,0.0,0.0737227377549308,0.0893339999767398,0.36772064975949015,0.6551724137931034,0.7816091954022989,0.9310344827586207,6,1,0.0321088382855759,-0.29885057471264365,0.1801761753400086,72.49566975605227,0.04606447073954471,0.04606447073954471,0.16320256635040614,0.16570225771315822,0.4335270381006522
sigma_star__gas__hi_plus_low_sigma,source,sigma_star,hi_plus_low_sigma,1.0,0.25,0.5,0.1,0.058733630510659614,0.0754111129295253,0.30525230052569596,0.7701149425287356,0.8735632183908046,0.9310344827586207,6,1,0.017119731041304716,-0.1839080459770115,0.26647791403308685,79.94715812906617,0.08855543481686598,0.08855543481686598,0.08914422975520148,0.11522122561704679,0.43353657797166223
star_frac__gas__hi_extent,q_eff,star_frac,hi_extent,1.0,0.5,1.0,0.3,0.0846162836424611,0.09800861526202666,0.2574915446352438,0.5747126436781609,0.735632183908046,0.9310344827586207,6,0,0.0430023841731062,-0.3793103448275862,0.426123322738006,72.63657835104468,0.04690778220594461,0.04690778220594461,0.1427990920095303,0.14388445980130365,0.4338193292089578
star_frac__gas__low_sigma_baryon,source,star_frac,low_sigma_baryon,1.0,0.5,1.0,0.1,0.07366792209412056,0.08695549361578075,0.268391691108585,0.6666666666666666,0.8275862068965517,0.9310344827586207,6,0,0.03205402262476566,-0.28735632183908044,0.2178183196026006,76.01710504136318,0.06666373061775878,0.06666373061775878,0.1278543610590136,0.12849830772021556,0.43383895651385845
sigma_star__gas__hi_extent,source,sigma_star,hi_extent,1.0,0.25,0.25,0.1,0.0451481919511378,0.06517310342623919,0.30525230052569596,0.8045977011494253,0.9195402298850575,0.9310344827586207,6,1,0.0035342924817828997,-0.14942528735632177,0.34418386032024473,85.22859926311138,0.11633775511475779,0.11633775511475779,0.1018175267529362,0.10284528630320011,0.43384229956108633
sigma_star__gas__low_sigma_baryon,source,sigma_star,low_sigma_baryon,1.0,0.25,0.25,0.1,0.05290513381937721,0.07180503215746353,0.30525230052569596,0.7931034482758621,0.8735632183908046,0.9310344827586207,6,1,0.011291234350022314,-0.16091954022988497,0.29963269100347123,82.32562267412656,0.10128742847333708,0.10128742847333708,0.08029069943714034,0.1069748111704322,0.43407407810861537
star_frac__gas__hi_extent,source,star_frac,hi_extent,1.0,0.5,2.0,0.05,0.08445882860455528,0.10088077925700036,0.29405668776611904,0.5747126436781609,0.7471264367816092,0.9310344827586207,6,0,0.04284492913520038,-0.3793103448275862,0.17132628723999077,71.58857643686238,0.04059613067861835,0.04059613067861835,0.15896860489583528,0.15333374375289588,0.43416256272047643
star_frac__gas__low_v_for_mass_symptom,q_eff,star_frac,low_v_for_mass_symptom,1.0,0.5,1.0,0.3,0.09956498669222102,0.10515634488802034,0.23915189838572282,0.5057471264367817,0.7701149425287356,0.9310344827586207,6,0,0.05795108722286613,-0.4482758620689654,0.3794518724801969,68.54346825516573,0.021718479937827783,0.021718479937827783,0.1639555183766453,0.15433104638177347,0.43433941649970725
sigma_star__gas__hi_plus_low_sigma,source,sigma_star,hi_plus_low_sigma,1.0,0.25,0.25,0.1,0.050660265967782,0.06861566010968362,0.30525230052569596,0.8045977011494253,0.9080459770114943,0.9310344827586207,6,1,0.009046366498427105,-0.14942528735632177,0.31967220911412336,83.66887818581962,0.10831635036656409,0.10831635036656409,0.09146127457003511,0.10540077327334854,0.4353436712036337
