quantum_family,template_name,bias,drive_scale,eq_scale,eq_reservoir,k_on,k_off,k_coherent,A0,Omega0,Delta0,gamma_phi,gamma_relax,w0,gas_c,gas_k,RHI_Rd_c,RHI_k,n_steps,tau_final,mse,rmse,spearman_A_pred_A_inferred,pearson_A_pred_A_inferred,prediction_min,prediction_max,prediction_std,rank_score
two_channel_master,dyn_early_hi,0.4,1.2,0.8,0.8,4.0,4.0,8.0,0.0,1.0,0.5,0.6,1.0,-0.8,0.75,8.0,7.0,1.2,40,1.0,0.17289098971015415,0.41580162302491575,0.3217602276196793,0.301290337114338,0.10074105149495144,0.9903662483180248,0.19882325984479074,-0.004077135480669486
two_channel_master,dyn_early_hi,0.4,1.2,0.8,0.8,4.0,4.0,8.0,0.2,1.0,0.5,0.6,1.0,-0.8,0.75,8.0,7.0,1.2,40,1.0,0.173114206037907,0.4160699532986094,0.32013577515587627,0.30192400090880533,0.10478733783603682,0.9914492875511959,0.19871943102480255,-0.002960470297824952
bloch_lindblad,dyn_early_hi,0.8,1.2,0.8,0.8,1.0,1.0,0.0,0.2,1.0,1.0,0.6,1.0,-0.8,0.75,8.0,7.0,1.2,40,1.0,0.10228835132109308,0.3198255013614347,0.18826308918984494,0.20443299217075844,0.10082596267181138,0.6436097856482534,0.11173555746312709,-0.0012563477333216444
two_channel_master,dyn_early_hi,0.4,2.5,0.8,0.8,4.0,4.0,0.0,0.2,1.0,0.5,0.6,1.0,-0.8,0.75,8.0,7.0,1.2,40,1.0,0.1513361792230992,0.3890195100802776,0.27229656271062114,0.2529391527099477,0.007337891303419685,0.982146819213734,0.24285631936842778,0.0015730697322575427
two_channel_master,gas_hi,0.4,1.2,0.8,0.8,8.0,4.0,0.0,0.0,1.0,0.5,0.6,1.0,-0.8,0.75,8.0,7.0,1.2,40,1.0,0.18609820736125904,0.43139101446513584,0.3346554598182953,0.3235803445978549,0.014531465670584604,0.9978697991313549,0.23111655442720666,0.00203770446119661
two_channel_master,gas_hi,0.4,1.2,0.8,0.8,8.0,4.0,0.0,0.2,1.0,0.5,0.6,1.0,-0.8,0.75,8.0,7.0,1.2,40,1.0,0.18611734463862237,0.43141319478966145,0.3346554598182953,0.323755260251208,0.01729738220303853,0.9979093865649636,0.23083323299740874,0.002056841738559939
two_channel_master,gas_hi,0.8,2.5,0.8,0.8,4.0,4.0,8.0,0.2,1.0,0.5,0.6,1.0,-0.8,0.75,8.0,7.0,1.2,40,1.0,0.1886395039296318,0.43432649462084605,0.3369552464524434,0.3275543084166545,0.008932622981486765,0.995021288234392,0.23147891957429503,0.003314118380787906
two_channel_master,gas_hi,0.8,2.5,0.8,0.8,4.0,4.0,8.0,0.0,1.0,0.5,0.6,1.0,-0.8,0.75,8.0,7.0,1.2,40,1.0,0.1887434682912084,0.4344461627074273,0.3369552464524434,0.3268011283942294,0.001856052180005563,0.9946260542358083,0.23270042347453154,0.003418082742364492
two_channel_master,dyn_early_hi,0.4,2.5,0.8,0.8,4.0,4.0,0.0,0.0,1.0,0.5,0.6,1.0,-0.8,0.75,8.0,7.0,1.2,40,1.0,0.15087026683464302,0.38842021939472077,0.26796164742800077,0.2495455257544065,0.004440603353265858,0.9786318959108327,0.24246401642453533,0.0034913607492425835
two_channel_master,dyn_early_hi,0.8,1.2,0.8,0.8,4.0,4.0,8.0,0.2,1.0,0.5,0.6,1.0,-0.8,0.75,8.0,7.0,1.2,40,1.0,0.18594601985013967,0.4312145867780213,0.3262776656510416,0.31096365995579267,0.15284271752742498,0.9929927991927724,0.18091544088010145,0.006493303742066775
two_channel_master,dyn_early_hi,0.8,1.2,0.8,0.8,4.0,4.0,8.0,0.0,1.0,0.5,0.6,1.0,-0.8,0.75,8.0,7.0,1.2,40,1.0,0.185809257889459,0.43105597999501066,0.32588524174124645,0.3107045407193289,0.14969971125965129,0.9922179254712908,0.1809917537668193,0.006572374931773456
bloch_lindblad,dyn_early_hi,0.0,1.2,0.8,0.8,1.0,1.0,0.0,0.2,1.0,1.0,0.6,1.0,-0.8,0.75,8.0,7.0,1.2,40,1.0,0.11048316266000976,0.3323900760552423,0.18808969257854014,0.21126856433174432,0.071506477045227,0.595116542627772,0.11301343256262772,0.007033831741812685
bloch_lindblad,dyn_early_hi,0.8,1.2,0.8,0.8,1.0,1.0,0.0,0.2,1.0,1.0,0.6,4.0,-0.8,0.75,8.0,7.0,1.2,40,1.0,0.1244206115790908,0.3527330599463152,0.21236521816121437,0.21861065421926382,0.09988918152583887,0.8566463251377558,0.15580480390049997,0.0076197415904228905
two_channel_master,dyn_early_hi,0.4,2.5,0.8,0.8,1.0,1.0,0.0,0.0,1.0,0.5,0.6,1.0,-0.8,0.75,8.0,7.0,1.2,40,1.0,0.11230316744073181,0.33511664751356623,0.18134547701252648,0.16315995482914866,0.0028767773764786404,0.629287441486531,0.15402544272061144,0.012563155083842231
two_channel_master,gas_hi,0.4,2.5,0.8,0.8,8.0,4.0,0.0,0.2,1.0,0.5,0.6,1.0,-0.8,0.75,8.0,7.0,1.2,40,1.0,0.19314749347631666,0.43948548721922165,0.3242425370025693,0.3239637042604636,0.003029601124219929,0.9980397256364215,0.2691924967522968,0.01481409812490353
two_channel_master,gas_hi,0.4,2.5,0.8,0.8,8.0,4.0,0.0,0.0,1.0,0.5,0.6,1.0,-0.8,0.75,8.0,7.0,1.2,40,1.0,0.19318269190266776,0.43952553043329323,0.3242425370025693,0.3238413833978684,7.441672571590388e-05,0.9980132435327996,0.269719766465951,0.014849296551254637
two_channel_master,gas_hi,0.8,1.2,0.8,0.8,8.0,4.0,0.0,0.2,1.0,0.5,0.6,1.0,-0.8,0.75,8.0,7.0,1.2,40,1.0,0.20002303210033504,0.44723934542964244,0.3363802997939064,0.32053575665934325,0.02583736892245241,0.9979627428426108,0.21288159577355037,0.0150138672136865
two_channel_master,gas_hi,0.8,1.2,0.8,0.8,8.0,4.0,0.0,0.0,1.0,0.5,0.6,1.0,-0.8,0.75,8.0,7.0,1.2,40,1.0,0.20002534064922375,0.4472419263097141,0.3363802997939064,0.32034838777010566,0.023181354514242542,0.9979288116970766,0.2131425332208543,0.015016175762575218
two_channel_master,dyn_early_hi,0.4,2.5,0.8,0.8,4.0,4.0,8.0,0.0,1.0,0.5,0.6,1.0,-0.8,0.75,8.0,7.0,1.2,40,1.0,0.18050565088875994,0.4248595660789103,0.2987623612781984,0.2756899874951841,0.024831975788760015,0.9931608913787938,0.21568724588940213,0.01618635218575082
two_channel_master,dyn_early_hi,0.4,2.5,0.8,0.8,4.0,4.0,8.0,0.2,1.0,0.5,0.6,1.0,-0.8,0.75,8.0,7.0,1.2,40,1.0,0.1805516069886642,0.4249136465079278,0.2981326577950388,0.2769559929355506,0.03637077812334777,0.9938039588539799,0.21459773202906274,0.016578645201392878
two_channel_master,dyn_early_hi,0.8,2.5,0.8,0.8,4.0,4.0,8.0,0.2,1.0,0.5,0.6,1.0,-0.8,0.75,8.0,7.0,1.2,40,1.0,0.19514347318115066,0.4417504648341082,0.319633837596836,0.29657248068084363,0.060205423946956445,0.9944023746375774,0.18851287720578677,0.01934486250289086
two_channel_master,dyn_early_hi,0.8,2.5,0.8,0.8,4.0,4.0,8.0,0.0,1.0,0.5,0.6,1.0,-0.8,0.75,8.0,7.0,1.2,40,1.0,0.19509001996497716,0.44168995909458614,0.31950607167271666,0.2961203999801115,0.0492518380126666,0.9938788214519926,0.18930210289006752,0.019361680544982968
two_channel_master,dyn_early_hi,0.4,1.2,0.8,0.8,8.0,4.0,0.0,0.0,1.0,0.5,0.6,1.0,-0.8,0.75,8.0,7.0,1.2,40,1.0,0.189743300873008,0.435595340738406,0.3092117886436728,0.2921098392543127,0.12162725704102183,0.9969483411408628,0.19006670205902018,0.019676817118987944
two_channel_master,dyn_early_hi,0.4,1.2,0.8,0.8,8.0,4.0,0.0,0.2,1.0,0.5,0.6,1.0,-0.8,0.75,8.0,7.0,1.2,40,1.0,0.18984526864152243,0.43571236916287154,0.3086824726723213,0.2925274800599469,0.12320819800027004,0.9971055555451529,0.19002307545657846,0.020069908671745712
two_channel_master,gas_hi,0.8,2.5,0.8,0.8,8.0,4.0,0.0,0.2,1.0,0.5,0.6,1.0,-0.8,0.75,8.0,7.0,1.2,40,1.0,0.21037693222670178,0.45866865189012185,0.3407243412139639,0.3206906185773194,0.0031557282814056323,0.9980424211964628,0.23446600179038457,0.022978544559021624
two_channel_master,gas_hi,0.8,2.5,0.8,0.8,8.0,4.0,0.0,0.0,1.0,0.5,0.6,1.0,-0.8,0.75,8.0,7.0,1.2,40,1.0,0.21041773320849505,0.45871312735575276,0.3407243412139639,0.32046521784370857,0.00020224800906839695,0.9980161838139628,0.2348911633243616,0.02301934554081489
two_channel_master,gas_hi,0.4,1.2,0.8,0.8,8.0,4.0,8.0,0.2,1.0,0.5,0.6,1.0,-0.8,0.75,8.0,7.0,1.2,40,1.0,0.20889289916031326,0.4570480271922342,0.3359787497466742,0.3180356810770469,0.02278386816920245,0.998106024979455,0.21572421387071497,0.024104586799642447
two_channel_master,gas_hi,0.4,1.2,0.8,0.8,8.0,4.0,8.0,0.0,1.0,0.5,0.6,1.0,-0.8,0.75,8.0,7.0,1.2,40,1.0,0.20893236873788698,0.4570912039603114,0.3359787497466742,0.3177258454568562,0.018774451088976626,0.9980965769142222,0.2161952641567063,0.024144056377216172
bloch_lindblad,dyn_early_hi,0.0,1.2,0.8,0.8,1.0,1.0,0.0,0.2,4.0,1.0,0.6,4.0,-0.8,0.75,8.0,7.0,1.2,40,1.0,0.10874607187616715,0.3297666930970548,0.1535746407914446,0.15288617740926327,0.057441380886824045,0.5976058326226641,0.12388745617754397,0.024280019440872616
two_channel_master,dyn_early_hi,0.8,1.2,0.8,0.8,8.0,4.0,0.0,0.0,1.0,0.5,0.6,1.0,-0.8,0.75,8.0,7.0,1.2,40,1.0,0.20464629330814552,0.45237848457695856,0.32354895055735,0.3055841161758975,0.176969677070108,0.9974570511456373,0.17121065588902704,0.026694370501603004
two_channel_master,dyn_early_hi,0.8,1.2,0.8,0.8,8.0,4.0,0.0,0.2,1.0,0.5,0.6,1.0,-0.8,0.75,8.0,7.0,1.2,40,1.0,0.20469627790444567,0.4524337276380328,0.32354895055735,0.3057319737621799,0.17808590747353115,0.9975440212423516,0.17117218376133653,0.026744355097903155
two_channel_master,gas_hi,0.4,1.2,0.8,0.8,1.0,1.0,8.0,0.0,1.0,0.5,0.6,1.0,-0.8,0.75,8.0,7.0,1.2,40,1.0,0.20572592792604855,0.45357020176158896,0.32496350186009976,0.3086212836554504,0.011216584930195006,0.9658624872086244,0.211221806391242,0.02699600190299367
two_channel_master,gas_hi,0.4,2.5,0.8,0.8,1.0,1.0,8.0,0.0,1.0,0.5,0.6,1.0,-0.8,0.75,8.0,7.0,1.2,40,1.0,0.20712398892673145,0.4551087660403076,0.32105751503702284,0.31060183130084446,0.0027078172991931147,0.9668962723358369,0.22934241576523387,0.03054235565636887
two_channel_master,gas_hi,0.4,2.5,0.8,0.8,8.0,4.0,8.0,0.2,1.0,0.5,0.6,1.0,-0.8,0.75,8.0,7.0,1.2,40,1.0,0.2113822719742231,0.459763278192401,0.3264054315751609,0.3194449845298691,0.007039523004553748,0.9981882212110232,0.24714854821160423,0.03185928460788459
two_channel_master,gas_hi,0.4,2.5,0.8,0.8,8.0,4.0,8.0,0.0,1.0,0.5,0.6,1.0,-0.8,0.75,8.0,7.0,1.2,40,1.0,0.21151434310815015,0.4599068852584729,0.3264054315751609,0.3189289943191208,0.0010405267284837214,0.9981816957763628,0.2483581432175533,0.03199135574181164
two_channel_master,gas_hi,0.4,1.2,0.8,0.8,1.0,1.0,8.0,0.2,1.0,0.5,0.6,1.0,-0.8,0.75,8.0,7.0,1.2,40,1.0,0.21511781205353442,0.46380794738073905,0.3323100424969617,0.314057092119616,0.10218412183212625,0.9722049342992365,0.19117752085214917,0.03234728868020545
two_channel_master,gas_hi,0.4,2.5,0.8,0.8,1.0,1.0,8.0,0.2,1.0,0.5,0.6,1.0,-0.8,0.75,8.0,7.0,1.2,40,1.0,0.21595030935755927,0.4647045398503863,0.3268069816223931,0.3152904311821661,0.09793543481166819,0.9730052660806211,0.202022384040301,0.03620646946524306
two_channel_master,gas_hi,0.8,1.2,0.8,0.8,8.0,4.0,8.0,0.2,1.0,0.5,0.6,1.0,-0.8,0.75,8.0,7.0,1.2,40,1.0,0.22430695012600832,0.47361054689059484,0.34016764683030104,0.3115421811598446,0.03440857255332334,0.9981420818492075,0.19820868999813965,0.037214744369342745
two_channel_master,gas_hi,0.8,1.2,0.8,0.8,8.0,4.0,8.0,0.0,1.0,0.5,0.6,1.0,-0.8,0.75,8.0,7.0,1.2,40,1.0,0.22434447783523978,0.4736501639767897,0.34016764683030104,0.3111944961958083,0.030388955988665072,0.9981341871974923,0.19865209682921392,0.037252272078574206
two_channel_master,dyn_early_hi,0.4,1.2,0.8,0.8,8.0,4.0,8.0,0.0,1.0,0.5,0.6,1.0,-0.8,0.75,8.0,7.0,1.2,40,1.0,0.2150575136423883,0.46374293918332415,0.3162662928825477,0.2972887158118777,0.16087180687352637,0.9976175397352984,0.17047473288254048,0.04111105255698702
two_channel_master,dyn_early_hi,0.4,1.2,0.8,0.8,8.0,4.0,8.0,0.2,1.0,0.5,0.6,1.0,-0.8,0.75,8.0,7.0,1.2,40,1.0,0.21508443805444058,0.4637719677324629,0.3162662928825477,0.29740519615423366,0.16314265719946455,0.9976595161126555,0.17032320199748535,0.041137976969039314
two_channel_master,gas_hi,0.8,1.2,0.8,0.8,1.0,1.0,8.0,0.0,1.0,0.5,0.6,1.0,-0.8,0.75,8.0,7.0,1.2,40,1.0,0.2263960127016819,0.47581090015013516,0.3346828382306066,0.297975768173345,0.018996145269713743,0.9678839862656422,0.19347554040746248,0.042320451674848214
two_channel_master,gas_hi,0.8,2.5,0.8,0.8,8.0,4.0,8.0,0.2,1.0,0.5,0.6,1.0,-0.8,0.75,8.0,7.0,1.2,40,1.0,0.23120913978974358,0.4808421152413166,0.3372564089878676,0.3094059559096255,0.009050263597092614,0.9981929170708,0.21785106872656546,0.04571811484641641
two_channel_master,gas_hi,0.8,2.5,0.8,0.8,8.0,4.0,8.0,0.0,1.0,0.5,0.6,1.0,-0.8,0.75,8.0,7.0,1.2,40,1.0,0.23136059792881752,0.4809995820464063,0.3372564089878676,0.30850305568189085,0.0020824598171952325,0.9981866859852531,0.219026195710759,0.04586957298549035
two_channel_master,dyn_early_hi,0.8,2.5,0.8,0.8,8.0,4.0,0.0,0.0,1.0,0.5,0.6,1.0,-0.8,0.75,8.0,7.0,1.2,40,1.0,0.2205420272472195,0.4696190235150398,0.3170511407021379,0.27789300708750836,0.023519430544385014,0.9979647223359982,0.18641269338376124,0.046163899861043634
two_channel_master,dyn_early_hi,0.8,2.5,0.8,0.8,8.0,4.0,0.0,0.2,1.0,0.5,0.6,1.0,-0.8,0.75,8.0,7.0,1.2,40,1.0,0.22054888298167344,0.4696263227095277,0.31697813160264116,0.27809578313457445,0.02617120070796182,0.997995388133376,0.18616104041949766,0.046210910600220784
two_channel_master,gas_hi,0.8,2.5,0.8,0.8,1.0,1.0,8.0,0.0,1.0,0.5,0.6,1.0,-0.8,0.75,8.0,7.0,1.2,40,1.0,0.22988945676742725,0.47946788919324645,0.3334690619514729,0.2974490902039812,0.005162643558874389,0.968503203998722,0.20520431050539528,0.04648147269411715
bloch_lindblad,gas_hi,0.8,1.2,0.8,0.8,1.0,1.0,0.0,0.2,4.0,1.0,0.6,1.0,-0.8,0.75,8.0,7.0,1.2,40,1.0,0.14655461695845134,0.3828245250221717,0.18041461099394276,0.21518228628749472,0.05138620758445328,0.7081448476596581,0.14264579525892632,0.04732658091178282
two_channel_master,gas_hi,0.4,1.2,0.8,0.8,4.0,1.0,0.0,0.0,1.0,0.5,0.6,1.0,-0.8,0.75,8.0,7.0,1.2,40,1.0,0.22285287747580193,0.47207295778915564,0.31854782724182157,0.29829679777526175,0.01881218853699276,0.9813262689538718,0.20508208991176496,0.047651572492800054
two_channel_master,dyn_early_hi,0.4,2.5,0.8,0.8,8.0,4.0,0.0,0.2,1.0,0.5,0.6,1.0,-0.8,0.75,8.0,7.0,1.2,40,1.0,0.20218054635894292,0.4496449114122642,0.2772064246517786,0.2479254602817785,0.011683501919854657,0.9979062495036909,0.22033975100523762,0.0497170128004647
two_channel_master,dyn_early_hi,0.4,2.5,0.8,0.8,8.0,4.0,0.0,0.0,1.0,0.5,0.6,1.0,-0.8,0.75,8.0,7.0,1.2,40,1.0,0.20218145123201023,0.4496459176196424,0.27688700984148024,0.24711159928916995,0.008843958824054917,0.997866317666245,0.22080106419784576,0.049893595819196085
two_channel_master,gas_hi,0.8,1.2,0.8,0.8,1.0,1.0,8.0,0.2,1.0,0.5,0.6,1.0,-0.8,0.75,8.0,7.0,1.2,40,1.0,0.233589489455381,0.4833109655856993,0.333286539202731,0.30573336255468614,0.11459485211604656,0.9737744827990124,0.17559798926598472,0.05028189289387894
two_channel_master,gas_hi,0.8,2.5,0.8,0.8,1.0,1.0,8.0,0.2,1.0,0.5,0.6,1.0,-0.8,0.75,8.0,7.0,1.2,40,1.0,0.23628382131711537,0.4860903427523688,0.3371742737509337,0.30615801575985746,0.10779003365786743,0.9742558903756376,0.1822662715023371,0.05083797075410182
two_channel_master,dyn_early_hi,0.4,1.2,0.8,0.8,1.0,1.0,8.0,0.0,1.0,0.5,0.6,1.0,-0.8,0.75,8.0,7.0,1.2,40,1.0,0.21177864732121232,0.4601941409027415,0.2920272718496218,0.26796193808705016,0.12524071322861513,0.9582239768725705,0.15930839339132125,0.051163647803920326
two_channel_master,dyn_early_hi,0.8,1.2,0.8,0.8,8.0,4.0,8.0,0.0,1.0,0.5,0.6,1.0,-0.8,0.75,8.0,7.0,1.2,40,1.0,0.23114382490949914,0.4807741932648831,0.32674309866033346,0.3074306886003042,0.2292580278690331,0.9978640788526953,0.1512242958784341,0.051435120646315724
two_channel_master,dyn_early_hi,0.8,1.2,0.8,0.8,8.0,4.0,8.0,0.2,1.0,0.5,0.6,1.0,-0.8,0.75,8.0,7.0,1.2,40,1.0,0.23115830778330113,0.48078925506223735,0.32674309866033346,0.3074699237171203,0.2306492477243404,0.9978865113565657,0.15113813936794315,0.05144960352011771
two_channel_master,gas_hi,0.4,1.2,0.8,0.8,4.0,1.0,0.0,0.2,1.0,0.5,0.6,1.0,-0.8,0.75,8.0,7.0,1.2,40,1.0,0.22824658114841076,0.47775158937298234,0.32065596498979065,0.3036019150062683,0.0892630231655775,0.9848709922633567,0.19395337436914464,0.05188580040402588
two_channel_master,gas_hi,0.4,2.5,0.8,0.8,4.0,1.0,0.0,0.0,1.0,0.5,0.6,1.0,-0.8,0.75,8.0,7.0,1.2,40,1.0,0.22900919581075999,0.4785490526693789,0.32165071397043404,0.3044265134680671,9.61948992452925e-05,0.9842690962440506,0.25811776330755454,0.05210130312702124
two_channel_master,dyn_early_hi,0.4,1.2,0.8,0.8,1.0,1.0,8.0,0.2,1.0,0.5,0.6,1.0,-0.8,0.75,8.0,7.0,1.2,40,1.0,0.22230828204919303,0.4714957921860947,0.3046304676502508,0.28431174565197104,0.22920615432638394,0.9647302010379726,0.14589281640244908,0.05476152484155508
bloch_lindblad,dyn_early_hi,0.8,1.2,0.8,0.8,1.0,1.0,0.0,0.2,4.0,1.0,0.6,4.0,-0.8,0.75,8.0,7.0,1.2,40,1.0,0.11685591469382595,0.3418419440235881,0.14866477885028717,0.16769746302488345,0.10957581812591183,0.5940503195752318,0.08363785721432963,0.055090286326168
two_channel_master,gas_hi,0.4,2.5,0.8,0.8,4.0,1.0,0.0,0.2,1.0,0.5,0.6,1.0,-0.8,0.75,8.0,7.0,1.2,40,1.0,0.23215419863410283,0.4818238253076562,0.32072897408928747,0.307934441994527,0.07273142775101507,0.9872323961143241,0.24120146251763205,0.055753262884994714
two_channel_master,dyn_early_hi,0.4,2.5,0.8,0.8,8.0,4.0,8.0,0.2,1.0,0.5,0.6,1.0,-0.8,0.75,8.0,7.0,1.2,40,1.0,0.22244803035350164,0.47164396567061223,0.2893898181303012,0.26009052873148913,0.04188329044442221,0.9980818551600826,0.1954050466476597,0.06328363038183599
two_channel_master,dyn_early_hi,0.4,2.5,0.8,0.8,8.0,4.0,8.0,0.0,1.0,0.5,0.6,1.0,-0.8,0.75,8.0,7.0,1.2,40,1.0,0.22247495953181948,0.47167251301281005,0.28914341241949965,0.25966067500872797,0.03195915571746515,0.998069920754242,0.19633432021866884,0.06344608270109467
two_channel_master,dyn_early_hi,0.4,2.5,0.8,0.8,1.0,1.0,8.0,0.2,1.0,0.5,0.6,1.0,-0.8,0.75,8.0,7.0,1.2,40,1.0,0.22540246927201266,0.47476569934233104,0.2922097945983637,0.26775293110605913,0.19546723457181028,0.9659892403591297,0.1547693745403767,0.06468708224291261
two_channel_master,gas_hi,0.8,1.2,0.8,0.8,4.0,1.0,0.0,0.0,1.0,0.5,0.6,1.0,-0.8,0.75,8.0,7.0,1.2,40,1.0,0.2460946873112818,0.49607931554468365,0.32781998287791075,0.28824768542368284,0.030036276266736144,0.9825190527206062,0.18729029336492278,0.06579369672843088
two_channel_master,dyn_early_hi,0.8,1.2,0.8,0.8,1.0,1.0,8.0,0.0,1.0,0.5,0.6,1.0,-0.8,0.75,8.0,7.0,1.2,40,1.0,0.2336768211590591,0.4834013044656159,0.3038091152809122,0.2808855123190739,0.19142885328981804,0.9610826953301523,0.13923421991611099,0.06658180775455738
two_channel_master,dyn_early_hi,0.8,2.5,0.8,0.8,8.0,4.0,8.0,0.2,1.0,0.5,0.6,1.0,-0.8,0.75,8.0,7.0,1.2,40,1.0,0.24234506881323,0.4922855561696179,0.3194148102983457,0.28112005901614934,0.07415336312682465,0.9981474139938251,0.16666623747268722,0.06666692314913988
two_channel_master,dyn_early_hi,0.8,2.5,0.8,0.8,8.0,4.0,8.0,0.0,1.0,0.5,0.6,1.0,-0.8,0.75,8.0,7.0,1.2,40,1.0,0.24234681584158954,0.4922873305718821,0.3194148102983457,0.280856133603569,0.06572016214845272,0.9981388158884532,0.16737610690157603,0.06666867017749942
two_channel_master,dyn_early_hi,0.8,1.2,0.8,0.8,1.0,1.0,8.0,0.2,1.0,0.5,0.6,1.0,-0.8,0.75,8.0,7.0,1.2,40,1.0,0.24187831441963956,0.49181125893948335,0.3182740431187087,0.2942552193373415,0.28741894579588895,0.96696139852738,0.1289465965071888,0.06682759070434974
two_channel_master,dyn_early_hi,0.4,2.5,0.8,0.8,1.0,1.0,8.0,0.0,1.0,0.5,0.6,1.0,-0.8,0.75,8.0,7.0,1.2,40,1.0,0.21610526508823505,0.4648712349546216,0.2710645341566132,0.2463398409100282,0.05700211776469644,0.9598371526879382,0.175231219497198,0.06701977130209777
two_channel_master,gas_hi,0.8,1.2,0.8,0.8,4.0,1.0,0.0,0.2,1.0,0.5,0.6,1.0,-0.8,0.75,8.0,7.0,1.2,40,1.0,0.25019535776000246,0.5001953196102523,0.33283023233087616,0.2944141214160011,0.09918251660459451,0.9858280252164519,0.1772171723801652,0.06713872997802056
two_channel_master,dyn_early_hi,0.8,2.5,0.8,0.8,1.0,1.0,8.0,0.0,1.0,0.5,0.6,1.0,-0.8,0.75,8.0,7.0,1.2,40,1.0,0.2395711001065094,0.4894600086896879,0.3088832476959374,0.26620406900584737,0.10317152570309711,0.9620473440949411,0.1501779520051902,0.06968531387374383
two_channel_master,dyn_early_hi,0.8,2.5,0.8,0.8,1.0,1.0,8.0,0.2,1.0,0.5,0.6,1.0,-0.8,0.75,8.0,7.0,1.2,40,1.0,0.24668979817799339,0.49667876759329405,0.3111465297803371,0.28317242735425036,0.24220278965896594,0.9677190413908933,0.1342960796261049,0.07555920679880798
two_channel_master,gas_hi,0.8,2.5,0.8,0.8,4.0,1.0,0.0,0.2,1.0,0.5,0.6,1.0,-0.8,0.75,8.0,7.0,1.2,40,1.0,0.26060860333277064,0.5104983871989907,0.3364168043436548,0.29487453199951447,0.07287733792696906,0.9872819851766916,0.2064131182519631,0.0755793609437605
two_channel_master,gas_hi,0.8,2.5,0.8,0.8,4.0,1.0,0.0,0.0,1.0,0.5,0.6,1.0,-0.8,0.75,8.0,7.0,1.2,40,1.0,0.2582423287062187,0.5081754900683608,0.33203625837384887,0.289646998563641,0.00026143971934954106,0.9843308846071621,0.22033807223350774,0.07562238660060183
two_channel_master,dyn_early_hi,0.4,1.2,0.8,0.8,4.0,1.0,0.0,0.0,1.0,0.5,0.6,1.0,-0.8,0.75,8.0,7.0,1.2,40,1.0,0.2294416194298771,0.4790006465860741,0.2644754629270302,0.24270356623529465,0.15891204111186005,0.9749305320560179,0.1507985945644431,0.08398011482001044
two_channel_master,dyn_early_hi,0.4,1.2,0.8,0.8,4.0,1.0,0.0,0.2,1.0,0.5,0.6,1.0,-0.8,0.75,8.0,7.0,1.2,40,1.0,0.23587849685405085,0.48567324082560986,0.2736928617384968,0.254546341586851,0.21339866827485193,0.9787152817065138,0.14478683228189787,0.08534742289787761
bloch_lindblad,dyn_early_hi,0.0,1.2,0.8,0.8,1.0,1.0,0.0,0.2,4.0,1.0,0.6,1.0,-0.8,0.75,8.0,7.0,1.2,40,1.0,0.13216295381771292,0.36354223113376105,0.07849390809645918,0.08526955184747922,0.07491170894425275,0.7074597735417725,0.15322332495982627,0.08899130436466038
two_channel_master,dyn_early_hi,0.8,1.2,0.8,0.8,4.0,1.0,0.0,0.2,1.0,0.5,0.6,1.0,-0.8,0.75,8.0,7.0,1.2,40,1.0,0.2588604240785917,0.5087832781043337,0.3071492815828892,0.27587478884964733,0.2784127575238937,0.9802875617827742,0.1262742810640446,0.08992831920800265
two_channel_master,dyn_early_hi,0.8,1.2,0.8,0.8,4.0,1.0,0.0,0.0,1.0,0.5,0.6,1.0,-0.8,0.75,8.0,7.0,1.2,40,1.0,0.2538695451879477,0.5038546865793229,0.2925109571337879,0.26697103954858453,0.23193195945593104,0.9768627284304281,0.1306288584788412,0.09298851876436434
two_channel_master,gas_hi,0.4,2.5,0.8,0.8,4.0,1.0,8.0,0.0,1.0,0.5,0.6,1.0,-0.8,0.75,8.0,7.0,1.2,40,1.0,0.2750132746175538,0.5244170807835628,0.3286778397969977,0.28443126084358905,0.0030154646024828416,0.9966925637584508,0.21875543948560344,0.09424046272920505
two_channel_master,gas_hi,0.4,1.2,0.8,0.8,4.0,1.0,8.0,0.2,1.0,0.5,0.6,1.0,-0.8,0.75,8.0,7.0,1.2,40,1.0,0.28089880943705026,0.5299988768262158,0.3369552464524434,0.2837479702620142,0.11480018649223862,0.9967872323982818,0.17109224247421373,0.09557342388820636
two_channel_master,gas_hi,0.4,1.2,0.8,0.8,4.0,1.0,8.0,0.0,1.0,0.5,0.6,1.0,-0.8,0.75,8.0,7.0,1.2,40,1.0,0.279218680726168,0.5284114691470729,0.33335954830222775,0.27562081637800434,0.029437454737124513,0.9962664449457557,0.1854862271284208,0.09587092915994275
two_channel_master,gas_hi,0.4,2.5,0.8,0.8,4.0,1.0,8.0,0.2,1.0,0.5,0.6,1.0,-0.8,0.75,8.0,7.0,1.2,40,1.0,0.2767833653712477,0.5261020484385588,0.3281485238256462,0.2917175334842594,0.09800038678154187,0.9971424545242298,0.1963190193490242,0.09630167726714228
two_channel_master,gas_hi,0.8,1.2,0.8,0.8,4.0,1.0,8.0,0.2,1.0,0.5,0.6,1.0,-0.8,0.75,8.0,7.0,1.2,40,1.0,0.29863924580755724,0.5464789527580703,0.3380138783951465,0.27014631528218,0.13466216652093643,0.9970194089588146,0.15579026788329048,0.11273161269022663
