galaxy_name,v_flat_obs_km_s,v_m5_bdvr_km_s,velocity_ratio_pred_over_obs,log10_velocity_error,abs_log10_velocity_error,M_baryon_Msun,M_star_Msun,M_gas_Msun,star_frac,gas_frac,stellar_to_gas_ratio,T,Rdisk,r_over_Rdisk_eval,H_halo,S_star_gas,S_internal,S_struct,Q_eff,RHI,Reff,SBeff,SBdisk,log10_SBeff,log10_SBdisk,log10_M_baryon_Msun
UGC08286,82.4,74.87094457286696,0.9086279681173174,-0.0416138994693549,0.0416138994693549,1481360000.0,627500000.0,853860000.0000001,0.4235972349732678,0.5764027650267323,0.7348979926451642,6.0,1.05,4.914285714285715,1.281977541929827,1.0,1.0,1.0,1.154099655081875,8.07,2.25,39.52,1488.78,1.5968169359155906,3.172830525928742,9.170660613561282
NGC2403,131.2,119.5330568306604,0.9110751282824728,-0.0404458091376348,0.0404458091376348,9275170000.0,5020500000.0,4254670000.0,0.5412838794329377,0.4587161205670624,1.17999750861994,6.0,1.39,6.212230215827338,1.3058677967138757,1.0,1.0,1.0,1.1756068452660209,15.11,2.16,341.06,1408.74,2.5328307877218803,3.148830846207502,9.967321878328628
NGC3109,66.2,60.60114657567701,0.9154251748591692,-0.0383771483298666,0.0383771483298666,731410000.0,97000000.0,634410000.0,0.1326205548187747,0.8673794451812253,0.1528979681909175,9.0,1.56,2.4487179487179485,1.195268116035884,1.0,1.0,1.0,1.0760395368321398,6.0,1.64,11.4,140.87,1.0569048513364727,2.1488185146020182,8.864160893813251
F563-1,109.9,101.53141101041533,0.9238526934523688,-0.0343972706855351,0.0343972706855351,5207500000.0,951500000.0,4256000000.0,0.1827172347575612,0.8172827652424388,0.2235667293233082,9.0,3.52,3.9886363636363633,1.2573908730529677,1.0,1.0,1.0,1.1319655184513062,23.47,4.61,14.22,41.77,1.1528995963937474,1.6208644752651211,9.716629278619784
D631-7,57.7,53.31735230904176,0.9240442341255072,-0.0343072385452566,0.0343072385452566,483700000.0,98000000.0,385700000.0,0.2026049204052098,0.7973950795947902,0.2540834845735027,10.0,0.7,1.5,1.1377142691005784,1.0,1.0,1.0,1.0242267142793506,0.0,1.22,20.93,115.04,1.3207692283386865,2.0608488730388075,8.684576087388455
NGC7331,239.0,258.50899090409604,1.081627577004586,0.0340777514417192,0.0340777514417192,140034610000.0,125315500000.0,14719110000.0,0.894889484820931,0.1051105151790689,8.513796010764239,3.0,5.02,3.0876494023904386,1.2249496211358972,1.0693459708003397,1.2,1.2832151649604076,1.4150787367867366,27.01,3.99,2470.76,1806.47,3.392830561776918,3.256830753646836,11.146235386209625
NGC6946,158.9,171.77113572436693,1.081001483476192,0.0338262899432106,0.0338262899432106,40627600000.0,33086500000.0,7541100000.0,0.8143848024495663,0.1856151975504337,4.387489888743022,6.0,2.44,5.215163934426229,1.2884687499691123,1.0,1.0,1.0,1.159943361944264,21.25,4.2,571.26,2232.7,2.7568338155405883,3.348830372378482,10.608821167944376
UGC02885,289.5,267.9255399206608,0.9254768218330252,-0.0336344534924578,0.0336344534924578,255062250000.0,201762500000.0,53299750000.00001,0.7910323852314484,0.2089676147685516,3.785430513276328,5.0,11.4,3.791228070175438,1.2510919664424829,1.0,1.0,1.0,1.1262949308561363,74.24,12.2,421.53,470.79,2.624828488500072,2.672827229466761,11.406646186442565
NGC4183,110.6,119.28768175360766,1.0785504679349698,0.032840471583085,0.032840471583085,10081980000.0,5419000000.0,4662980000.0,0.5374936272438549,0.4625063727561451,1.1621323702868125,6.0,2.79,3.681003584229391,1.247390352375863,1.0,1.0,1.0,1.122962554603194,16.07,4.47,86.46,1098.58,1.9368152311976328,3.040831688287468,10.003545831576814
NGC6674,241.3,259.9080388998896,1.077115784914586,0.0322623904351289,0.0322623904351289,150106450000.0,107327000000.0,42779450000.00001,0.7150059174672374,0.2849940825327626,2.5088447841194776,3.0,6.04,4.782284768211921,1.2789177091641697,1.0,1.2,1.2,1.3816140505574597,50.02,7.75,560.83,1370.35,2.7488312369236176,3.13683150413124,11.176399354063552
