f_star_c,k_star,log10_sigma_c,k_sigma,f_gas_c,k_gas,RHI_Rd_c,k_HI,drive_power,A0,lambda_seed,lambda_feedback,lambda_reservoir,disturbance_weight,failed_weight,n_steps,tau_final,n_primary_fit,n_mature_control,primary_fit_rmse,primary_fit_spearman,primary_cv_rmse,primary_cv_spearman,train_fit_rmse,train_fit_spearman,m37_static_primary_rmse,m37_static_primary_spearman,mature_control_median_A_pred,mature_control_fraction_A_pred_gt_0p5,ugc07125_A_pred,rank_score
0.25,8.0,8.0,4.0,0.75,8.0,12.0,1.0,0.5,0.1,2.0,10.0,1.25,0.4,0.4,80,1.0,41,46,0.4128534088665261,-0.42508613772804,,,0.4128534088665261,-0.42508613772804,0.5117710280218454,-0.3627661375280108,0.9962594678860973,1.0,0.6301557241527042,0.4256059929983673
0.25,8.0,8.0,4.0,0.75,8.0,7.0,1.0,0.35,0.1,4.0,0.0,1.25,0.4,0.4,80,1.0,41,46,0.4171701448066412,-0.29159386457229564,,,0.4171701448066412,-0.29159386457229564,0.5117710280218454,-0.3627661375280108,0.921938780995935,0.9347826086956522,0.5117171439334388,0.4259179607438101
0.25,8.0,8.0,4.0,0.75,8.0,12.0,1.0,0.5,0.05,4.0,4.0,1.25,0.4,0.4,80,1.0,41,46,0.413332489981938,-0.42508613772804,,,0.413332489981938,-0.42508613772804,0.5117710280218454,-0.3627661375280108,0.9934360586846979,1.0,0.5839014837001575,0.4260850741137792
0.25,8.0,8.0,4.0,0.75,8.0,7.0,1.0,0.35,0.05,2.0,10.0,1.75,0.4,0.4,80,1.0,41,46,0.4190549200271416,-0.29159386457229564,,,0.4190549200271416,-0.29159386457229564,0.5117710280218454,-0.3627661375280108,0.9762192856061132,0.9347826086956522,0.5876900682325968,0.4278027359643105
0.25,8.0,8.0,4.0,0.75,8.0,7.0,1.0,0.5,0.1,2.0,10.0,0.5,0.4,0.4,80,1.0,41,46,0.4228832380138856,-0.2742434099711511,,,0.4228832380138856,-0.2742434099711511,0.5117710280218454,-0.3627661375280108,0.9919193546413678,0.9347826086956522,0.6059332960863588,0.43111054031302015
0.25,8.0,8.0,4.0,0.75,8.0,7.0,1.0,0.35,0.05,4.0,0.0,1.25,0.4,0.4,80,1.0,41,46,0.42248283475754167,-0.28805295547002124,,,0.42248283475754167,-0.28805295547002124,0.5117710280218454,-0.3627661375280108,0.9201802980814365,0.9347826086956522,0.5067682017034183,0.4311244234216423
0.25,8.0,8.0,4.0,0.75,8.0,12.0,1.0,0.35,0.05,0.75,10.0,1.75,0.4,0.4,80,1.0,41,46,0.41907041773935944,-0.42508613772804,,,0.41907041773935944,-0.42508613772804,0.5117710280218454,-0.3627661375280108,0.9941356648624899,1.0,0.597707607543241,0.43182300187120065
0.25,8.0,8.0,4.0,0.75,8.0,7.0,1.0,0.5,0.05,4.0,4.0,0.5,0.4,0.4,80,1.0,41,46,0.4244576322481727,-0.25583068263932435,,,0.4244576322481727,-0.25583068263932435,0.5117710280218454,-0.3627661375280108,0.9833215134923563,0.9347826086956522,0.5731324395478137,0.4321325527273524
0.25,8.0,8.0,4.0,0.75,8.0,7.0,1.0,0.5,0.1,4.0,10.0,1.25,0.4,0.4,80,1.0,41,46,0.42412847135715376,-0.28044000090013127,,,0.42412847135715376,-0.28044000090013127,0.5117710280218454,-0.3627661375280108,0.9839287803524375,0.9347826086956522,0.5916335089972445,0.4325416713841577
0.25,8.0,8.0,4.0,0.75,8.0,7.0,1.0,0.35,0.1,0.75,10.0,1.25,0.4,0.4,80,1.0,41,46,0.4263316421299346,-0.2788465918041078,,,0.4263316421299346,-0.2788465918041078,0.5117710280218454,-0.3627661375280108,0.9801563357913303,0.9347826086956522,0.5637399851972039,0.43469703988405783
0.25,8.0,8.0,4.0,0.75,8.0,12.0,1.0,0.5,0.05,2.0,10.0,1.25,0.4,0.4,80,1.0,41,46,0.4225258963327617,-0.4234927286320165,,,0.4225258963327617,-0.4234927286320165,0.5117710280218454,-0.3627661375280108,0.9962464807058173,1.0,0.6064349524225287,0.43523067819172223
0.25,8.0,8.0,4.0,0.75,8.0,12.0,1.0,0.35,0.1,2.0,4.0,1.75,0.4,0.4,80,1.0,41,46,0.4234966351052833,-0.42508613772804,,,0.4234966351052833,-0.42508613772804,0.5117710280218454,-0.3627661375280108,0.9825442474850423,1.0,0.5114159541127381,0.4362492192371245
0.25,8.0,8.0,4.0,0.75,8.0,12.0,1.0,0.75,0.1,4.0,10.0,0.5,0.4,0.4,80,1.0,41,46,0.42556664399691524,-0.39782113764052723,,,0.42556664399691524,-0.39782113764052723,0.5117710280218454,-0.3627661375280108,0.9986525927634065,1.0,0.5954358957658444,0.43750127812613104
0.25,8.0,8.0,4.0,0.75,8.0,7.0,1.0,0.5,0.1,4.0,0.0,0.5,0.4,0.4,80,1.0,41,46,0.43122818552896924,-0.24326045532625026,,,0.43122818552896924,-0.24326045532625026,0.5117710280218454,-0.3627661375280108,0.9294838925292592,0.9347826086956522,0.48794319847691225,0.43852599918875673
0.25,8.0,8.0,4.0,0.75,8.0,12.0,1.0,0.5,0.05,2.0,4.0,0.5,0.4,0.4,80,1.0,41,46,0.4278332925983296,-0.3942802285382528,,,0.4278332925983296,-0.3942802285382528,0.5117710280218454,-0.3627661375280108,0.9871206360989806,1.0,0.5146670990447602,0.4396616994544772
0.25,8.0,8.0,4.0,0.75,8.0,12.0,1.0,0.5,0.1,4.0,4.0,1.75,0.4,0.4,80,1.0,41,46,0.4269779290983521,-0.42508613772804,,,0.4269779290983521,-0.42508613772804,0.5117710280218454,-0.3627661375280108,0.9913386261646137,1.0,0.5252935467293767,0.4397305132301933
0.25,8.0,8.0,4.0,0.75,8.0,7.0,1.0,0.5,0.05,4.0,10.0,1.25,0.4,0.4,80,1.0,41,46,0.4332158862117062,-0.2799088645347902,,,0.4332158862117062,-0.2799088645347902,0.5117710280218454,-0.3627661375280108,0.9839128064019036,0.9347826086956522,0.578455289145661,0.44161315214774993
0.25,8.0,8.0,4.0,0.75,8.0,12.0,1.0,0.35,0.05,2.0,4.0,1.75,0.4,0.4,80,1.0,41,46,0.42907771939857753,-0.42508613772804,,,0.42907771939857753,-0.42508613772804,0.5117710280218454,-0.3627661375280108,0.9813676373674001,1.0,0.5003827565286152,0.44183030353041874
0.25,8.0,8.0,4.0,0.75,8.0,12.0,1.0,0.5,0.1,2.0,10.0,1.75,0.4,0.4,80,1.0,41,46,0.4300098831398186,-0.42508613772804,,,0.4300098831398186,-0.42508613772804,0.5117710280218454,-0.3627661375280108,0.9947815028347204,1.0,0.5528100195388935,0.4427624672716598
0.25,8.0,8.0,4.0,0.75,8.0,12.0,1.0,0.5,0.05,4.0,4.0,1.75,0.4,0.4,80,1.0,41,46,0.43116934735384904,-0.42508613772804,,,0.43116934735384904,-0.42508613772804,0.5117710280218454,-0.3627661375280108,0.9912363418931103,1.0,0.5185798638813456,0.44392193148569026
0.25,8.0,8.0,4.0,0.75,8.0,12.0,1.0,0.5,0.1,4.0,0.0,1.25,0.4,0.4,80,1.0,41,46,0.43259797026532726,-0.42508613772804,,,0.43259797026532726,-0.42508613772804,0.5117710280218454,-0.3627661375280108,0.967671571599878,1.0,0.48240138606569455,0.4453505543971685
0.25,8.0,8.0,4.0,0.75,8.0,12.0,1.0,0.5,0.05,0.75,10.0,0.5,0.4,0.4,80,1.0,41,46,0.43487327223452393,-0.3955195467240488,,,0.43487327223452393,-0.3955195467240488,0.5117710280218454,-0.3627661375280108,0.997970397823841,1.0,0.5589628996841098,0.4467388586362454
0.25,8.0,8.0,4.0,0.75,8.0,7.0,1.0,0.35,0.1,2.0,4.0,1.25,0.4,0.4,80,1.0,41,46,0.43876543971936177,-0.2788465918041078,,,0.43876543971936177,-0.2788465918041078,0.5117710280218454,-0.3627661375280108,0.9483052415210498,0.9347826086956522,0.4712475419678193,0.44713083747348503
0.25,8.0,8.0,4.0,0.75,8.0,12.0,1.0,0.35,0.05,0.75,4.0,0.5,0.4,0.4,80,1.0,41,46,0.4356988059490494,-0.3905622739808647,,,0.4356988059490494,-0.3905622739808647,0.5117710280218454,-0.3627661375280108,0.9446364193694489,1.0,0.4539536333838383,0.44741567416847533
0.25,8.0,8.0,4.0,0.75,8.0,12.0,1.0,0.5,0.05,4.0,0.0,1.25,0.4,0.4,80,1.0,41,46,0.4378906335974184,-0.42508613772804,,,0.4378906335974184,-0.42508613772804,0.5117710280218454,-0.3627661375280108,0.9665191563211623,1.0,0.4752256159314341,0.45064321772925964
0.25,8.0,8.0,4.0,0.75,8.0,12.0,1.0,0.5,0.05,2.0,10.0,1.75,0.4,0.4,80,1.0,41,46,0.43802489584046805,-0.42508613772804,,,0.43802489584046805,-0.42508613772804,0.5117710280218454,-0.3627661375280108,0.9947684179230993,1.0,0.5326273846337956,0.45077747997230927
0.25,8.0,8.0,4.0,0.75,8.0,7.0,1.0,0.5,0.05,2.0,10.0,0.5,0.4,0.4,80,1.0,41,46,0.4429855994148166,-0.26486000085012396,,,0.4429855994148166,-0.26486000085012396,0.5117710280218454,-0.3627661375280108,0.991745790223626,0.9347826086956522,0.5626064801428535,0.4509313994403203
0.25,8.0,8.0,4.0,0.75,8.0,12.0,1.0,0.75,0.05,4.0,10.0,0.5,0.4,0.4,80,1.0,41,46,0.4391798442622297,-0.39782113764052723,,,0.4391798442622297,-0.39782113764052723,0.5117710280218454,-0.3627661375280108,0.9986510717929823,1.0,0.5640690133329336,0.45111447839144553
0.25,8.0,8.0,4.0,0.75,8.0,7.0,1.0,0.5,0.05,4.0,0.0,0.5,0.4,0.4,80,1.0,41,46,0.4444788700299196,-0.22821159164158414,,,0.4444788700299196,-0.22821159164158414,0.5117710280218454,-0.3627661375280108,0.9266701166685631,0.9347826086956522,0.4727209362163277,0.4513252177791671
0.25,8.0,8.0,4.0,0.75,8.0,7.0,1.0,0.35,0.1,2.0,0.0,0.5,0.4,0.4,80,1.0,41,46,0.4438950893587954,-0.2685779554075121,,,0.4438950893587954,-0.2685779554075121,0.5117710280218454,-0.3627661375280108,0.7923213377104583,0.8913043478260869,0.43146682923333207,0.45195242802102076
0.25,8.0,8.0,4.0,0.75,8.0,12.0,1.0,0.75,0.1,4.0,4.0,0.5,0.4,0.4,80,1.0,41,46,0.44102133857563797,-0.3942802285382528,,,0.44102133857563797,-0.3942802285382528,0.5117710280218454,-0.3627661375280108,0.9962771375131202,1.0,0.47386081660910245,0.4528497454317856
0.25,8.0,8.0,4.0,0.75,8.0,7.0,1.0,0.5,0.1,4.0,10.0,1.75,0.4,0.4,80,1.0,41,46,0.44449532302840533,-0.2800859099899039,,,0.44449532302840533,-0.2800859099899039,0.5117710280218454,-0.3627661375280108,0.9775751032440823,0.9347826086956522,0.5124426602823223,0.45289790032810245
0.25,8.0,8.0,4.0,0.75,8.0,7.0,1.0,0.35,0.1,4.0,0.0,1.75,0.4,0.4,80,1.0,41,46,0.445272388941629,-0.3000920464177541,,,0.445272388941629,-0.3000920464177541,0.5117710280218454,-0.3627661375280108,0.9064717419690098,0.9347826086956522,0.44876295948002826,0.45427515033416166
0.25,8.0,8.0,4.0,0.75,8.0,7.0,1.0,0.35,0.05,0.75,10.0,1.25,0.4,0.4,80,1.0,41,46,0.44686008872602273,-0.28044000090013127,,,0.44686008872602273,-0.28044000090013127,0.5117710280218454,-0.3627661375280108,0.9795935348661966,0.9347826086956522,0.5143122746273218,0.4552732887530267
0.25,8.0,8.0,4.0,0.75,8.0,7.0,1.0,0.35,0.05,2.0,4.0,1.25,0.4,0.4,80,1.0,41,46,0.4490214074916145,-0.2783154554387667,,,0.4490214074916145,-0.2783154554387667,0.5117710280218454,-0.3627661375280108,0.9454657989095732,0.9347826086956522,0.4554523059278897,0.45737087115477754
0.25,8.0,8.0,4.0,0.75,8.0,12.0,1.0,0.5,0.1,0.75,10.0,1.25,0.4,0.4,80,1.0,41,46,0.4448473372190978,-0.4220763649911067,,,0.4448473372190978,-0.4220763649911067,0.5117710280218454,-0.3627661375280108,0.9956223581272853,1.0,0.49108894007105275,0.457509628168831
0.25,8.0,8.0,4.0,0.75,8.0,7.0,1.0,0.35,0.05,4.0,0.0,1.75,0.4,0.4,80,1.0,41,46,0.4489525090845749,-0.3004461373279816,,,0.4489525090845749,-0.3004461373279816,0.5117710280218454,-0.3627661375280108,0.9048252672048864,0.9347826086956522,0.44550135615547853,0.45796589320441433
0.25,8.0,8.0,4.0,0.75,8.0,7.0,1.0,0.5,0.1,4.0,4.0,1.25,0.4,0.4,80,1.0,41,46,0.4511611770639482,-0.28044000090013127,,,0.4511611770639482,-0.28044000090013127,0.5117710280218454,-0.3627661375280108,0.967512045236447,0.9347826086956522,0.46162071756224665,0.45957437709095217
0.25,8.0,8.0,4.0,0.75,8.0,7.0,1.0,0.5,0.05,4.0,10.0,1.75,0.4,0.4,80,1.0,41,46,0.45147159750500454,-0.2783154554387667,,,0.45147159750500454,-0.2783154554387667,0.5117710280218454,-0.3627661375280108,0.9775589483905132,0.9347826086956522,0.5022904981924622,0.45982106116816757
0.25,8.0,8.0,4.0,0.75,8.0,7.0,1.0,0.35,0.1,0.75,10.0,1.75,0.4,0.4,80,1.0,41,46,0.4529310091121011,-0.28805295547002124,,,0.4529310091121011,-0.28805295547002124,0.5117710280218454,-0.3627661375280108,0.9726166126510984,0.9347826086956522,0.47164277763304896,0.46157259777620174
0.25,8.0,8.0,4.0,0.75,8.0,12.0,1.0,0.75,0.1,2.0,10.0,0.5,0.4,0.4,80,1.0,41,46,0.45102278233688325,-0.3918015921666608,,,0.45102278233688325,-0.3918015921666608,0.5117710280218454,-0.3627661375280108,0.9983550463673071,1.0,0.4519471932904448,0.4627768301018831
0.25,8.0,8.0,4.0,0.75,8.0,7.0,1.0,0.5,0.1,0.75,10.0,0.5,0.4,0.4,80,1.0,41,46,0.45746943967196657,-0.22679522800067434,,,0.45746943967196657,-0.22679522800067434,0.5117710280218454,-0.3627661375280108,0.9891362385923471,0.9130434782608695,0.45688219857796963,0.4642732965119868
0.25,8.0,8.0,4.0,0.75,8.0,12.0,1.0,0.5,0.1,2.0,0.0,0.5,0.4,0.4,80,1.0,41,46,0.45272281282035054,-0.3905622739808647,,,0.45272281282035054,-0.3905622739808647,0.5117710280218454,-0.3627661375280108,0.8516437244514459,0.9782608695652174,0.3925174553472897,0.46443968103977645
0.25,8.0,8.0,4.0,0.75,8.0,12.0,1.0,0.75,0.1,4.0,10.0,1.25,0.4,0.4,80,1.0,41,46,0.45270744939694213,-0.41163068313939727,,,0.45270744939694213,-0.41163068313939727,0.5117710280218454,-0.3627661375280108,0.9966452076757206,1.0,0.47122164274985273,0.46505636989112403
0.25,8.0,8.0,4.0,0.75,8.0,7.0,1.0,0.5,0.1,2.0,4.0,0.5,0.4,0.4,80,1.0,41,46,0.4589866545626887,-0.21918227343078445,,,0.4589866545626887,-0.21918227343078445,0.5117710280218454,-0.3627661375280108,0.953584391664114,0.8913043478260869,0.4206492582558124,0.46556212276561226
0.25,8.0,8.0,4.0,0.75,8.0,7.0,1.0,0.35,0.1,0.75,4.0,0.5,0.4,0.4,80,1.0,41,46,0.45931629625020987,-0.22307727344328623,,,0.45931629625020987,-0.22307727344328623,0.5117710280218454,-0.3627661375280108,0.8979665927166787,0.8913043478260869,0.4054695341504484,0.46600861445350844
0.25,8.0,8.0,4.0,0.75,8.0,12.0,1.0,0.35,0.1,2.0,0.0,1.25,0.4,0.4,80,1.0,41,46,0.45337587858782374,-0.42508613772804,,,0.45337587858782374,-0.42508613772804,0.5117710280218454,-0.3627661375280108,0.851005863243735,1.0,0.4034557240186007,0.46612846271966496
0.25,8.0,8.0,4.0,0.75,8.0,7.0,1.0,0.35,0.05,2.0,0.0,0.5,0.4,0.4,80,1.0,41,46,0.45889364336327293,-0.25494545536375574,,,0.45889364336327293,-0.25494545536375574,0.5117710280218454,-0.3627661375280108,0.7824368399623456,0.8913043478260869,0.4138939702432833,0.4665420070241856
0.25,8.0,8.0,4.0,0.75,8.0,12.0,1.0,0.75,0.05,4.0,4.0,0.5,0.4,0.4,80,1.0,41,46,0.454871448518453,-0.3942802285382528,,,0.454871448518453,-0.3942802285382528,0.5117710280218454,-0.3627661375280108,0.9961435843301425,1.0,0.4479671076701101,0.46669985537460057
0.25,8.0,8.0,4.0,0.75,8.0,12.0,1.0,0.5,0.1,2.0,4.0,1.25,0.4,0.4,80,1.0,41,46,0.4547552657931891,-0.4204829558950832,,,0.4547552657931891,-0.4204829558950832,0.5117710280218454,-0.3627661375280108,0.9836727850089539,1.0,0.4283603610179829,0.4673697544700416
0.25,8.0,8.0,4.0,0.75,8.0,7.0,1.0,0.5,0.05,4.0,4.0,1.25,0.4,0.4,80,1.0,41,46,0.4597566253882348,-0.28044000090013127,,,0.4597566253882348,-0.28044000090013127,0.5117710280218454,-0.3627661375280108,0.9669877448722324,0.9347826086956522,0.45050503183596285,0.46816982541523877
0.25,8.0,8.0,4.0,0.75,8.0,7.0,1.0,0.5,0.1,2.0,10.0,1.25,0.4,0.4,80,1.0,41,46,0.46078258931565746,-0.28044000090013127,,,0.46078258931565746,-0.28044000090013127,0.5117710280218454,-0.3627661375280108,0.9807030037322153,0.9347826086956522,0.4581204463470678,0.46919578934266143
0.25,8.0,8.0,4.0,0.75,8.0,12.0,1.0,0.5,0.1,4.0,0.0,1.75,0.4,0.4,80,1.0,41,46,0.45762708424748344,-0.42508613772804,,,0.45762708424748344,-0.42508613772804,0.5117710280218454,-0.3627661375280108,0.9635381981188148,1.0,0.42616288541031055,0.47037966837932466
0.25,8.0,8.0,4.0,0.75,8.0,12.0,1.0,0.75,0.1,4.0,0.0,0.5,0.4,0.4,80,1.0,41,46,0.4598155438986388,-0.3942802285382528,,,0.4598155438986388,-0.3942802285382528,0.5117710280218454,-0.3627661375280108,0.9697085900489079,0.9782608695652174,0.39843860501982475,0.4716439507547864
0.25,8.0,8.0,4.0,0.75,8.0,12.0,1.0,0.35,0.05,2.0,0.0,1.25,0.4,0.4,80,1.0,41,46,0.4597747811453061,-0.42508613772804,,,0.4597747811453061,-0.42508613772804,0.5117710280218454,-0.3627661375280108,0.8438123157431325,0.9782608695652174,0.39404668844159707,0.47252736527714734
0.25,8.0,8.0,4.0,0.75,8.0,12.0,1.0,0.5,0.05,4.0,0.0,1.75,0.4,0.4,80,1.0,41,46,0.4613224738409118,-0.42508613772804,,,0.4613224738409118,-0.42508613772804,0.5117710280218454,-0.3627661375280108,0.962354933750323,1.0,0.4211428631272626,0.474075057972753
0.25,8.0,8.0,4.0,0.75,8.0,12.0,1.0,0.75,0.05,4.0,10.0,1.25,0.4,0.4,80,1.0,41,46,0.4620610689588888,-0.40596522857575823,,,0.4620610689588888,-0.40596522857575823,0.5117710280218454,-0.3627661375280108,0.9966436772254049,1.0,0.44992045673455533,0.4742400258161616
0.25,8.0,8.0,4.0,0.75,8.0,12.0,1.0,0.5,0.05,0.75,10.0,1.25,0.4,0.4,80,1.0,41,46,0.46415666854350435,-0.4054340922104171,,,0.46415666854350435,-0.4054340922104171,0.5117710280218454,-0.3627661375280108,0.9954873324453775,1.0,0.43057604873295136,0.4763196913098169
0.25,8.0,8.0,4.0,0.75,8.0,12.0,1.0,0.5,0.05,2.0,4.0,1.25,0.4,0.4,80,1.0,41,46,0.46483389890976484,-0.4132240922354207,,,0.46483389890976484,-0.4132240922354207,0.5117710280218454,-0.3627661375280108,0.9823593597241738,1.0,0.40838266202682527,0.47723062167682745
0.25,8.0,8.0,4.0,0.75,8.0,7.0,1.0,0.35,0.1,2.0,4.0,1.75,0.4,0.4,80,1.0,41,46,0.4692754030143049,-0.29159386457229564,,,0.4692754030143049,-0.29159386457229564,0.5117710280218454,-0.3627661375280108,0.9354185470406833,0.9347826086956522,0.400632076632594,0.4780232189514738
0.25,8.0,8.0,4.0,0.75,8.0,12.0,1.0,0.5,0.05,2.0,0.0,0.5,0.4,0.4,80,1.0,41,46,0.4670412838744493,-0.3942802285382528,,,0.4670412838744493,-0.3942802285382528,0.5117710280218454,-0.3627661375280108,0.8438476613912473,0.9782608695652174,0.3717113783275237,0.47886969073059693
0.25,8.0,8.0,4.0,0.75,8.0,7.0,1.0,0.35,0.05,0.75,10.0,1.75,0.4,0.4,80,1.0,41,46,0.4712100114367161,-0.27760727361831183,,,0.4712100114367161,-0.27760727361831183,0.5117710280218454,-0.3627661375280108,0.9720334938157786,0.9347826086956522,0.4292444807225379,0.47953822964526543
0.25,8.0,8.0,4.0,0.75,8.0,12.0,1.0,0.35,0.1,0.75,4.0,1.25,0.4,0.4,80,1.0,41,46,0.467063187017665,-0.42455500136269875,,,0.467063187017665,-0.42455500136269875,0.5117710280218454,-0.3627661375280108,0.9498102434065452,1.0,0.3855632086109267,0.479799837058546
0.25,8.0,8.0,4.0,0.75,8.0,12.0,1.0,0.5,0.1,0.75,10.0,1.75,0.4,0.4,80,1.0,41,46,0.46794632706679057,-0.42508613772804,,,0.46794632706679057,-0.42508613772804,0.5117710280218454,-0.3627661375280108,0.993968817530284,1.0,0.4110308442146401,0.4806989111986318
0.25,8.0,8.0,4.0,0.75,8.0,12.0,1.0,0.75,0.05,2.0,10.0,0.5,0.4,0.4,80,1.0,41,46,0.471212523100362,-0.3953425012689351,,,0.471212523100362,-0.3953425012689351,0.5117710280218454,-0.3627661375280108,0.9983305685874897,1.0,0.3986212518333988,0.48307279813843007
0.25,8.0,8.0,4.0,0.75,8.0,7.0,1.0,0.75,0.1,4.0,10.0,0.5,0.4,0.4,80,1.0,41,46,0.4766400099576888,-0.22130681889214907,,,0.4766400099576888,-0.22130681889214907,0.5117710280218454,-0.3627661375280108,0.9918575717597399,0.8913043478260869,0.40599185999614185,0.48327921452445327
0.25,8.0,8.0,4.0,0.75,8.0,7.0,1.0,0.5,0.05,2.0,10.0,1.25,0.4,0.4,80,1.0,41,46,0.47557769521634574,-0.2772531827080844,,,0.47557769521634574,-0.2772531827080844,0.5117710280218454,-0.3627661375280108,0.9805234575202737,0.9347826086956522,0.4282824243906423,0.4838952906975883
0.25,8.0,8.0,4.0,0.75,8.0,12.0,1.0,0.75,0.1,4.0,10.0,1.75,0.4,0.4,80,1.0,41,46,0.4712763241264413,-0.4220763649911067,,,0.4712763241264413,-0.4220763649911067,0.5117710280218454,-0.3627661375280108,0.995308269191048,1.0,0.4055252973520126,0.4839386150761745
0.25,8.0,8.0,4.0,0.75,8.0,12.0,1.0,0.75,0.05,4.0,0.0,0.5,0.4,0.4,80,1.0,41,46,0.4733636264572424,-0.3942802285382528,,,0.4733636264572424,-0.3942802285382528,0.5117710280218454,-0.3627661375280108,0.9682961976442537,0.9782608695652174,0.3778929983358271,0.48519203331339
0.25,8.0,8.0,4.0,0.75,8.0,7.0,1.0,0.5,0.1,4.0,4.0,1.75,0.4,0.4,80,1.0,41,46,0.47711054831653443,-0.2788465918041078,,,0.47711054831653443,-0.2788465918041078,0.5117710280218454,-0.3627661375280108,0.9567689299496067,0.9347826086956522,0.39593811364534504,0.4854759460706577
0.25,8.0,8.0,4.0,0.75,8.0,7.0,1.0,0.35,0.05,2.0,4.0,1.75,0.4,0.4,80,1.0,41,46,0.4771692330964331,-0.28805295547002124,,,0.4771692330964331,-0.28805295547002124,0.5117710280218454,-0.3627661375280108,0.932617573899855,0.9347826086956522,0.3892508897248398,0.48581082176053375
0.25,8.0,8.0,4.0,0.75,8.0,12.0,1.0,0.5,0.1,0.75,4.0,0.5,0.4,0.4,80,1.0,41,46,0.4742305014510563,-0.3905622739808647,,,0.4742305014510563,-0.3905622739808647,0.5117710280218454,-0.3627661375280108,0.9503988592196279,0.9782608695652174,0.3511232112358085,0.4859473696704822
0.25,8.0,8.0,4.0,0.75,8.0,7.0,1.0,0.5,0.05,2.0,4.0,0.5,0.4,0.4,80,1.0,41,46,0.4799702063860666,-0.22095272798192164,,,0.4799702063860666,-0.22095272798192164,0.5117710280218454,-0.3627661375280108,0.9486831939353565,0.8913043478260869,0.3872175443775187,0.4865987882255242
0.25,8.0,8.0,4.0,0.75,8.0,7.0,1.0,0.5,0.1,4.0,0.0,1.25,0.4,0.4,80,1.0,41,46,0.48113352043632246,-0.2783154554387667,,,0.48113352043632246,-0.2783154554387667,0.5117710280218454,-0.3627661375280108,0.9054277700516623,0.9130434782608695,0.37968019533822717,0.4894829840994855
0.25,8.0,8.0,4.0,0.75,8.0,12.0,1.0,0.75,0.1,4.0,4.0,1.25,0.4,0.4,80,1.0,41,46,0.47779441179013116,-0.39976863764677806,,,0.47779441179013116,-0.39976863764677806,0.5117710280218454,-0.3627661375280108,0.9927518739671495,1.0,0.37140086692359014,0.4897874709195345
0.25,8.0,8.0,4.0,0.75,8.0,12.0,1.0,0.75,0.05,4.0,10.0,1.75,0.4,0.4,80,1.0,41,46,0.4784117415009544,-0.4194206831644009,,,0.4784117415009544,-0.4194206831644009,0.5117710280218454,-0.3627661375280108,0.9953067324300162,1.0,0.3893388699803577,0.4909943619958864
0.25,8.0,8.0,4.0,0.75,8.0,7.0,1.0,0.5,0.05,4.0,4.0,1.75,0.4,0.4,80,1.0,41,46,0.4833762497781334,-0.2783154554387667,,,0.4833762497781334,-0.2783154554387667,0.5117710280218454,-0.3627661375280108,0.9562568137744042,0.9347826086956522,0.3882109661285536,0.49172571344129645
0.25,8.0,8.0,4.0,0.75,8.0,12.0,1.0,0.5,0.1,2.0,4.0,1.75,0.4,0.4,80,1.0,41,46,0.4813765629205313,-0.42508613772804,,,0.4813765629205313,-0.42508613772804,0.5117710280218454,-0.3627661375280108,0.9806767171106241,1.0,0.36771352963003,0.49412914705237254
0.25,8.0,8.0,4.0,0.75,8.0,7.0,1.0,0.5,0.1,2.0,10.0,1.75,0.4,0.4,80,1.0,41,46,0.48597976621524336,-0.27760727361831183,,,0.48597976621524336,-0.27760727361831183,0.5117710280218454,-0.3627661375280108,0.9732495233918141,0.9347826086956522,0.3811204479073191,0.4943079844237927
0.25,8.0,8.0,4.0,0.75,8.0,12.0,1.0,0.75,0.1,0.75,10.0,0.5,0.4,0.4,80,1.0,41,46,0.4839513875571159,-0.39038522852575097,,,0.4839513875571159,-0.39038522852575097,0.5117710280218454,-0.3627661375280108,0.9978219219799251,0.9782608695652174,0.3209418350749514,0.49566294441288844
0.25,8.0,8.0,4.0,0.75,8.0,12.0,1.0,0.35,0.1,2.0,0.0,1.75,0.4,0.4,80,1.0,41,46,0.48439931350724347,-0.42508613772804,,,0.48439931350724347,-0.42508613772804,0.5117710280218454,-0.3627661375280108,0.8456681338053944,0.9782608695652174,0.35300210298001294,0.4971518976390847
0.25,8.0,8.0,4.0,0.75,8.0,7.0,1.0,0.5,0.05,4.0,0.0,1.25,0.4,0.4,80,1.0,41,46,0.4889958582623214,-0.28044000090013127,,,0.4889958582623214,-0.28044000090013127,0.5117710280218454,-0.3627661375280108,0.9028622392388963,0.8913043478260869,0.3714708216303808,0.49740905828932536
0.25,8.0,8.0,4.0,0.75,8.0,7.0,1.0,0.5,0.05,0.75,10.0,0.5,0.4,0.4,80,1.0,41,46,0.49091506893874187,-0.21900522797567074,,,0.49091506893874187,-0.21900522797567074,0.5117710280218454,-0.3627661375280108,0.9877497766571923,0.8913043478260869,0.37466557601608397,0.497485225778012
0.25,8.0,8.0,4.0,0.75,8.0,7.0,1.0,0.35,0.05,0.75,4.0,0.5,0.4,0.4,80,1.0,41,46,0.49105702317279837,-0.21918227343078445,,,0.49105702317279837,-0.21918227343078445,0.5117710280218454,-0.3627661375280108,0.8756585731871489,0.8913043478260869,0.3524047675350902,0.4976324913757219
