formation_index,formation_label,source_galaxy_name,seed_galaxy_name,initialization_mode,initialization_class,step,time_gyr,M_baryon_Msun,M_star_Msun,M_gas_Msun,Rdisk_kpc,disk_compaction_factor,f_star,f_gas,Sigma_baryon_Msun_kpc2,log10_Sigma_b,organization_score,v_newton_km_s,v_bdvr_full_km_s,v_bdvr_governed_km_s,A_gov,alpha_BTFR,BTFR_offset_dex,c_coherence,c_fstar,c_sigma,c_org,claim_boundary
31,random failed/low-activation outcome track 04/12: NGC1003,NGC1003,NGC1003,random,failed_low_activation_initialization,109,10.9,11466093555.188528,2811633671.268549,8654459883.91998,1.003496673682883,0.824419139185386,0.24521286676544296,0.754787133234557,1812190035.6974094,9.258203738113012,0.5811280825284612,116.24663052440965,123.09408644824157,117.73773686262109,0.2128872373252434,1.0258187202719322,-0.13884954520337311,0.5630933814770815,0.20744695252206138,0.903281495245205,0.5811280825284612,response_organization_visualization_not_model_promotion
31,random failed/low-activation outcome track 04/12: NGC1003,NGC1003,NGC1003,random,failed_low_activation_initialization,110,11.0,11461088712.955795,2817322945.7890453,8643765767.16675,1.0029573194653503,0.8239760346376624,0.24581634575468378,0.7541836542453162,1813347765.5275335,9.258481101484415,0.5827168047011069,116.23394330670104,123.08264299105277,117.72981173680617,0.21353106078594317,1.0259045490321674,-0.13882208683396424,0.5639105684954921,0.20830906536383398,0.9033924405937661,0.5827168047011069,response_organization_visualization_not_model_promotion
31,random failed/low-activation outcome track 04/12: NGC1003,NGC1003,NGC1003,random,failed_low_activation_initialization,111,11.100000000000001,11456083870.723064,2822886245.803938,8633197624.919127,1.002428645176882,0.8235417041478476,0.24640935573263814,0.7535906442673619,1814468274.9420338,9.258749379184103,0.5843028661490742,116.22125193310941,123.07112932336653,117.7217914134203,0.21416371534897338,1.025988814133864,-0.13879495686950927,0.5647204507968157,0.20915622247519736,0.903499751673641,0.5843028661490742,response_organization_visualization_not_model_promotion
31,random failed/low-activation outcome track 04/12: NGC1003,NGC1003,NGC1003,random,failed_low_activation_initialization,112,11.200000000000001,11451079028.490334,2828325808.1760616,8622753220.314272,1.0019104393407143,0.8231159739779543,0.2469920783132467,0.7530079216867533,1815552200.0606034,9.259008740096816,0.5858865277201687,116.20855640045697,123.05954669059442,117.71367735620427,0.21478539476973876,1.0260715404534864,-0.13876814996007303,0.5655232210862281,0.20998868330463816,0.9036034960387263,0.5858865277201687,response_organization_visualization_not_model_promotion
31,random failed/low-activation outcome track 04/12: NGC1003,NGC1003,NGC1003,random,failed_low_activation_initialization,113,11.3,11446074186.2576,2833643830.0705023,8612430356.1871,1.001402494667603,0.8226986738302384,0.24756469195985423,0.7524353080401458,1816600168.4040205,9.259259350112703,0.5874680519069512,116.19585670556211,123.04789631526913,117.70547100860983,0.2153962894424208,1.026152752532,-0.138741660829917,0.5663190705677908,0.21080670279979175,0.9037037400450814,0.5874680519069512,response_organization_visualization_not_model_promotion
31,random failed/low-activation outcome track 04/12: NGC1003,NGC1003,NGC1003,random,failed_low_activation_initialization,114,11.4,11441069344.02487,2838842469.658758,8602226874.366112,1.0009046079729058,0.8222896367790765,0.24812737203986543,0.7518726279601345,1817612798.9187114,9.259501372173641,0.5890477026668391,116.18315284523938,123.0361793974247,117.69717379394415,0.2159965864582877,1.026232474576955,-0.1387154842769509,0.5671081889242943,0.21161053148552206,0.9038005488694566,0.5890477026668391,response_organization_visualization_not_model_promotion
31,random failed/low-activation outcome track 04/12: NGC1003,NGC1003,NGC1003,random,failed_low_activation_initialization,115,11.5,11436064501.792137,2843923846.8104153,8592140654.981722,1.0004165800953067,0.8218886992041943,0.24868029087845264,0.7513197091215473,1818590702.0056736,9.259734966319092,0.5906257452412031,116.17044481629951,123.02439711497153,117.68878711551936,0.2165864696629924,1.0263107304646732,-0.1386896151721646,0.5678907642962601,0.21240041554064665,0.9038939865276369,0.5906257452412031,response_organization_visualization_not_model_promotion
31,random failed/low-activation outcome track 04/12: NGC1003,NGC1003,NGC1003,random,failed_low_activation_initialization,116,11.600000000000001,11431059659.559406,2848890043.7725654,8582169615.786841,0.9999382158171473,0.8214957007252159,0.24922361781133173,0.7507763821886683,1819534479.553539,9.259960289731522,0.5922024459735838,116.15773261554936,123.0125506240673,117.68031235680704,0.21716611971287675,1.026387543742525,-0.13866404845904512,0.5686669832601541,0.21317659687333104,0.9039841158926087,0.5922024459735838,response_organization_visualization_not_model_promotion
31,random failed/low-activation outcome track 04/12: NGC1003,NGC1003,NGC1003,random,failed_low_activation_initialization,117,11.700000000000001,11426054817.326675,2853743105.8371687,8572311711.489507,0.999469323786338,0.8211104841375098,0.24975751923662234,0.7502424807633776,1820444724.9755397,9.260177496781331,0.5937780721271533,116.14501623979199,123.00064105948255,117.67175088159725,0.21773571413029894,1.0264629376312961,-0.13863877915297795,0.5694370308058435,0.21393931319517479,0.9040709987125325,0.5937780721271533,response_organization_visualization_not_model_promotion
31,random failed/low-activation outcome track 04/12: NGC1003,NGC1003,NGC1003,random,failed_low_activation_initialization,118,11.8,11421049975.093943,2858485041.996596,8562564933.097346,0.9990097164398148,0.8207328953493045,0.250282158665809,0.749717841334191,1821322023.2501838,9.260386739071336,0.5953528917015465,116.13229568582653,122.98866953496199,117.66310403416159,0.21829542735800123,1.0265369350276345,-0.1386138023406316,0.5702010903133554,0.21468879809401287,0.9041546956285345,0.5953528917015465,response_organization_visualization_not_model_promotion
31,random failed/low-activation outcome track 04/12: NGC1003,NGC1003,NGC1003,random,failed_low_activation_initialization,119,11.9,11416045132.861212,2863117825.5875382,8552927307.273673,0.9985592099285105,0.82036278332005,0.25079769677381725,0.7492023032261828,1822166950.965433,9.260588165480755,0.5969271732491871,116.11957095044838,122.97663714358094,117.65437313942039,0.21884543081253416,1.0266095585065742,-0.1385891131793331,0.5709593435289704,0.21542528110545323,0.9042352661923019,0.5969271732491871,response_organization_visualization_not_model_promotion
31,random failed/low-activation outcome track 04/12: NGC1003,NGC1003,NGC1003,random,failed_low_activation_initialization,120,12.0,11411040290.628479,2867643394.9235053,8543396895.704973,0.9981176240438142,0.8200000000000001,0.2513042914482222,0.7486957085517778,1822980076.3661761,9.260781922208727,0.5985011856912357,116.10684203044897,122.9645449580969,117.64555950311316,0.21938589293675453,1.0266808303241266,-0.13856470689642775,0.5717119705407036,0.21614898778317457,0.9043127688834908,0.5985011856912357,response_organization_visualization_not_model_promotion
