mse_bounded,rmse_bounded,spearman_A_rank_A_inferred,pearson_A_rank_A_inferred,spearman_A_bounded_A_inferred,pearson_A_bounded_A_inferred,prediction_min,prediction_max,prediction_std,bounded_prediction_std,n,target_construction,endpoint_delta,endpoint_stretch,repeat
0.007806551099876745,0.08835468917876824,0.9582991877196596,0.9141683101680992,0.9582406016121794,0.9624424384684902,-0.8372956919554199,1.546724881736983,0.3635758011196763,0.3009176569006053,87,feature_spread_endpoint_expansion,0.05,0.5,4
0.0075075545831512465,0.08664614580667306,0.9573591955636387,0.9109599953944076,0.9571006969414793,0.964153116077716,-0.8799037077046239,1.572711440607571,0.366075012407133,0.2995176810255852,87,feature_spread_endpoint_expansion,0.05,0.5,5
0.009368770176785508,0.09679240764019412,0.950030907201651,0.9047889639362535,0.9501518637793767,0.9547154746179077,-0.8838162273049436,1.499553273729441,0.36200095212504346,0.2978595462760805,87,feature_spread_endpoint_expansion,0.05,0.5,6
0.008415053602519061,0.09173360127302896,0.9544297054463311,0.9034607463294761,0.9541965063973122,0.9598363916279135,-0.8832421625747171,1.5167731558033348,0.36563868580839937,0.2964882279574948,87,feature_spread_endpoint_expansion,0.05,0.5,7
0.008141328383652998,0.09022931000319684,0.9560085272229487,0.9094549229991672,0.955609640343556,0.9605563143051545,-1.0143727191820773,1.598937089482848,0.3892990522400532,0.3176119566035597,87,feature_spread_endpoint_expansion,0.05,1.0,0
0.007154316345177225,0.08458319185971422,0.961876633595001,0.917021055523847,0.9616620524669729,0.9652630155645175,-0.948015317088366,1.5552343627497858,0.3879356474000658,0.3159501286575183,87,feature_spread_endpoint_expansion,0.05,1.0,1
0.007335496736729381,0.08564751448074474,0.9594034503495482,0.9135904868626329,0.9587649556824296,0.9642551955876494,-0.9188208423211817,1.594309282634029,0.38380211748571585,0.31253633184911955,87,feature_spread_endpoint_expansion,0.05,1.0,2
0.006825343506583564,0.08261563717955314,0.9636288519829236,0.9205815302622338,0.9636262314957045,0.9668586717059897,-0.9485229105942019,1.43661889164811,0.3834782934060514,0.3152709595369808,87,feature_spread_endpoint_expansion,0.05,1.0,3
0.007631118138101029,0.08735627131523546,0.9591114139515611,0.9167604522565191,0.9593214337148529,0.9628794958484845,-0.9071710111725124,1.5982013677890703,0.3874974444231245,0.31563429738398385,87,feature_spread_endpoint_expansion,0.05,1.0,4
0.007134094440715782,0.08446356871880197,0.9580619081462952,0.9137689076594533,0.9573475231413485,0.9652921614816676,-0.974284655984198,1.5911309156505502,0.38996061135678317,0.31474637228794095,87,feature_spread_endpoint_expansion,0.05,1.0,5
0.009071158214657945,0.09524262813812913,0.9527504961579054,0.9085777496772718,0.9526992819919399,0.9557566453952876,-0.9600274314676757,1.5331268188702132,0.38644427109986784,0.31336061697516643,87,feature_spread_endpoint_expansion,0.05,1.0,6
0.007646378939729855,0.08744357574876416,0.9570762853030887,0.9092040833037975,0.9583266718117379,0.9627091775601896,-0.9561084050289544,1.5453068935055168,0.38911646277573564,0.31063481551108996,87,feature_spread_endpoint_expansion,0.05,1.0,7
0.008200958799874501,0.09055914531329512,0.9575964751370033,0.9080668551470851,0.957790979443846,0.9602259575064839,-0.9431323970212477,1.5304400596195809,0.3671606848029697,0.30435596193540515,87,feature_spread_endpoint_expansion,0.1,0.25,0
0.007451461428037585,0.08632184791834327,0.9587646207289515,0.9136604647752976,0.9589860326921148,0.9640802548268113,-0.8778476454639704,1.5215642245102825,0.36737868037676874,0.3028426457439017,87,feature_spread_endpoint_expansion,0.1,0.25,1
