shuffle_id,shuffle_auc_like,shuffle_spearman_vs_target,observed_auc_like,observed_spearman_vs_org_score,observed_minus_shuffle_auc,observed_minus_shuffle_spearman
136,0.41496598639455784,0.24076607387140905,0.949546485260771,0.919562243502052,0.5345804988662132,0.6787961696306429
137,0.5306122448979592,0.10992769200703537,0.949546485260771,0.919562243502052,0.4189342403628118,0.8096345514950166
138,0.6683673469387755,0.22280633183505963,0.949546485260771,0.919562243502052,0.2811791383219955,0.6967559116669924
139,0.48696145124716556,0.1298612468243111,0.949546485260771,0.919562243502052,0.46258503401360546,0.7897009966777409
140,0.5277777777777778,0.10871604455735781,0.949546485260771,0.919562243502052,0.4217687074829932,0.8108461989446941
141,0.5595238095238095,0.08192300175884308,0.949546485260771,0.919562243502052,0.3900226757369615,0.8376392417432089
142,0.4280045351473923,0.16595661520422123,0.949546485260771,0.919562243502052,0.5215419501133787,0.7536056282978307
143,0.5827664399092971,0.2254250537424272,0.949546485260771,0.919562243502052,0.3667800453514739,0.6941371897596248
144,0.37528344671201813,0.06640609732264999,0.949546485260771,0.919562243502052,0.5742630385487528,0.8531561461794019
145,0.49263038548752835,0.22808286105139727,0.949546485260771,0.919562243502052,0.45691609977324266,0.6914793824506547
146,0.5317460317460317,0.2640805159273012,0.949546485260771,0.919562243502052,0.41780045351473927,0.6554817275747508
147,0.46825396825396826,0.12350986906390464,0.949546485260771,0.919562243502052,0.48129251700680276,0.7960523744381474
148,0.40249433106575966,0.10517881571233144,0.949546485260771,0.919562243502052,0.5470521541950113,0.8143834277897205
149,0.5198412698412699,0.2382450654680477,0.949546485260771,0.919562243502052,0.42970521541950113,0.6813171780340043
150,0.47619047619047616,0.36394371702169237,0.949546485260771,0.919562243502052,0.47335600907029485,0.5556185264803596
151,0.5674603174603174,0.08604651162790698,0.949546485260771,0.919562243502052,0.38208616780045357,0.833515731874145
152,0.45918367346938777,0.13775649794801642,0.949546485260771,0.919562243502052,0.49036281179138325,0.7818057455540355
153,0.4308390022675737,0.29319914012116477,0.949546485260771,0.919562243502052,0.5187074829931972,0.6263631033808872
154,0.5589569160997733,0.06513582177056869,0.949546485260771,0.919562243502052,0.39058956916099774,0.8544264217314833
155,0.5799319727891157,0.06630838381864373,0.949546485260771,0.919562243502052,0.36961451247165533,0.8532538596834083
156,0.5130385487528345,0.06628884111784249,0.949546485260771,0.919562243502052,0.4365079365079365,0.8532734023842095
157,0.5680272108843537,0.06273206957201485,0.949546485260771,0.919562243502052,0.3815192743764173,0.8568301739300371
