galaxy_name,Q,T,Vflat,e_Vflat,L36,MHI,Rdisk,RHI,Reff,SBeff,SBdisk,D,Inc,Ref,_Vflat,_L36,_MHI,_Rdisk,_T,M_star_Msun,M_gas_Msun,M_baryon_Msun,star_frac,gas_frac,r_over_Rdisk_eval,H_halo,S_star_gas,S_internal,S_struct,Q_eff,v_m5_bdvr_km_s,v_flat_obs_km_s,velocity_ratio_pred_over_obs,log10_velocity_error,abs_log10_velocity_error,log10_SBeff,log10_SBdisk,stellar_to_gas_ratio,log10_M_baryon_Msun,RHI_over_Rdisk,Reff_over_Rdisk,log10_v_flat_obs,log10_stellar_to_gas_ratio,sample_btfr_log10_v_pred,sample_btfr_log10_v_residual,sample_btfr_slope_logv_logm,sample_btfr_intercept_logv,is_late_type_T_ge_8,is_gas_dominated_ge_070,is_low_stellar_gas_le_035,is_hi_extended_ge_5,is_highish_mass_ge_1e9p5,is_low_v_for_mass,ugc07125_hard_analog,ugc07125_regime_score,robust_z_T,robust_z_gas_frac,robust_z_stellar_to_gas_ratio,robust_z_RHI_over_Rdisk,robust_z_log10_M_baryon_Msun,robust_z_sample_btfr_log10_v_residual,ugc07125_analog_distance,ugc07125_analog_rank_key,v_pred_km_s__m3_scalar_q_only,v_pred_km_s__m4a_halo_only,v_pred_km_s__m4b_halo_star_gas,v_pred_km_s__m4c_full_frozen,v_pred_km_s__mond_simple_btfr,v_pred_km_s__newtonian_outer,velocity_ratio_pred_over_obs__m3_scalar_q_only,velocity_ratio_pred_over_obs__m4a_halo_only,velocity_ratio_pred_over_obs__m4b_halo_star_gas,velocity_ratio_pred_over_obs__m4c_full_frozen,velocity_ratio_pred_over_obs__mond_simple_btfr,velocity_ratio_pred_over_obs__newtonian_outer,log10_velocity_error__m3_scalar_q_only,log10_velocity_error__m4a_halo_only,log10_velocity_error__m4b_halo_star_gas,log10_velocity_error__m4c_full_frozen,log10_velocity_error__mond_simple_btfr,log10_velocity_error__newtonian_outer,abs_log10_velocity_error__m3_scalar_q_only,abs_log10_velocity_error__m4a_halo_only,abs_log10_velocity_error__m4b_halo_star_gas,abs_log10_velocity_error__m4c_full_frozen,abs_log10_velocity_error__mond_simple_btfr,abs_log10_velocity_error__newtonian_outer
UGC09133,1.0,2.0,226.8,4.2,282.926,33.428,6.97,60.35,5.92,1284.78,864.63,57.1,53.0,"No07,No05",226.8,282.926,33.428,6.97,2.0,141463000000.0,44459240000.0,185922240000.0,0.7608718569655787,0.2391281430344212,4.753945480631277,1.278243053811765,1.0,1.3,1.3,1.495958989174262,285.3114381478149,226.8,1.2579869406870148,0.099676132669659,0.099676132669659,3.108828767382579,2.9368303001409872,3.1818582593854505,11.269331343142353,8.658536585365853,0.8493543758967002,2.355643050220869,0.5026808294470122,2.4160902876511057,-0.06044723743023672,0.2597665671999078,-0.5113052299953095,False,False,False,True,True,False,False,1.5,-1.349,-0.4479514438136766,0.8988844057323752,1.151263986240915,1.2556677699086134,-1.1069495181115725,5.340390270381177,-1494.6596097296188,221.33025585016264,250.23468482756252,250.23468482756252,285.3114381478149,233.27024151484508,155.34929793974118,0.9758829623023042,1.1033275345130624,1.1033275345130624,1.2579869406870148,1.0285284017409395,0.6849616311276066,-0.0106022641715398,0.0427044565162406,0.0427044565162406,0.099676132669659,0.0122162887862699,-0.1643337553050307,0.0106022641715398,0.0427044565162406,0.0427044565162406,0.099676132669659,0.0122162887862699,0.1643337553050307
NGC5055,1.0,4.0,179.0,4.9,152.922,11.722,3.2,35.06,4.18,1383.02,3348.34,9.9,55.0,"Ba06,Bl04",179.0,152.922,11.722,3.2,4.0,76461000000.0,15590260000.0,92051260000.0,0.830635017923709,0.1693649820762909,6.1312500000000005,1.3046602942826642,1.0,1.1,1.1,1.2919717709722296,222.4131443276712,179.0,1.2425315325568222,0.0943074189278329,0.0943074189278329,3.1408284605336303,3.5248295510615684,4.904408265160427,10.96402973751469,10.95625,1.30625,2.2528530309798933,0.6905866156551772,2.3367831375965875,-0.0839301066166942,0.2597665671999078,-0.5113052299953095,False,False,False,True,True,False,False,1.5,-0.6745,-0.6402639678149417,1.8140073313321852,2.112148782491241,0.9528065167300506,-1.532288788306122,5.40591743691839,-1494.5940825630817,185.6587339798809,212.062612472915,212.062612472915,222.4131443276712,195.6743670153552,142.05367644662047,1.0371996311725191,1.1847073322509218,1.1847073322509218,1.2425315325568222,1.0931528883539396,0.793595957802349,0.01586235366252,0.0736110763487204,0.0736110763487204,0.0943074189278329,0.0386809066203296,-0.1004005529362938,0.01586235366252,0.0736110763487204,0.0736110763487204,0.0943074189278329,0.0386809066203296,0.1004005529362938
NGC6946,1.0,6.0,158.9,10.9,66.173,5.67,2.44,21.25,4.2,571.26,2232.7,5.52,38.0,Bo08,158.9,66.173,5.67,2.44,6.0,33086500000.0,7541100000.0,40627600000.0,0.8143848024495663,0.1856151975504337,5.215163934426229,1.2884687499691123,1.0,1.0,1.0,1.159943361944264,171.77113572436693,158.9,1.081001483476192,0.0338262899432106,0.0338262899432106,2.7568338155405883,3.348830372378482,4.387489888743022,10.608821167944376,8.709016393442623,1.7213114754098362,2.2011238972073794,0.6422161286150382,2.2445118268393176,-0.04338792963193816,0.2597665671999078,-0.5113052299953095,False,False,False,True,True,False,False,1.5,0.0,-0.595467833143343,1.5393889717272478,1.1723742255726228,0.6004372185121113,-0.7979585906683019,5.417182202428331,-1494.5828177975716,151.32589188903108,171.77113572436693,171.77113572436693,171.77113572436693,159.48938934178565,117.18412978385768,0.9523341213910074,1.081001483476192,1.081001483476192,1.081001483476192,1.0037091840263417,0.7374709237498909,-0.0212106549575449,0.0338262899432106,0.0338262899432106,0.0338262899432106,0.0016078980002648,-0.1322550979313705,0.0212106549575449,0.0338262899432106,0.0338262899432106,0.0338262899432106,0.0016078980002648,0.1322550979313705
NGC4088,1.0,4.0,171.7,6.9,107.286,8.226,2.58,22.25,6.1,457.96,3988.69,18.0,69.0,"VS01,SV98",171.7,107.286,8.226,2.58,4.0,53643000000.0,10940580000.000002,64583580000.0,0.8305981179736397,0.1694018820263602,5.494186046511628,1.293933538157079,1.0,1.1,1.1,1.2813493383213002,202.7172968761069,171.7,1.1806482054519911,0.0721205113385047,0.0721205113385047,2.6608275466983815,3.60083028436173,4.9031221379488095,10.81012211518025,8.624031007751938,2.3643410852713176,2.2347702951609163,0.6904727117606645,2.2968030828768704,-0.06203278771595411,0.2597665671999078,-0.5113052299953095,False,False,False,True,True,False,False,1.5,-0.6745,-0.6401622476171196,1.813324062635983,1.1368340383179598,0.8001291166943991,-1.135668189413149,5.46856330714679,-1494.5314366928533,169.91764452563393,193.28335876436032,193.28335876436032,202.7172968761069,179.08410137546542,139.98665451045392,0.9896193624090504,1.1257038949584175,1.1257038949584175,1.1806482054519911,1.0430058321226874,0.8152979295891318,-0.0045318161021134,0.0514241687593921,0.0514241687593921,0.0721205113385047,0.0182867368556962,-0.0886836605450446,0.0045318161021134,0.0514241687593921,0.0514241687593921,0.0721205113385047,0.0182867368556962,0.0886836605450446
UGC06917,1.0,9.0,108.7,3.5,6.832,2.023,2.76,12.67,4.52,53.07,261.11,18.0,56.0,"VS01,SV98",108.7,6.832,2.023,2.76,9.0,3416000000.0,2690590000.0000005,6106590000.0,0.5593956692687736,0.4406043307312265,3.114130434782609,1.2260485847628753,1.0,1.0,1.0,1.1037496387482806,104.33054618752848,108.7,0.959802632819949,-0.0178180630954004,0.0178180630954004,1.7248490876293856,2.416823504766854,1.2696100111871371,9.785798762190888,4.590579710144928,1.6376811594202898,2.0362295440862948,0.10367033827907687,2.0307181217681243,0.005511422318170478,0.2597665671999078,-0.5113052299953095,True,False,False,False,True,False,False,1.5,1.01175,0.10744761852783115,-0.11701771931336571,-0.5499220225565115,-0.21600656234545967,0.08774300338734536,5.495927104083218,-1494.5040728959168,94.22315469678382,104.33054618752848,104.33054618752848,104.33054618752848,99.30616113907692,55.279429379062414,0.8668183504763921,0.959802632819949,0.959802632819949,0.959802632819949,0.9135801392739368,0.5085504082710434,-0.0620719032748317,-0.0178180630954004,-0.0178180630954004,-0.0178180630954004,-0.039253350317022,-0.2936659926941665,0.0620719032748317,0.0178180630954004,0.0178180630954004,0.0178180630954004,0.039253350317022,0.2936659926941665
NGC6503,1.0,6.0,116.3,2.4,12.845,1.744,2.16,14.05,1.62,774.16,398.87,6.26,74.0,"Be91,Be87",116.3,12.845,1.744,2.16,6.0,6422500000.0,2319520000.0000005,8742020000.0,0.7346700190573804,0.2653299809426197,3.627314814814815,1.2455374936398735,1.0,1.0,1.0,1.1212945194323891,115.02422131435556,116.3,0.9890302778534444,-0.0047904128483258,0.0047904128483258,2.8888307280420182,2.6008313731751938,2.76889183969097,9.941611795734016,6.50462962962963,0.75,2.0655797147284485,0.44230599137474946,2.0711931386166267,-0.005613423888178204,0.2597665671999078,-0.5113052299953095,False,False,False,True,True,False,False,1.5,0.0,-0.37572218251885225,0.6794916235789958,0.2505178648477468,-0.06143898153169816,-0.11375852220833398,5.589647180610434,-1494.4103528193896,103.06492681194786,115.02422131435556,115.02422131435556,115.02422131435556,108.62491563471096,69.27451729070687,0.8861988547888896,0.9890302778534444,0.9890302778534444,0.9890302778534444,0.9340061533509112,0.5956536310464907,-0.0524688155312035,-0.0047904128483258,-0.0047904128483258,-0.0047904128483258,-0.0296502625733938,-0.2250062064555252,0.0524688155312035,0.0047904128483258,0.0047904128483258,0.0047904128483258,0.0296502625733938,0.2250062064555252
NGC5033,1.0,5.0,194.2,3.6,110.509,11.314,5.16,29.53,2.94,2036.24,614.94,15.7,66.0,"Sa96,Be87",194.2,110.509,11.314,5.16,5.0,55254500000.0,15047620000.0,70302120000.0,0.7859578061088343,0.2140421938911657,3.1463178294573644,1.2273713669624309,1.0,1.0,1.0,1.1049404727764318,192.28174262335855,194.2,0.9901222586166766,-0.0043111761455451,0.0043111761455451,3.3088289644961932,2.788832743515087,3.6719760334192384,10.846968421611848,5.7228682170542635,0.5697674418604651,2.288249225571986,0.5648998379464862,2.3063745214126024,-0.018125295840616396,0.2597665671999078,-0.5113052299953095,False,False,False,True,True,False,False,1.5,-0.33725,-0.5171045918426523,1.1592646616080113,-0.0764083091714159,0.8366809013400551,-0.3403828943309185,5.720927373201919,-1494.279072626798,173.5601655333951,192.28174262335855,192.28174262335855,192.28174262335855,182.92312352785737,136.472508734746,0.8937186690700056,0.9901222586166766,0.9901222586166766,0.9901222586166766,0.9419316350559084,0.7027420635156848,-0.0487991699052831,-0.0043111761455451,-0.0043111761455451,-0.0043111761455451,-0.0259806169474733,-0.1532040504388524,0.0487991699052831,0.0043111761455451,0.0043111761455451,0.0043111761455451,0.0259806169474733,0.1532040504388524
NGC6674,1.0,3.0,241.3,4.9,214.654,32.165,6.04,50.02,7.75,560.83,1370.35,51.2,54.0,"Sa96,Br92",241.3,214.654,32.165,6.04,3.0,107327000000.0,42779450000.00001,150106450000.0,0.7150059174672374,0.2849940825327626,4.782284768211921,1.2789177091641697,1.0,1.2,1.2,1.3816140505574597,259.9080388998896,241.3,1.077115784914586,0.0322623904351289,0.0322623904351289,2.7488312369236176,3.1368315041312402,2.5088447841194776,11.176399354063552,8.281456953642385,1.283112582781457,2.3825573219087857,0.39947379344470374,2.3919496638650464,-0.009392341956260708,0.2597665671999078,-0.5113052299953095,False,False,False,True,True,False,False,1.5,-1.01175,-0.3215151632685735,0.5413388724307728,0.9935723947695546,1.1634786095702048,-0.18220510939667248,5.879953838168571,-1494.1200461618314,209.80111347014025,237.26249297066624,237.26249297066624,259.9080388998896,221.11914261914083,149.5032390389501,0.8694617217991721,0.9832676874043356,0.9832676874043356,1.077115784914586,0.916366111144388,0.6195741360917949,-0.0607495331291569,-0.0073282325886835,-0.0073282325886835,0.0322623904351289,-0.0379309801713472,-0.2079067200075058,0.0607495331291569,0.0073282325886835,0.0073282325886835,0.0322623904351289,0.0379309801713472,0.2079067200075058
UGC06614,1.0,1.0,199.8,16.0,124.35,21.888,5.1,60.63,3.68,1461.61,540.54,88.7,36.0,"dB01,VH93",199.8,124.35,21.888,5.1,1.0,62175000000.0,29111040000.000004,91286040000.0,0.6811008561659592,0.3188991438340408,6.304901960784315,1.3072102251977589,1.0,1.4,1.4,1.64754151219284,250.63734314036813,199.8,1.2544411568586993,0.0984502943067262,0.0984502943067262,3.164831505697767,2.732827837302287,2.135787659939321,10.960404367736713,11.88823529411765,0.7215686274509805,2.3005954838899636,0.32955807293486544,2.3358413877345323,-0.035245903844568716,0.2597665671999078,-0.5113052299953095,False,False,False,True,True,False,False,1.5,-1.68625,-0.2280508215484535,0.34314832600190237,2.5018973445803594,0.9492101254436819,-0.6504841368949063,5.954717736046878,-1494.0452822639531,185.27168110316288,211.82721694893328,211.82721694893328,250.63734314036813,195.2664340028341,110.50070216729772,0.9272856912070212,1.060196281025692,1.060196281025692,1.2544411568586993,0.977309479493664,0.5530565674038925,-0.0327864416920444,0.0253862764676071,0.0253862764676071,0.0984502943067262,-0.0099678887342346,-0.2572304461727807,0.0327864416920444,0.0253862764676071,0.0253862764676071,0.0984502943067262,0.0099678887342346,0.2572304461727807
F568-V1,1.0,7.0,112.3,15.8,3.825,2.491,2.85,14.38,4.4,31.39,90.54,80.6,40.0,"dB01,dB96",112.3,3.825,2.491,2.85,7.0,1912500000.0,3313030000.0000005,5225530000.0,0.3659915836288376,0.6340084163711625,3.294736842105263,1.2332905467822552,1.0,1.0,1.0,1.1102692115140411,100.64060478195164,112.3,0.8961763560280644,-0.0476065183363852,0.0476065183363852,1.4967913157000425,1.9568404901592336,0.57726612798556,9.718130345386383,5.045614035087719,1.5438596491228072,2.050379756261458,-0.2386239246779371,2.0131401294269655,0.037239626834492334,0.2597665671999078,-0.5113052299953095,False,False,False,True,True,False,False,1.5,0.33725,0.6405947315707107,-0.4848327364637749,-0.35963042142609924,-0.283134088490919,0.662427946969045,6.0533954610364455,-1493.9466045389636,90.62343852909558,100.64060478195164,100.64060478195164,100.64060478195164,95.51225299671252,48.92372173635344,0.8069763003481352,0.8961763560280644,0.8961763560280644,0.8961763560280644,0.8505098218763361,0.4356520190236281,-0.0931392196511213,-0.0476065183363852,-0.0476065183363852,-0.0476065183363852,-0.0703206666933115,-0.3608602688931023,0.0931392196511213,0.0476065183363852,0.0476065183363852,0.0476065183363852,0.0703206666933115,0.3608602688931023
NGC4157,1.0,3.0,184.7,7.2,105.62,8.226,2.32,24.09,4.44,848.85,23813.87,18.0,82.0,"VS01,SV98",184.7,105.62,8.226,2.32,3.0,52810000000.0,10940580000.000002,63750580000.0,0.828384620186985,0.171615379813015,6.148706896551724,1.3049233583441573,1.0,1.2,1.2,1.4097079381027504,211.93960028992663,184.7,1.1474802397938637,0.0597452154969878,0.0597452154969878,2.9288309529910093,4.376829978482175,4.826983578567132,10.804484140316246,10.383620689655173,1.9137931034482762,2.2664668954402414,0.6836758213482527,2.295338525500489,-0.02887163006024762,0.2597665671999078,-0.5113052299953095,False,False,False,True,True,False,False,1.5,-1.01175,-0.6340604119150608,1.772874646956484,1.8726799285022135,0.7945362075801785,-0.5350285280459269,6.201432977633201,-1493.7985670223668,169.36707425681442,193.4734998457021,193.4734998457021,211.93960028992663,178.50382978500846,138.64151420229916,0.9169847009031642,1.047501352710894,1.047501352710894,1.1474802397938637,0.966452787141356,0.7506308294656154,-0.0376379100974389,0.0201545924731754,0.0201545924731754,0.0597452154969878,-0.0148193571396292,-0.1245736024704462,0.0376379100974389,0.0201545924731754,0.0201545924731754,0.0597452154969878,0.0148193571396292,0.1245736024704462
NGC3893,1.0,5.0,174.0,8.9,58.525,5.799,2.38,20.84,2.43,1573.37,2055.09,18.0,49.0,"VS01,SV98",174.0,58.525,5.799,2.38,5.0,29262500000.0,7712670000.000001,36975170000.0,0.7914094783066582,0.2085905216933418,4.888655462184874,1.2813939081165269,1.0,1.0,1.0,1.1535742390269184,167.31189672729678,174.0,0.9615626248695216,-0.0170224256745111,0.0170224256745111,3.196830865066194,3.312830845991887,3.794081686368015,10.56791017942058,8.756302521008404,1.0210084033613447,2.2405492482825995,0.5791066769893796,2.2338845197897363,0.006664728492863148,0.2597665671999078,-0.5113052299953095,False,False,False,True,True,False,False,1.5,-0.33725,-0.5321329366881542,1.2241345823558196,1.1921488940591831,0.5598532417995824,0.10863254643081405,6.204414959331504,-1493.7955850406686,147.80376437087415,167.31189672729678,167.31189672729678,167.31189672729678,155.77725548258672,116.91197757726962,0.8494469216716906,0.9615626248695216,0.9615626248695216,0.9615626248695216,0.8952715832332571,0.6719079171107449,-0.0708637531637142,-0.0170224256745111,-0.0170224256745111,-0.0170224256745111,-0.0480452002059045,-0.1726902415754653,0.0708637531637142,0.0170224256745111,0.0170224256745111,0.0170224256745111,0.0480452002059045,0.1726902415754653
UGC02885,1.0,5.0,289.5,12.0,403.525,40.075,11.4,74.24,12.2,421.53,470.79,80.6,64.0,"Sa96,RA85",289.5,403.525,40.075,11.4,5.0,201762500000.0,53299750000.00001,255062250000.0,0.7910323852314484,0.2089676147685516,3.791228070175438,1.2510919664424829,1.0,1.0,1.0,1.1262949308561363,267.9255399206608,289.5,0.9254768218330252,-0.0336344534924578,0.0336344534924578,2.624828488500072,2.672827229466761,3.785430513276328,11.406646186442565,6.512280701754385,1.0701754385964912,2.4616485680634552,0.578115278527759,2.4517600931207952,0.009888474942659986,0.2597665671999078,-0.5113052299953095,False,False,False,True,True,False,False,1.5,-0.33725,-0.5310934235686079,1.2195385550689524,0.2537174800969194,1.3918850211622433,0.16702345051333634,6.326961857143708,-1493.6730381428563,239.5352851107168,267.9255399206608,267.9255399206608,267.9255399206608,252.4573678120706,159.31909206096464,0.8274103112632705,0.9254768218330252,0.9254768218330252,0.9254768218330252,0.8720461755166514,0.5503250157546274,-0.0822790711890728,-0.0336344534924578,-0.0336344534924578,-0.0336344534924578,-0.059460518231263,-0.2593807453075638,0.0822790711890728,0.0336344534924578,0.0336344534924578,0.0336344534924578,0.059460518231263,0.2593807453075638
NGC3917,1.0,6.0,135.9,4.1,21.966,1.888,2.63,14.08,5.56,112.94,1226.96,18.0,79.0,"VS01,SV98",135.9,21.966,1.888,2.63,6.0,10983000000.0,2511040000.0,13494040000.0,0.8139148839043014,0.1860851160956985,3.7338403041825097,1.2491817168389316,1.0,1.0,1.0,1.12457522958488,128.3974084712592,135.9,0.944793292650914,-0.0246631985603293,0.0246631985603293,2.0528477834008605,3.088830404566906,4.373884924174844,10.130141993187998,5.353612167300381,2.1140684410646386,2.1332194567324945,0.6408673526720575,2.1201669808227686,0.013052475909725914,0.2597665671999078,-0.5113052299953095,False,False,False,True,True,False,False,1.5,0.0,-0.5941724328163838,1.53216119027732,-0.23082814319952283,0.12558424668070256,0.22433219977821645,6.350332703350154,-1493.6496672966498,114.8797412095056,128.3974084712592,128.3974084712592,128.3974084712592,121.0770975444322,76.8780508004362,0.8453255423804681,0.944793292650914,0.944793292650914,0.944793292650914,0.890927870084122,0.5656957380458881,-0.0729760081717541,-0.0246631985603293,-0.0246631985603293,-0.0246631985603293,-0.0501574552139444,-0.2474170932237509,0.0729760081717541,0.0246631985603293,0.0246631985603293,0.0246631985603293,0.0501574552139444,0.2474170932237509
NGC2403,1.0,6.0,131.2,4.9,10.041,3.199,1.39,15.11,2.16,341.06,1408.74,3.16,63.0,"Da06,Fr02",131.2,10.041,3.199,1.39,6.0,5020500000.0,4254670000.0,9275170000.0,0.5412838794329377,0.4587161205670624,6.212230215827338,1.3058677967138757,1.0,1.0,1.0,1.1756068452660209,119.5330568306604,131.2,0.9110751282824728,-0.0404458091376348,0.0404458091376348,2.5328307877218803,3.148830846207502,1.17999750861994,9.967321878328628,10.870503597122303,1.5539568345323742,2.1179338350396413,0.0718810903622655,2.077871758514655,0.04006207652498617,0.2597665671999078,-0.5113052299953095,False,False,False,True,True,False,False,1.5,0.0,0.15737545966450958,-0.16462530994625377,2.0762903441265705,-0.035934406087621155,0.7135502643478687,6.43343006236045,-1493.5665699376395,104.60162221580975,119.5330568306604,119.5330568306604,119.5330568306604,110.24451032869756,67.96993882132546,0.7972684620107453,0.9110751282824728,0.9110751282824728,0.9110751282824728,0.8402782799443412,0.5180635580893709,-0.0983954151937436,-0.0404458091376348,-0.0404458091376348,-0.0404458091376348,-0.0755768622359339,-0.2856169560188469,0.0983954151937436,0.0404458091376348,0.0404458091376348,0.0404458091376348,0.0755768622359339,0.2856169560188469
NGC3992,1.0,4.0,241.0,5.2,226.932,16.599,4.96,32.75,9.99,360.44,3257.09,23.7,56.0,"VS01,SV98",241.0,226.932,16.599,4.96,4.0,113466000000.0,22076670000.0,135542670000.0,0.8371238370913012,0.1628761629086988,4.308467741935484,1.2667559012464356,1.0035886524331048,1.1,1.1039475176764153,1.2589377534221928,241.85086279925488,241.0,1.0035305510342525,0.0015305984912925,0.0015305984912925,2.5568329810176795,3.5128297591676816,5.139633830645654,11.13207603637886,6.602822580645161,2.0141129032258065,2.3820170425748683,0.7109321791130345,2.380435947783183,0.0015810947916854445,0.2597665671999078,-0.5113052299953095,False,False,False,True,True,False,False,1.5,-0.6745,-0.6581513624623311,1.9389734031100927,0.29158134697256183,1.1195095793012044,0.016553974974038353,6.556932976599679,-1493.4430670234003,204.51584427485628,230.18309617788424,230.595749855858,241.85086279925488,215.54875181595335,165.16684305999814,0.8486134617213953,0.955116581650972,0.9568288375761744,1.0035305510342525,0.8943931610620472,0.6853395977593284,-0.0712900832164124,-0.019943615141297,-0.0191657440878199,0.0015305984912925,-0.0484715302586026,-0.1640941746592532,0.0712900832164124,0.019943615141297,0.0191657440878199,0.0015305984912925,0.0484715302586026,0.1640941746592532
NGC4100,1.0,4.0,158.2,5.0,59.394,3.102,2.15,18.06,4.93,388.0,8970.78,18.0,73.0,"VS01,SV98",158.2,59.394,3.102,2.15,4.0,29697000000.0,4125660000.0,33822660000.0,0.8780208298223735,0.1219791701776264,5.346511627906977,1.291104622220518,1.0474747420573975,1.1,1.1522222162631377,1.3392466685418367,176.30260548306896,158.2,1.1144286060876674,0.0470522513938085,0.0470522513938085,2.5888317255942073,3.952830206139799,7.198121027908262,10.52920775991146,8.4,2.2930232558139534,2.1992064791616577,0.8572191445273439,2.2238309251315216,-0.024624445969863906,0.2597665671999078,-0.5113052299953095,False,False,False,True,True,False,False,1.5,-0.6745,-0.7708900025720339,3.0325665179417296,1.0431461188992746,0.521460180454633,-0.45810035683133304,6.769097059624158,-1493.230902940376,144.547268829827,164.24441407622098,168.0979387146311,176.30260548306896,152.34508350757056,112.49585037567472,0.9136995501253288,1.038207421467895,1.0625659842897035,1.1144286060876674,0.9629904140807244,0.7110989277855546,-0.0391965889200518,0.0162841290419967,0.0263559088146961,0.0470522513938085,-0.016378035962242,-0.148069976200357,0.0391965889200518,0.0162841290419967,0.0263559088146961,0.0470522513938085,0.016378035962242,0.148069976200357
ESO116-G012,1.0,7.0,109.1,3.1,4.292,1.083,1.51,9.58,2.75,90.54,1320.78,13.0,74.0,Ge04,109.1,4.292,1.083,1.51,7.0,2146000000.0,1440390000.0,3586390000.0,0.5983732945942856,0.4016267054057144,4.082781456953643,1.260251976740183,1.0,1.0,1.0,1.1345412256462997,92.59787549913533,109.1,0.8487431301478947,-0.0712237279408208,0.0712237279408208,1.9568404901592336,3.1208304839711203,1.489874270162942,9.554657514907793,6.344370860927152,1.8211920529801324,2.037824750588342,0.1731496200375261,1.9706753534230899,0.06714939716525192,0.2597665671999078,-0.5113052299953095,False,False,False,True,True,False,False,1.5,0.33725,0.0,0.0,0.1834989697447963,-0.44530023955850523,1.2041760520731908,6.782400357898742,-1493.2175996421013,82.48449673847348,92.59787549913533,92.59787549913533,92.59787549913533,86.93424403955038,50.0206496392189,0.7560448830290879,0.8487431301478947,0.8487431301478947,0.8487431301478947,0.7968308344596735,0.4584844146582851,-0.1214524215976527,-0.0712237279408208,-0.0712237279408208,-0.0712237279408208,-0.098633868639843,-0.338675422792101,0.1214524215976527,0.0712237279408208,0.0712237279408208,0.0712237279408208,0.098633868639843,0.338675422792101
F563-V2,1.0,10.0,116.6,9.4,2.986,2.169,2.43,11.37,4.49,23.6,146.16,59.7,29.0,"dB01,dB96",116.6,2.986,2.169,2.43,10.0,1493000000.0,2884770000.0,4377770000.0,0.341041215047844,0.658958784952156,3.2633744855967075,1.2320640525006583,1.0,1.0,1.0,1.109165060636936,96.2360587736013,116.6,0.8253521335643337,-0.08336072170972,0.08336072170972,1.3729120029701067,2.1648285343444815,0.5175455928895545,9.641252940796383,4.679012345679012,1.8477366255144032,2.0666985504229953,-0.2860513852562536,1.9931699499413829,0.07352860048161247,0.2597665671999078,-0.5113052299953095,True,False,False,False,True,False,False,1.5,1.349,0.709374131624738,-0.5165599029391857,-0.5129402238535702,-0.3593969926684958,1.319720948289204,6.806341619267087,-1493.1936583807328,86.70041683439051,96.2360587736013,96.2360587736013,96.2360587736013,91.37759813591772,48.72782059803058,0.7435713279107248,0.8253521335643337,0.8253521335643337,0.8253521335643337,0.783684375093634,0.4179058370328523,-0.1286773649601587,-0.08336072170972,-0.08336072170972,-0.08336072170972,-0.105858812002349,-0.3789215628753862,0.1286773649601587,0.08336072170972,0.08336072170972,0.08336072170972,0.105858812002349,0.3789215628753862
NGC1003,1.0,6.0,109.8,4.2,6.82,5.88,1.61,33.33,2.76,140.87,1345.33,11.4,67.0,"Sa96,Br92",109.8,6.82,5.88,1.61,6.0,3410000000.0,7820400000.0,11230400000.0,0.3036401196751674,0.6963598803248326,11.20807453416149,1.3416529489421265,1.0,1.0,1.0,1.2078224110562814,127.09452762483886,109.8,1.1575093590604633,0.0635245111991767,0.0635245111991767,2.1488185146020182,3.1288288267921383,0.4360390772850493,10.050395225068138,20.701863354037265,1.714285714285714,2.040602340114073,-0.36047458805072663,2.0994514366229855,-0.058849096508912346,0.2597665671999078,-0.5113052299953095,False,False,False,True,True,False,False,1.5,0.0,0.8124758109745069,-0.5598611021876128,6.187683895959514,0.04647491451696628,-1.0780027958117198,7.068691849048315,-1492.9313081509517,109.725294847765,127.09452762483886,127.09452762483886,127.09452762483886,115.6445870046507,51.73760015693882,0.9993196252073316,1.1575093590604633,1.1575093590604633,1.1575093590604633,1.0532293898419918,0.4711985442344155,-0.0002955835832978,0.0635245111991767,0.0635245111991767,0.0635245111991767,0.0225229693745119,-0.3267960599695476,0.0002955835832978,0.0635245111991767,0.0635245111991767,0.0635245111991767,0.0225229693745119,0.3267960599695476
IC4202,1.0,4.0,242.6,11.0,179.749,12.326,4.78,32.13,8.55,391.59,8888.53,100.4,90.0,SG06,242.6,179.749,12.326,4.78,4.0,89874500000.0,16393580000.0,106268080000.0,0.8457337330268883,0.1542662669731117,4.2552301255230125,1.2652654767858007,1.0119978035750912,1.1,1.1131975839326005,1.2679928583096862,228.3944863674295,242.6,0.9414447088517292,-0.0262051810596486,0.0262051810596486,2.5928315927320416,3.948829942558922,5.482298558338081,11.02640283402812,6.7217573221757325,1.788702928870293,2.384890796530554,0.7389626829196558,2.35298558276351,0.031905213767043694,0.2597665671999078,-0.5113052299953095,False,False,False,True,True,False,False,1.5,-0.6745,-0.681885820534762,2.1210176671688745,0.34131887479253364,1.0146810494101155,0.5658070722791088,7.1567882417520705,-1492.843211758248,192.44589811688772,216.47088263388875,217.7655983413065,228.3944863674295,202.82767468835732,149.90394198547037,0.7932642131776082,0.892295476644224,0.8976323097333325,0.9414447088517292,0.8360580160278539,0.6179057790002901,-0.1005821377597833,-0.0494913085980361,-0.0469015236387611,-0.0262051810596486,-0.0777635848019734,-0.2090777430016372,0.1005821377597833,0.0494913085980361,0.0469015236387611,0.0262051810596486,0.0777635848019734,0.2090777430016372
